TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"<b>Carica</b>. <b>Grido di Battaglia:</b> evoca due Draghetti 1/1 sotto il controllo dell'avversario.","Classic","Minion","EX1_116","Leeroy Jenkins","Alliance","Legendary",5,Battlecry|Charge,2,,6,,,True,"Gabe from Penny Arcade","Almeno ha una Gallina Arrabbiata.",True,,,
"Evoca due Treant 2/2 con <b>Provocazione</b>.","Classic","Spell","EX1_573b","Lezione di Shan'do","Neutral",,,,,,,"Druid",,,,,,,,
"Evoca due Lupi Spirituali 2/3 con <b>Provocazione</b>. <b>Sovraccarico:</b> (2)","Classic","Spell","EX1_248","Lupi Spirituali","Neutral","Rare",3,,,,,"Shaman",,True,"Clint Langley","I Lupi Spirituali sono come i lupi normali... solo più luccicanti.",,,,
"<b>Provocazione</b>","Classic","Minion","EX1_tk11","Lupo Spirituale","Neutral","Rare",2,Taunt,3,,2,"Shaman",,,,,,,,
"Quando uno degli altri tuoi servitori muore pesca una carta.","Classic","Minion","EX1_595","Maestra del Culto","Neutral","Common",4,,2,"",4,,,True,"Raymond Swanland","Sarà anche la Maestra del Culto ma chiama ancora i suoi genitori una volta alla settimana.",,,,
"<b>Grido di Battaglia:</b> fornisce <b>Furtività</b> a un altro tuo servitore.","Classic","Minion","NEW1_014","Maestra di Inganni",,"Rare",4,Battlecry,4,,4,"Rogue",,True,"Ron Spencer","In realtà è un Tauren maschio...",,,,
"<b>Grido di Battaglia:</b> infligge 4 danni a SE STESSO.","Classic","Minion","CS2_181","Maestro di Spade Ferito","Horde","Rare",3,Battlecry,7,"",4,,,True,"Samwise","Lui sostiene che si tratti di una vecchia ferita di guerra ma noi pensiamo si sia solo tagliato radendosi.",,,,
"<b>Grido di Battaglia:</b> il prossimo <b>Segreto</b> che giochi in questo turno costa (0) Mana.","Classic","Minion","EX1_612","Maga del Kirin Tor","Neutral","Rare",3,Battlecry,3,,4,"Mage",,True,"Popo Wei","Il Kirin Tor ha sede nella città sospesa di Dalaran. Come si fa a sospendere Dalaran? Con una bella nota sul registro!",,,,
"<b>Grido di Battaglia:</b> fornisce <b>+1 Danni Magici</b> ai servitori adiacenti.","Classic","Minion","EX1_584","Mago Anziano","Neutral","Rare",4,Battlecry,5,,2,,,True,"Howard Lyon","Qualche volta può capitargli di vagare senza meta dimenticandosi a quale gioco appartiene.",,,,
"<b>+5 Danni Magici</b>","Classic","Minion","EX1_563","Malygos","Neutral","Legendary",9,Spellpower,12,,4,,,True,"Michael Komarck","Malygos va fuori di testa quando i mortali usano la magia.",True,"Dragon",,
"Ottiene +2 Attacco per quel turno quando lanci una Magia.","Classic","Minion","EX1_055","Manadipendente","Alliance","Rare",2,,3,"",1,,,True,"Hideaki Takamura","Sta cercando di smettere ma fa ancora uso di Mana quando la giornata è stata particolarmente pesante.",,,,
"Rigenera #8 Salute. Pesca 3 carte.","Classic","Spell","EX1_354","Mano Celestiale","Neutral","Epic",8,,,,,"Paladin",,True,"Raymond Swanland","Salva la vita quasi quanto Scudo Divino e Pietra del Ritorno.",,,,
"+1/+1 e <b>Provocazione</b>.","Classic","Enchantment","EX1_093e","Mano di Argus",,,,,,,,,,,,,,,,
"+4 Attacco.","Classic","Enchantment","EX1_155ae","Marchio della Natura",,,,,,,,"Druid",,,,,,,,
"+4 Salute e <b>Provocazione</b>.","Classic","Spell","EX1_155b","Marchio della Natura","Neutral",,,,,,,"Druid",,,,,,,,
"+4 Attacco.","Classic","Spell","EX1_155a","Marchio della Natura","Neutral",,,,,,,"Druid",,,,,,,,
"<b>Scegli:</b> +4 Attacco a un servitore <b>o</b> +4 Salute e <b>Provocazione</b> a un servitore.","Classic","Spell","EX1_155","Marchio della Natura","Neutral","Common",3,,,,,"Druid",,True,"Clint Langley","I Druidi lo chiamano "Marchio della Natura". Tutti gli altri invece "Bisogno di farsi una doccia".",,,,
"+4 Salute e <b>Provocazione</b>.","Classic","Enchantment","EX1_155be","Marchio della Natura",,,,,,,,"Druid",,,,,,,,
"<b>Furia del Vento</b>. <b>Sovraccarico:</b> (2)","Classic","Weapon","EX1_567","Martelfato","Neutral","Epic",5,Windfury,,,2,"Shaman",8,True,"John Polidora","Orgrim Martelfato diede quest'arma leggendaria a Thrall. Il suo nome è solamente una piccola coincidenza.",,,,
"<b>Grido di Battaglia:</b> fa tornare un altro tuo servitore nella tua mano.","Classic","Minion","EX1_057","Mastro Birraio","Alliance","Common",4,Battlecry,4,,5,,,True,"Bernie Kang","La maggior parte dei Pandaren ti dirà che la sua birra sa di Yak. Ma da come lo dicono sembrerebbe quasi un complimento.",,,,
"<b>Grido di Battaglia:</b> trasforma un altro servitore casuale in un Gigantosauro 5/5 o in uno Scoiattolo 1/1.","Classic","Minion","EX1_083","Meccanista Granfavilla","Alliance","Legendary",3,Battlecry,3,,3,,,True,"Tom Baxa","Il Mastro Meccanista Granfavilla ha quasi perso la sua licenza da Meccanista dopo la Grande Fuga di Scoiattoli di Forgiardente del 2009.",True,,,
"I tuoi servitori costano (3) Mana in più.","Classic","Minion","CS2_227","Mercenario Goblin","Horde","Common",5,Aura,6,"",7,,,True,"John Polidora","Se un lavoro è rischioso lo stipendio non è mai abbastanza alto.",,,,
"I servitori adiacenti hanno +1 Attacco.","Classic","Minion","EX1_162","Metalupo Alfa","Neutral","Common",2,AdjacentBuff|Aura,2,"",2,,,True,"John Dickenson","Siamo entusiasti di annunciare l'arrivo del Metalupo Beta. Copia e incolla questo testo per avere l'occasione di vincere una chiave d'accesso!",,"Beast",,
"<b>Grido di Battaglia:</b> nel turno successivo le Magie del nemico costano (0) Mana.","Classic","Minion","NEW1_029","Millhouse Manalampo",,"Legendary",2,Battlecry,4,,4,,,True,"Jim Nelson",""Accenderò il tuo fuoco dolcezza!"",True,,,
"+4 Attacco per questo turno.","Classic","Enchantment","EX1_570e","Morso",,,,OneTurnEffect,,,,,,,,,,,,
"+4 Attacco al tuo eroe per questo turno e 4 Armatura.","Classic","Spell","EX1_570","Morso","Neutral","Rare",4,,,,,"Druid",,True,"Tom Baxa","Mastica il cibo!",,,,
"+2/+1 dal Condottiero Murloc.","Classic","Enchantment","EX1_507e","Mrgglaargl!",,,,,,,,,,,,,,,,
"+2 Salute.","Classic","Enchantment","EX1_103e","Mrghlglhal",,,,,,,,,,,,,,,,
"Ottiene +1 Attacco quando un Murloc viene evocato.","Classic","Minion","EX1_509","Murloc Invocamaree","Neutral","Rare",1,,2,,1,,,True,"Jaemin Kim","Questo tizio diventa incredibilmente forte durante le riunioni di famiglia.",,"Murloc",,
"<b>Grido di Battaglia:</b> +2 Attacco a un altro servitore per questo turno.","Classic","Minion","EX1_046","Nano Ferroscuro","Alliance","Common",4,Battlecry,4,,4,,,True,"Scott Hampton","Guardiani del Minerale di Ferroscuro. Probabilmente il minerale più odioso considerando dove devi fonderlo.",,,,
"All'inizio del tuo turno hai una probabilità del 50% di pescare una carta aggiuntiva.","Classic","Minion","EX1_557","Nat Pagle","Neutral","Legendary",2,,4,"",0,,,True,"Steve Prescott","Nat Pagle il pescatore migliore di Azeroth! Ha inventato il Lancialenza Automatico 3000 l'Estendi-Canna 3000 e la Turbo-Esca 2099 (ancora in fase di test).",True,,,
"Distrugge un servitore. L'avversario pesca 2 carte.","Classic","Spell","EX1_161","Naturalizzazione","Neutral","Common",1,,,,,"Druid",,True,"Leo Che","Un altro nemico morde la polvere...",,,,
"<b>Segreto:</b> quando un nemico attacca evoca un Difensore 2/1 come bersaglio.","Classic","Spell","EX1_130","Nobile Sacrificio","Neutral","Common",1,Secret,,,,"Paladin",,True,"Zoltan & Gabor","Quante carte con Provocazione si sono sacrificate per te oggi?",,,,
"Le tue Magie costano (1) Mana in meno.","Classic","Minion","EX1_608","Novizia Occultista","Neutral","Common",2,Aura,2,,3,"Mage",,True,"Alex Horley Orlandelli","È divertente dare ordini ai novizi: "Evocami una Ciambella di Mana! E un caffè! Anzi voglio un Caffè al Mana!"",,,,
"I giocatori hanno solo 15 secondi per completare il proprio turno.","Classic","Minion","EX1_560","Nozdormu","Neutral","Legendary",9,,8,"",8,,,True,"James Ryman","Il tempo vola.",True,"Dragon",,
"Attacco e Salute aumentati.","Classic","Enchantment","EX1_044e","Nuovo Livello!",,,,,,,,,,,,,,,,
"Pesca 3 carte.","Classic","Spell","EX1_164b","Nutrizione","Neutral",,,,,,,"Druid",,,,,,,,
"Fornisce 2 Cristalli di Mana.","Classic","Spell","EX1_164a","Nutrizione","Neutral",,,,,,,"Druid",,,,,,,,
"<b>Scegli:</b> fornisce 2 Cristalli di Mana <b>o</b> pesca 3 carte.","Classic","Spell","EX1_164","Nutrizione","Neutral","Rare",5,,,,,"Druid",,True,"Terese Nielsen","I Druidi traggono nutrimento da molte cose: il potere della natura il canto degli usignoli le torte al cioccolato...",,,,
"<b>Segreto:</b> quando il tuo eroe subisce danni infligge gli stessi danni all'eroe nemico.","Classic","Spell","EX1_132","Occhio per Occhio","Neutral","Common",1,Secret,,,,"Paladin",,True,"James Ryman","Ogni tanto fare giustizia significa assestare un pugno ben chiuso su una morbida guancia.",,,,
"Giochi Mentali non ha funzionato! L'avversario non ha servitori!","Classic","Minion","EX1_345t","Ombra del Nulla",,"Epic",0,,1,,0,"Priest",,,,,,,,
"Attacco e Salute aumentati in seguito al consumo degli Scudi Divini.","Classic","Enchantment","EX1_590e","Ombre di M'uru",,"Common",,,,,,,,,,,,,,
"Distrugge un tuo servitore e infligge danni pari al suo Attacco a tutti i servitori nemici.","Classic","Spell","EX1_303","Ombrofuoco","Neutral","Rare",4,AffectedBySpellPower,,,,"Warlock",,True,"Dave Kendall","Prendete un forte servitore aggiungete un pizzico di Ombrofuoco e mescolate bene. Et voilà la distruzione è servita!",,,,
"<b>Grido di Battaglia:</b> evoca Draghetti 1/1 fino a riempire il tuo lato del campo di battaglia.","Classic","Minion","EX1_562","Onyxia","Neutral","Legendary",9,Battlecry,8,,8,,,True,"Dany Orizio","Onyxia ha manipolato a lungo la Corte di Roccavento spacciandosi per Dama Katrana Prestor. Indubbiamente è riuscita a nascondere bene le scaglie e le ali giganti.",True,"Dragon",,
"Salute aumentata.","Classic","Enchantment","EX1_043e","Ora del Crepuscolo",,,,,,,,,,,,,,,,
"<b>Grido di Battaglia:</b> ogni giocatore pesca 2 carte.","Classic","Minion","EX1_050","Oracolo Lucefredda","Neutral","Rare",3,Battlecry,2,,2,,,True,"Steve Prescott","Possono vedere nel futuro. Nel futuro entrambi i giocatori pescheranno due carte. Incredibile!",,"Murloc",,
"+1/+1.","Classic","Enchantment","NEW1_024o","Ordine di Pelleverde",,,,,,,,,,,,,,,,
"<b>Grido di Battaglia:</b> l'Attacco di un servitore nemico diventa pari a 1.","Classic","Minion","EX1_382","Pacificatore Aldor","Neutral","Rare",3,Battlecry,3,,3,"Paladin",,True,"Dany Orizio","Gli Aldor odiano due cose: i Veggenti e lo smooth jazz.",,,,
"Attacco pari a 1.","Classic","Enchantment","EX1_382e","Pacificazione",,,,,,,,"Paladin",,,,,,,,
"+2/+2. Pieno di Murloc.","Classic","Enchantment","NEW1_017e","Pancia Piena",,,,,,,,,,,,,,,,
,"Classic","Minion","EX1_160t","Pantera",,"Common",2,,2,,3,"Druid",,,,,,"Beast",,
"<b>Furtività</b>","Classic","Minion","EX1_017","Pantera della Giungla","Horde","Common",3,Stealth,2,,4,,,True,"Jaemin Kim","Rovotorto è un posto bellissimo da visitare ma viverci è tutta un'altra cosa.",,"Beast",,
"Fa tornare un tuo servitore nella tua mano. Il suo costo si riduce di (2) Mana.","Classic","Spell","EX1_144","Passo nell'Ombra","Neutral","Common",0,,,,,"Rogue",,True,"Graven Tung","I corpi di ballo composti da Ladri spesso finiscono gli spettacoli con un Passo nell'Ombra. La folla lo adora.",,,,
"Salute aumentata.","Classic","Enchantment","CS2_059o","Patto di Sangue",,,,,,,,"Warlock",,,,,,,,
"Salute ridotta a 1.","Classic","Enchantment","EX1_379e","Penitenza",,,,,,,,"Paladin",,,,,,,,
"<b>Segreto:</b> quando l'avversario gioca un servitore riduce la sua Salute a 1.","Classic","Spell","EX1_379","Penitenza","Neutral","Common",1,Secret,,,,"Paladin",,True,"Gonzalo Ordonez","La penitenza spesso è più pesante della morte. Curioso.",,,,
"Pesca 2 Demoni casuali dal tuo mazzo.","Classic","Spell","EX1_317","Percepisci Demoni","Neutral","Common",3,,,,,"Warlock",,True,"Raven Mimura","Generalmente i demoni sono abbastanza evidenti da non aver bisogno di una magia per percepirli...",,,,
"+1 Attacco e +1 Integrità.","Classic","Enchantment","EX1_409e","Perfezionata",,,,,,,,"Warrior",,,,,,,,
"Integrità aumentata.","Classic","Enchantment","EX1_536e","Perfezionato",,,,,,,,"Hunter",,,,,,,,
"Infligge $5 danni a un servitore.","Classic","Spell","NEW1_007b","Pioggia di Stelle",,,,,,,,"Druid",,,,,,,,
"Infligge $2 danni a tutti i servitori nemici.","Classic","Spell","NEW1_007a","Pioggia di Stelle",,,,,,,,"Druid",,,,,,,,
"<b>Scegli:</b> infligge $5 danni a un servitore <b>o</b> $2 danni a tutti i servitori nemici.","Classic","Spell","NEW1_007","Pioggia di Stelle",,"Rare",5,,,,,"Druid",,True,"Richard Wright","Il cielo sta cadendo? Sì sta proprio cadendo.",,,,
"Dopo che hai lanciato una Magia infligge 1 danno a TUTTI i servitori.","Classic","Minion","NEW1_020","Piromante Selvaggio",,"Rare",2,,2,,3,,,True,"Alex Horley Orlandelli","FUOCO E FIAMME! FUOCO E FIAMME! FUOCO E FIAMME!",,,,
"Infligge $10 danni.","Classic","Spell","EX1_279","Pirosfera","Neutral","Epic",10,,,,,"Mage",,True,"Luca Zontini","Prenditi il tempo per una malefica risata quando giochi questa carta.",,,,
"I tuoi servitori costano (2) Mana in meno ma non meno di (1) Mana.","Classic","Minion","EX1_315","Portale d'Evocazione","Neutral","Common",4,Aura,4,"",0,"Warlock",,True,"Tyler Walpole","Restate in linea durante l'evocazione o potreste perdere la priorità acquisita!",,,,
"<b>Provocazione</b>","Classic","Minion","EX1_405","Portascudi","Neutral","Common",1,Taunt,4,,0,,,True,"Carl Critchlow","Avete visto quanto sono grandi gli scudi in questo gioco?? Non è un lavoro semplice.",,,,
"Se possiedi un'arma le fornisce +1/+1. Altrimenti equipaggia un'arma 1/3.","Classic","Spell","EX1_409","Potenziamento","Neutral","Rare",1,,,,,"Warrior",,True,"Matt Cavotta","Vale di certo almeno 50 DKP.",,,,
"Il tuo prossimo Segreto costa (0) Mana.","Classic","Enchantment","EX1_612o","Potere del Kirin Tor",,,,OneTurnEffect,,,,"Mage",,,,,,,,
"<b>Scegli:</b> +1/+1 ai tuoi servitori <b>o</b> evoca una Pantera 3/2.","Classic","Spell","EX1_160","Potere della Natura","Neutral","Common",2,,,,,"Druid",,True,"Steve Tappin","Non guardare mai una pantera negli occhi. O era "Guarda sempre una pantera negli occhi"? Be' una delle due!",,,,
"Statistiche aumentate.","Classic","Enchantment","EX1_274e","Potere Puro!",,,,,,,,"Mage",,,,,,,,
"+4/+4 a un tuo servitore fino alla fine del turno. Poi muore in modo orribile.","Classic","Spell","EX1_316","Potere Travolgente","Neutral","Common",1,,,,,"Warlock",,True,"Tom Baxa","Non è possibile descrivere quanto sia atroce questa morte. È terribilmente crudele! Forse anche peggio. Non dovresti farlo.",,,,
"+4/+4 però morirà in modo orribile alla fine del turno.","Classic","Enchantment","EX1_316e","Potere Travolgente","Neutral",,,,,,,"Warlock",,,,,,,,
"All'inizio del tuo turno rigenera 3 Salute a un tuo personaggio danneggiato.","Classic","Minion","EX1_341","Pozzo di Luce","Neutral","Rare",2,,5,"",0,"Priest",,True,"Blizzard Entertainment","Non è chiaro se la gente ignori il Pozzo di Luce o se sia semplicemente invisibile.",,,,
"La prossima Magia che lanci in questo turno costa (3) Mana in meno.","Classic","Enchantment","EX1_145o","Preparazione",,,,OneTurnEffect,,,,"Rogue",,,,,,,,
"La prossima Magia che lanci in questo turno costa (3) Mana in meno.","Classic","Spell","EX1_145","Preparazione","Neutral","Epic",0,,,,,"Rogue",,True,"Clint Langley",""Siate pronti." - Un motto dei Ladri",,,,
"TUTTI i servitori costano (1) Mana in più.","Classic","Minion","EX1_616","Presenza di Mana","Neutral","Rare",2,Aura,2,,2,,,True,"Luca Zontini","Escono di notte per mangiare i Cristalli di Mana avanzati... "Mmmmmm!".",,,,
"Raddoppia i danni e le cure delle tue Magie e del Potere Eroe.","Classic","Minion","EX1_350","Profeta Velen","Neutral","Legendary",7,,7,,7,"Priest",,True,"Wei Wang","È stato esiliato dalla sua patria e tutti i suoi fratelli sono diventati crudeli. A parte questo non ha molto di cui lamentarsi.",True,,,
"L'Attacco di questo servitore è sempre pari alla sua Salute.","Classic","Minion","EX1_335","Prole della Luce","Neutral","Common",4,,5,,0,"Priest",,True,"Daarken","È bella la vita della Prole della Luce fin quando le bollette le pagano i genitori.",,,,
"<b>Grido di Battaglia:</b> fornisce <b>Scudo Divino</b> a un altro tuo servitore.","Classic","Minion","EX1_362","Protettore d'Argento","Neutral","Common",2,Battlecry,2,,2,"Paladin",,True,"Doug Alexander",""Potrai anche schivare le palle di fuoco ma con questo scudo non ne avrai bisogno."",,,,
"<b>Grido di Battaglia:</b> +3 Salute a un altro tuo servitore.","Classic","Minion","EX1_623","Protettore del Tempio",,"Common",6,Battlecry,6,,6,"Priest",,True,"Daren Bader","Sbarca il lunario i giovedì sera lavorando come buttafuori alla Taverna del Porco Urlante.",,,,
"Infligge $1 |4(dannodanni) a un servitore ma gli fornisce +2 Attacco.","Classic","Spell","EX1_607","Rabbia Interiore","Neutral","Common",0,,,,,"Warrior",,True,"Slawomir Maniak","Sorridono solo all'esterno.",,,,
"+2 Attacco.","Classic","Enchantment","EX1_607e","Rabbia Interiore",,,,,,,,"Warrior",,,,,,,,
"Non può attaccare. Alla fine del tuo turno infligge 8 danni a un nemico casuale.","Classic","Minion","EX1_298","Ragnaros","Neutral","Legendary",8,,8,,8,,,True,"Greg Staples","Ragnaros venne evocato dai Nani Ferroscuro che furono immediatamente schiavizzati dal Signore del Fuoco. Evocare Ragnaros spesso non funziona come vorresti.",True,,,
"Quando un giocatore lancia una Magia l'avversario ottiene in mano una copia della carta.","Classic","Minion","EX1_100","Ramingo Cho","Neutral","Legendary",2,,4,"",0,,,True,"Mark Zug","Il Ramingo della Sapienza Cho conserva e condivide storie da tutta Pandaria ma le sue preferite sono quelle di Papà Castoro.",True,,,
"Salute aumentata.","Classic","Enchantment","NEW1_025e","Rassicurato",,,,,,,,,,,,,,,,
"<b>Rantolo di Morte:</b> pesca una carta.","Classic","Minion","EX1_096","Razziatore di Bottini","Neutral","Common",2,Deathrattle,1,,2,,,True,"Jim Nelson","Sceglie sempre "necessità".",,,,
"<b>Carica</b>","Classic","Minion","EX1_543","Re Krush","Neutral","Legendary",9,Charge,8,,8,"Hunter",,True,"Alex Horley Orlandelli","La miglior difesa contro Re Krush è mettere qualcuno che non ti piace tra te e lui.",True,"Beast",,
"<b>Grido di Battaglia:</b> fornisce 2 Banane all'avversario.","Classic","Minion","EX1_014","Re Mukla",,"Legendary",3,Battlecry,5,,5,,,True,"Sunny Gho","Signore e signori ecco a voi Mukla l'ottava meraviglia del mondo.",True,"Beast",,
"<b>Segreto:</b> quando un tuo servitore muore ritorna in vita con 1 Salute.","Classic","Spell","EX1_136","Redenzione","Neutral","Common",1,Secret,,,,"Paladin",,True,"Ittoku","Ti rimette in piedi... non per forza in forma!",,,,
"+2 Attacco.","Classic","Enchantment","EX1_603e","Rimettere in Riga",,,,,,,,"Warrior",,,,,,,,
"Distrugge TUTTI i servitori tranne uno scelto casualmente.","Classic","Spell","EX1_407","Rissa","Neutral","Epic",5,,,,,"Warrior",,True,"Wayne Reynolds","Conosci la prima regola del Circolo dei Combattenti?",,,,
"Distrugge un servitore. Rigenera #3 Salute al tuo eroe.","Classic","Spell","EX1_309","Risucchio d'Anima","Neutral","Rare",6,,,,,"Warlock",,True,"Tyler Walpole","Probabilmente dovresti evitare di risucchiare la tua stessa anima. Potresti entrare in un qualche strano circolo vizioso.",,,,
"Infligge $5 danni a TUTTI i personaggi tranne Ysera.","Classic","Spell","DREAM_02","Risveglio di Ysera",,,2,,,,,"Dream",,,,,,,,
"-3 Attacco per questo turno.","Classic","Enchantment","EX1_161o","Ruggito Demoralizzante",,,,OneTurnEffect,,,,"Druid",,,,,,,,
"<b>Grido di Battaglia:</b> rigenera 4 Salute al tuo eroe.","Classic","Minion","EX1_583","Sacerdotessa di Elune","Neutral","Common",6,Battlecry,4,,5,,,True,"Dan Scott",""Ma... ma... non è una luna quella!" - Sacerdotessa di Elune durante lo schianto della Exodar",,,,
"+2 Attacco a un servitore. <b>Combo:</b> +4 Attacco.","Classic","Spell","CS2_073","Sangue Freddo","Neutral","Common",1,Combo,,,,"Rogue",,True,"Alex Horley Orlandelli",""Ho il sangue freddo io. Dai prova. Senti."",,,,
"+4 Attacco.","Classic","Enchantment","CS2_073e2","Sangue Freddo",,,,,,,,"Rogue",,,,,,,,
"+2 Attacco.","Classic","Enchantment","CS2_073e","Sangue Freddo",,,,,,,,"Rogue",,,,,,,,
"Attacco aumentato.","Classic","Enchantment","NEW1_012o","Sazio di Mana",,,,,,,,"Mage",,,,,,,,
,"Classic","Minion","EX1_tk28","Scoiattolo","Neutral","Common",1,,1,,1,,,,,,,"Beast",,
,"Classic","Minion","CS2_152","Scudiero","Alliance","Common",1,,2,,2,,,,,,,,,
"Rigenera 5 Salute.","Classic","Spell","NEW1_008b","Segreti Antichi",,,,,,,,"Druid",,,,,,,,
"Statistiche aumentate.","Classic","Enchantment","EX1_080o","Segreti Ben Custoditi",,,,,,,,,,,,,,,,
"<b>Carica</b>","Classic","Minion","EX1_538t","Segugio",,,1,Charge,1,,1,"Hunter",,,,,,"Beast",,
"<b>Grido di Battaglia:</b> scegli un altro servitore il Senzavolto Mutante diventa una sua copia.","Classic","Minion","EX1_564","Senzavolto Mutante","Neutral","Epic",5,Battlecry,3,,3,,,True,"Raymond Swanland","I Senzavolto sono i servitori di Yogg-Saron e si nutrono della paura. Al momento si stanno nutrendo della tua paura di disincantare distrattamente tutte le tue carte utili.",,,,
"<b>Combo:</b> fa tornare un servitore nella mano di chi lo controlla.","Classic","Minion","NEW1_005","Sequestratore",,"Epic",6,Combo,3,,5,"Rogue",,True,"Dave Allsop","Vuole solo mostrare alla gente le foto delle sue vacanze...",,,,
"<b>Grido di Battaglia:</b> +2 Attacco a un altro servitore per questo turno.","Classic","Minion","CS2_188","Sergente Violento","Alliance","Common",1,Battlecry,1,,2,,,True,"Luca Zontini","AGGIUNGIMI AL TUO MAZZO VERME!",,,,
,"Classic","Minion","EX1_554t","Serpe","Neutral","Common",0,,1,,1,"Hunter",,,,,,"Beast",,
"Pesca una carta: la carta pescata costa (3) Mana in meno.","Classic","Spell","CS2_053","Sguardo Lontano","Neutral","Epic",3,,,,,"Shaman",,True,"Lars Grant-West","Drek'thar non può vedere ma può <i>vedere</i>. Hai capito cosa intendo? Va bene anche se non lo hai capito.",,,,
"Una delle tue carte costa (3) Mana in meno.","Classic","Enchantment","CS2_053e","Sguardo Lontano",,,,,,,,"Shaman",,,"Lars Grant-West",,,,,
"Evoca un Segugio 1/1 con <b>Carica</b> per ogni servitore nemico sul campo di battaglia.","Classic","Spell","EX1_538","Sguinzaglia i Segugi",,"Common",3,,,,,"Hunter",,True,"Linggar Bramanty","Liberate il kraken! Ah no aspetta... i cani!
- Mattia C.",,,,
"<b>Furtività</b>","Classic","Minion","CS2_161","Sicario di Corvolesto","Alliance","Rare",7,Stealth,5,,7,,,True,"Ralph Horsley","Fagli avere una lettera con un nome e 10.000 monete d'oro. Si occuperà lui del resto.",,,,
"Alla fine del tuo turno subisce 1 danno ed evoca un Imp 1/1.","Classic","Minion","EX1_597","Signora degli Imp","Neutral","Rare",3,,5,"",1,,,True,"Mark Gibbons","Apprezzerebbe molto di più il suo lavoro se riuscisse a convincere gli imp a SMETTERE DI MORDERLA.",,,,
"<b>Grido di Battaglia:</b> infligge 5 danni al tuo eroe.","Classic","Minion","EX1_313","Signore delle Fosse","Neutral","Epic",4,Battlecry,6,,5,"Warlock",,True,"Glenn Rane","Mannoroth Magtheridon e Brutallus saranno anche morti ma sembra ci siano un sacco di Signori delle Fosse.",,"Demon",,
"<b>Silenzia</b> un servitore.","Classic","Spell","EX1_332","Silenzio","Neutral","Common",0,Silence,,,,"Priest",,True,"Zoltan & Gabor","Riservato a incantatori nemici Lich malvagi dall'oltretomba e notti di karaoke al Torvo Beone.",,,,
,"Classic","Hero","EX1_323h","Sire Jaraxxus","Neutral","Legendary",0,,15,,0,"Warlock",,,,,,"Demon",,
"<b>Grido di Battaglia:</b> distrugge il tuo eroe e lo sostituisce con Sire Jaraxxus.","Classic","Minion","EX1_323","Sire Jaraxxus",,"Legendary",9,Battlecry,15,,3,"Warlock",,True,"Alex Horley Orlandelli",""GNOMO INSIGNIFICANTE! LA TUA ARROGANZA SARÀ LA TUA ROVINA!"",True,"Demon",,
"Fa tornare un servitore nella mano di chi lo controlla.","Classic","Spell","DREAM_04","Sogno",,,0,,,,,"Dream",,,,,,,,
"Non può essere il bersaglio di Magie o Poteri Eroe.","Classic","Minion","DREAM_01","Sorella Ridente",,,3,,5,"",3,"Dream",,,,,,,,
"Statistiche aumentate.","Classic","Enchantment","EX1_258e","Sovraccarico",,,,,,,,"Shaman",,,,,,,,
"Fornisce +1/+1 ai servitori che evochi ma perde 1 Integrità.","Classic","Weapon","EX1_366","Spada della Giustizia","Neutral","Epic",3,,,,1,"Paladin",5,True,"Efrem Palacios","Ti nomino Ser Fettina di Manzo!",,,,
"<b>Grido di Battaglia:</b> <b>Silenzia</b> un altro servitore.","Classic","Minion","EX1_048","Spezzamagie","Horde","Common",4,Battlecry,3,,4,,,True,"Matt Cavotta","Gli Spezzamagie possono strappare gli incantamenti da chi esercita la magia. L'intervento è indolore e può essere effettuato senza ricovero.",,,,
"Fornisce "<b>Rantolo di Morte:</b> rievoca questo servitore" a un tuo servitore.","Classic","Spell","CS2_038","Spirito Ancestrale","Neutral","Rare",2,,,,,"Shaman",,True,"Zoltan & Gabor","Mi ha detto un mio gildano che una volta è morto.",,,,
"<b>Rantolo di Morte:</b> rievoca questo servitore.","Classic","Enchantment","CS2_038e","Spirito Ancestrale",,,,,,,,"Shaman",,,,,,,,
"+5 Attacco.","Classic","Spell","EX1_178b","Sradicamento","Neutral",,,,,,,"Druid",,,,,,,,
"+5 Attacco.","Classic","Enchantment","EX1_178be","Sradicato",,,,,,,,"Druid",,,,,,,,
"Infligge $2 danni. <b>Combo:</b> infligge $4 danni.","Classic","Spell","EX1_124","Sventramento","Neutral","Common",2,Combo,,,,"Rogue",,True,"Ariel Olivetti","Questa abilità viene acquisita dai Ladri solo dopo aver passato con il massimo dei voti gli esami di sventranaso e sventraorecchie.
- Fabrizio D.R.",,,,
"<b>Rantolo di Morte:</b> prendi il controllo di un servitore nemico casuale.","Classic","Minion","EX1_016","Sylvanas Ventolesto",,"Legendary",6,Deathrattle,5,,5,,,True,"Glenn Rane","Arthas ha fatto risorgere Sylvanas come Regina delle Banshee. Una scelta di cui si è amaramente pentito.",True,,,
"+2 Attacco dal Fabbro Astioso.","Classic","Enchantment","CS2_221e","Taglia!",,,,,,,,,,,,,,,,
