MECHANICS,COLLECTIBLE,SET,NAME,FACTION,TEXT,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,TYPE,ID,PLAYERCLASS,ELITE,RACE,INPLAYTEXT,DURABILITY
,True,Classic,Fabbro d'Armature,Neutral,Fornisce 1 Armatura quando un tuo servitore subisce danni.,Greg Hildebrandt,Rare,1,2,4,Accetta i fondi della gilda per le riparazioni.,Minion,EX1_402,Warrior,,,,
,True,Classic,Fabbro di Spade,,Alla fine del tuo turno +1 Attacco a un altro tuo servitore casuale.,E.M. Gist,Rare,1,2,3,Sta cercando di forgiare un "asciafrusto" ma tutti gli altri fabbri dicono che sia impossibile.,Minion,NEW1_037,,,,,
,,Classic,Favore del Semidio,Neutral,+2/+2 a tutti gli altri tuoi servitori.,,,,,,,Spell,EX1_573a,Druid,,,,
,,Classic,Favore del Semidio,Neutral,+2/+2.,,,,,,,Enchantment,EX1_573ae,Druid,,,,
,True,Classic,Favore Divino,Neutral,Pesca delle carte finché non ne hai lo stesso numero dell'avversario.,Lucas Graciano,Rare,,3,,Questo non è solo un favore è un favore divino come aiutare qualcuno a traslocare di domenica.,Spell,EX1_349,Paladin,,,,
AffectedBySpellPower,True,Classic,Ferocia,Neutral,Infligge danni pari all'Attacco del tuo eroe a un servitore.,Dave Rapoza,Rare,,1,,È vero che alcuni Druidi sono selvaggi ma altri adorano godersi un po' di pace e sorseggiare un buon tè.,Spell,EX1_578,Druid,,,,
,,Classic,Fiamma di Azzinoth,,,,,2,1,1,,Minion,EX1_614t,,,,,
,,Classic,Finkle Cascorotto,Neutral,,,Legendary,3,2,3,,Minion,EX1_finkle,,True,,,
,,Classic,Flettimagie,,,,Epic,1,0,3,,Minion,tt_010a,Mage,,,,
Secret,True,Classic,Flettimagie,Neutral,<b>Segreto:</b> quando un nemico lancia una Magia su un servitore evoca un Difensore 1/3 come bersaglio.,Gonzalo Ordonez,Epic,,3,,Benché sia divertente bloccare Palle di Fuoco o Dardi Fulminanti i Flettimagie preferiscono intercettare una Benedizione dei Re o un Marchio Selvaggio. È decisamente più alla moda.,Spell,tt_010,Mage,,,,
Silence,True,Classic,Folgore della Terra,Neutral,<b>Silenzia</b> un servitore e gli infligge $1 |4(dannodanni).,Kevin Chin,Common,,1,,Folgore della Terra? Non dovrebbe essere "Folgore di Azeroth"?,Spell,EX1_245,Shaman,,,,
,True,Classic,Follia d'Ombra,Neutral,Prendi il controllo di un servitore nemico con Attacco pari a 3 o inferiore fino alla fine del turno.,Mark Gibbons,Rare,,4,,Puoi giustificarti quanto vuoi ma è davvero una cosa brutta da fare.,Spell,EX1_334,Priest,,,,
,True,Classic,Forma d'Ombra,,Il tuo Potere Eroe diventa "Infligge 2 danni". Se già in Forma d'Ombra diventa "Infligge 3 danni".,Alex Horley Orlandelli,Epic,,3,,Ma i Sacerdoti in Forma d'Ombra se illuminati proiettano... luce?,Spell,EX1_625,Priest,,,,
,,Classic,Forma d'Orso,Neutral,+2 Salute e <b>Provocazione</b>.,,Common,,,,,Spell,EX1_165b,Druid,,,,
,,Classic,Forma Felina,Neutral,<b>Carica</b>,,Common,,,,,Spell,EX1_165a,Druid,,,,
,,Classic,Forza del Branco,,+1 Attacco dal Metalupo Alfa.,,,,,,,Enchantment,EX1_162o,,,,,
,True,Classic,Forza della Natura,Neutral,Evoca tre Treant 2/2 con <b>Carica</b> che muoiono alla fine del tuo turno.,Trevor Jacobs,Epic,,6,,"Penso che farò un sonnellino all'ombra di questi alberi. Un momento... AAAAAHHH!" - Blinkfizz lo Gnomo Sfortunato,Spell,EX1_571,Druid,,,,
,,Classic,Forza Massima,,+2 Attacco.,,,,,,,Enchantment,CS2_181e,,,,,
,,Classic,Frantumazione Mentale,,<b>Potere Eroe</b>
Infligge 3 danni.,,,,2,,,Hero Power,EX1_625t2,Priest,,,,
,True,Classic,Fulmine Biforcuto,Neutral,Infligge $2 danni a due servitori nemici casuali. <b>Sovraccarico:</b> (2),Ralph Horsley,Common,,1,,Se lo combini con il Fulmine Cucchiaiato e il Fulmine Accoltellato avrai un servizio di posate completo.,Spell,EX1_251,Shaman,,,,
,True,Classic,Fuoco Demoniaco,Neutral,Infligge $2 danni a un servitore. Se il bersaglio è un tuo Demone gli fornisce +2/+2.,Ben Wootten,Common,,2,,Il Fuoco Demoniaco è come quello normale tranne che NON SMETTE PIÙ DI BRUCIAREEEEEE!,Spell,EX1_596,Warlock,,,,
,,Classic,Fuoco Demoniaco,Neutral,+2/+2.,,Common,,0,,,Enchantment,EX1_596e,Warlock,,,,
,,Classic,Fuoco di Alexstrasza,,Salute pari a 15.,,,,,,,Enchantment,EX1_561e,,,,,
,True,Classic,Fuoco Fatuo,Neutral,,Malcolm Davis,Common,1,0,1,Se colpisci un Signore Eredar con il giusto numero di Fuochi Fatui esploderà. Ma perché?,Minion,CS2_231,,,,,
,True,Classic,Fuoco Interiore,Neutral,L'Attacco di un servitore diventa pari alla sua Salute.,Steve Prescott,Common,,1,,Idea intelligente: potenziare i propri servitori. Idea pessima: cominciare una conversazione nelle Savane.,Spell,CS1_129,Priest,,,,
,,Classic,Fuoco Interiore,,Attacco pari alla sua Salute.,,,,,,,Enchantment,CS1_129e,Priest,,,,
,,Classic,Fuoco Lunare,Neutral,Infligge 2 danni.,,,,,,,Spell,EX1_166a,Druid,,,,
,True,Classic,Fuoco Sacro,,Infligge $5 danni. Rigenera #5 Salute al tuo eroe.,Miguel Coimbra,Rare,,6,,Spesso seguito dal Fumo Sacro!,Spell,EX1_624,Priest,,,,
,True,Classic,Furia,Neutral,+3/+3 a un servitore danneggiato.,Jonboy Meyers,Common,,2,,Servitore è ARRABBIATO. Ora servitore SPACCA!,Spell,CS2_104,Warrior,,,,
,,Classic,Furia,,+3/+3.,,,,,,,Enchantment,CS2_104e,Warrior,,,,
,True,Classic,Furia Battagliera,Neutral,Pesca una carta per ogni tuo personaggio danneggiato.,Alex Horley Orlandelli,Common,,2,,"Non sono simpatico quando mi arrabbio.",Spell,EX1_392,Warrior,,,,
,,Classic,Furia del Sangue,,Nessuna perdita di Integrità.,,,,,,,Enchantment,EX1_411e,Warrior,,,,
,,Classic,Furia Sanguinaria,,,,,3,3,,,Weapon,EX1_323w,Warlock,,,,8
,True,Classic,Furto del Pensiero,Neutral,Copia 2 carte del mazzo dell'avversario e le mette nella tua mano.,Alex Garner,Common,,3,,"Cosa succede quando lanci Furto del Pensiero su un Orco? Niente!" - Barzelletta dei Tauren,Spell,EX1_339,Priest,,,,
Enrage,True,Classic,Gallina Arrabbiata,,<b>Rabbia:</b> +5 Attacco.,Mike Sass,Rare,1,1,1,Non c'è bestia più spaventosa (o ridicola) di una gallina sull'orlo di una crisi di nervi.,Minion,EX1_009,,,Beast,,
,True,Classic,Getto di Lava,Neutral,Infligge $5 danni. <b>Sovraccarico:</b> (2),Dan Scott,Rare,,3,,È come avere un oceano di magma liquido in bocca!,Spell,EX1_241,Shaman,,,,
,True,Classic,Ghoul Mangiacarne,Neutral,Ottiene +1 Attacco quando un servitore muore.,Alex Horley Orlandelli,Common,2,3,3,Mangiacarne è un nomignolo ingiusto. Non è colpa sua se non c'era molto altro che potesse mangiare.,Minion,tt_004,,,,,
,True,Classic,Gigante di Magma,,Costa (1) Mana in meno per ogni danno subito dal tuo eroe.,Glenn Rane,Epic,8,20,8,Soffre di un terribile bruciore di stomaco. FORSE PERCHÉ È PIENO DI LAVA.,Minion,EX1_620,,,,,
,True,Classic,Gigante di Mare,Neutral,Costa (1) Mana in meno per ogni servitore sul campo di battaglia.,Svetlin Velinov,Epic,8,10,8,Verrà combattuto da robot giganti.,Minion,EX1_586,,,,,
,True,Classic,Gigante di Montagna,Neutral,Costa (1) Mana in meno per ogni altra carta che hai in mano.,Samwise,Epic,8,12,8,Sua madre dice che ha solo le ossa grosse.,Minion,EX1_105,,,,,
,,Classic,Gigantosauro,Neutral,,,Common,5,5,5,,Minion,EX1_tk29,,,Beast,,
,True,Classic,Giochi Mentali,Neutral,Mette sul campo di battaglia una copia di un servitore casuale dal mazzo dell'avversario.,Zoltan & Gabor,Epic,,4,,Ogni tanto sembra sia tutto solo un gioco.,Spell,EX1_345,Priest,,,,
Battlecry,True,Classic,Giovane Birraio,Alliance,<b>Grido di Battaglia:</b> fa tornare un altro tuo servitore nella tua mano.,Wei Wang,Common,3,2,2,Anche se è un giovane dal grande entusiasmo ha ancora molto da imparare. Non bevete la sua Birra alla Mogu.,Minion,EX1_049,,,,,
,True,Classic,Giovane Vestale,,Alla fine del tuo turno +1 Salute a un altro tuo servitore casuale.,Vance Kovacs,Rare,2,1,1,Non vede l'ora di imparare Parola del Potere: Fermezza di Grado 2.,Minion,EX1_004,,,,,
,,Classic,Giustizia è Fatta,,+1/+1.,,,,,,,Enchantment,EX1_366e,Paladin,,,,
Taunt,,Classic,Gnoll,,<b>Provocazione</b>,,,2,2,2,,Minion,NEW1_040t,,,,,
Deathrattle,True,Classic,Gnomo Contaminato,Neutral,<b>Rantolo di Morte:</b> infligge 2 danni all'eroe nemico.,Glenn Rane,Common,2,1,1,Ti ha chiesto molte volte di diventare suo amico... ma i costanti rifiuti non stanno giovando alla sua salute mentale.,Minion,EX1_029,,,,,
Battlecry|Charge,True,Classic,Golem Arcano,Neutral,<b>Carica</b>. <b>Grido di Battaglia:</b> fornisce 1 Cristallo di Mana all'avversario.,Sedhayu Ardian,Rare,4,3,2,Avere dei Golem Arcani in casa aumenta il valore dell'immobile. Inoltre sono anche un ottimo argomento di conversazione.,Minion,EX1_089,,,,,
,,Classic,Golem Danneggiato,Neutral,,,Common,2,1,1,,Minion,skele21,,,Mech,,
Deathrattle,True,Classic,Golem Mietitore,Neutral,<b>Rantolo di Morte:</b> evoca un Golem Danneggiato 2/1.,Brian Despain,Common,2,3,3,"Soglia di surriscaldamento superata. Errore di sistema. Grano ostruisce porta due. Spegnimento in corso.",Minion,EX1_556,,,Mech,,
Battlecry,True,Classic,Granchio Affamato,,<b>Grido di Battaglia:</b> distrugge un Murloc e ottiene +2/+2.,Jaemin Kim,Epic,1,1,2,Murloc. Il piatto del giorno.,Minion,NEW1_017,,,Beast,,
,,Classic,Grazia di Elune,,Salute aumentata.,,,,,,,Enchantment,EX1_004e,,,,,
Charge|Enrage,True,Classic,Grommash Malogrido,Neutral,<b>Carica</b>. <b>Rabbia:</b> +6 Attacco.,Glenn Rane,Legendary,4,8,9,Grommash bevve il sangue infetto di Mannoroth condannando gli Orchi alla pelle verde e agli occhi rossi! Forse non è stata la sua decisione migliore.,Minion,EX1_414,Warrior,True,,,
,True,Classic,Gruul,,Ottiene +1/+1 alla fine di ogni turno.,Kev Walker,Legendary,7,8,7,È noto come Gruul "l'Ammazzadraghi". In realtà voleva solo coccolarli... è stato un terribile incidente...,Minion,NEW1_038,,True,,,
Divine Shield,True,Classic,Guardia di Lunargenta,Horde,<b>Scudo Divino</b>,Phroilan Gardner,Common,3,4,3,La prima volta che hanno provato a difendere Lunargenta dal Flagello non è finita tanto bene...,Minion,EX1_023,,,,,
Battlecry,True,Classic,Guardia Furia del Sole,Alliance,<b>Grido di Battaglia:</b> fornisce <b>Provocazione</b> ai servitori adiacenti.,James Ryman,Rare,2,2,3,Porta uno scudo con sé ma solo per darlo a qualcuno che la protegga.,Minion,EX1_058,,,,,
Divine Shield,True,Classic,Guardiana d'Argento,Alliance,<b>Scudo Divino</b>,Zoltan & Gabor,Common,1,1,1,"Giuro solennemente di sostenere la Luce epurare l'oscurità e mangiare solo pizza." - Giuramento degli Alba d'Argento,Minion,EX1_008,,,,,
,True,Classic,Guardiano Antico,Alliance,Non può attaccare.,Richard Wright,Rare,4,2,5,Perché sembra sempre che i suoi occhi ti seguano quando gli cammini vicino?,Minion,EX1_045,,,,,
Enrage|Taunt,True,Classic,Guerriero Tauren,Neutral,<b>Provocazione</b>. <b>Rabbia:</b> +3 Attacco.,Paul Warzecha,Common,2,3,3,Guerriero Tauren: Campione di Mulgore Sterminatore di Verrospino Cavalcascensori di Picco del Tuono.,Minion,EX1_390,,,,,
Battlecry,True,Classic,Gufo Beccoforte,Horde,<b>Grido di Battaglia:</b> <b>Silenzia</b> un altro servitore.,Trevor Jacobs,Common,2,2,1,Le sue ali possono essere silenziose ma il suo grido è... qualunque cosa sia l'opposto di silenzioso.,Minion,CS2_203,,,Beast,,
Battlecry,True,Classic,Harrison Jones,Neutral,<b>Grido di Battaglia:</b> distrugge l'arma dell'avversario e pesca un numero di carte pari alla sua Integrità.,Matt Dixon,Legendary,5,5,4,“Deve stare in un museo!”,Minion,EX1_558,,True,,,
,,Classic,Iena,,,Andrew Robinson,Rare,2,2,2,,Minion,EX1_534t,Hunter,,Beast,,
,True,Classic,Iena Rovistatrice,,Ottiene +2/+1 quando muore una tua Bestia.,Jim Nelson,Common,2,2,2,Le iene preferiscono le ossa dei kodo o dei serpenti volanti ma sono pronte a mangiare qualsiasi cosa. Anche i broccoli.,Minion,EX1_531,Hunter,,Beast,,
,True,Classic,Illidan Grantempesta,Neutral,Evoca una Fiamma di Azzinoth 2/1 quando giochi una carta.,Alex Horley Orlandelli,Legendary,7,6,5,Il fratello di Illidan Malfurion lo ha imprigionato sotto il Monte Hyjal per 10.000 anni. I Grantempesta non sono inclini a perdonare.,Minion,EX1_614,,True,Demon,,
,,Classic,Illuminata,,Attacco aumentato.,,,,,,,Enchantment,EX1_001e,,,,,
,,Classic,Immobilizzato,Neutral,+5 Salute e <b>Provocazione</b>.,,,,,,,Spell,EX1_178a,Druid,,,,
,,Classic,Immobilizzato,,+5 Salute e <b>Provocazione</b>.,,,,,,,Enchantment,EX1_178ae,Druid,,,,
,,Classic,Imp,Neutral,,,Rare,1,1,1,,Minion,EX1_598,,,Demon,,
Stealth,True,Classic,Imp del Sangue,Neutral,<b>Furtività</b>. Alla fine del tuo turno +1 Salute a un altro tuo servitore casuale.,Bernie Kang,Common,0,1,1,Può sembrare strano ma gli piace la carne ben cotta.,Minion,CS2_059,Warlock,,Demon,,
Battlecry,True,Classic,Imp delle Fiamme,Neutral,<b>Grido di Battaglia:</b> infligge 3 danni al tuo eroe.,Alex Horley Orlandelli,Common,3,1,2,Sono tutto un fuoco.,Minion,EX1_319,Warlock,,Demon,,
,,Classic,Imp Miserabile,,<i>Hai finito i Demoni! Per fortuna ci sono sempre gli Imp...</i>,,Common,1,1,1,,Minion,EX1_317t,Warlock,,Demon,,
,,Classic,In Copertura,,Furtivo fino al tuo turno successivo.,,,,,,,Enchantment,EX1_128e,Rogue,,,,
,,Classic,Incubo,,+5/+5 però verrà presto distrutto.,,,,,,,Enchantment,DREAM_05e,,,,,
,,Classic,Incubo,,+5/+5 a un servitore: all'inizio del tuo turno viene distrutto.,,,,0,,,Spell,DREAM_05,Dream,,,,
Battlecry,True,Classic,Incursore Velerosse,,<b>Grido di Battaglia:</b> ottiene un incremento all'Attacco pari all'Attacco della tua arma.,Jim Nelson,Common,2,2,3,"Saccheggio solo nei giorni che finiscono per -dì -abato e -enica.",Minion,NEW1_018,,,Pirate,,
,,Classic,Infernale,Neutral,,,Common,6,6,6,,Minion,EX1_tk34,Warlock,,Demon,,
,,Classic,INFERNO!,Neutral,<b>Potere Eroe</b>
Evoca un Infernale 6/6.,,,,2,,,Hero Power,EX1_tk33,Warlock,,,,
Stealth,True,Classic,Infiltrato Worgen,Alliance,<b>Furtività</b>,Raymond Swanland,Common,2,1,1,Se vuoi fermare un Worgen dall'infiltrarsi basta urlare: "No! Cane cattivo!",Minion,EX1_010,,,,,
,,Classic,Infusione,,+3 Salute.,,,,,,,Enchantment,EX1_623e,Priest,,,,
,,Classic,Insegnamenti Antichi,,Pesca 2 carte.,,,,,,,Spell,NEW1_008a,Druid,,,,
,,Classic,Insegnamenti del Kirin Tor,,<b>+1 Danni Magici</b>.,,,,,,,Enchantment,EX1_584e,,,,,
,True,Classic,Insegnante Violacea,,Quando lanci una Magia evoca un Apprendista Violaceo 1/1.,James Ryman,Rare,3,4,5,Se non ascolti attentamente la lezione potresti essere trasformato in un maiale e tutti ti prenderebbero in giro.,Minion,NEW1_026,,,,,
,,Classic,Intrappolato,,<b>Congelato</b> nuovamente all'inizio del turno successivo.,,,,,,,Enchantment,EX1_611e,Hunter,,,,
,True,Classic,Ira Bestiale,Neutral,<b>Immune</b> e +2 Attacco a una tua Bestia per questo turno.,Alex Horley Orlandelli,Epic,,1,,La rabbia ribolle sotto la superficie e sotto di essa c'è l'abbandono selvaggio. Poco più sotto un leggero fastidio.,Spell,EX1_549,Hunter,,,,
OneTurnEffect,,Classic,Ira Bestiale,,+2 Attacco e <b>Immune</b> per questo turno.,,,,,,,Enchantment,EX1_549o,Hunter,,,,
,True,Classic,Ira Sacra,Neutral,Pesca una carta e infligge danni pari al suo costo.,Justin Sweet,Rare,,5,,Speriamo nel Gigante di Magma!,Spell,EX1_365,Paladin,,,,
,True,Classic,Ira Silvana,Neutral,<b>Scegli:</b> infligge $3 danni a un servitore <b>o</b> infligge $1 |4(dannodanni) a un servitore e pesca una carta.,Raymond Swanland,Common,,2,,Nella taverna di Porto Paranco si mormora che questa carta sia così buona che dovrebbe essere leggendaria.,Spell,EX1_154,Druid,,,,
,,Classic,Ira Silvana,Neutral,Infligge $1 |4(dannodanni) a un servitore. Pesca una carta.,,,,,,,Spell,EX1_154b,Druid,,,,
,,Classic,Ira Silvana,Neutral,Infligge $3 danni a un servitore.,,,,,,,Spell,EX1_154a,Druid,,,,
ImmuneToSpellpower,True,Classic,Ira Vendicatrice,Neutral,Infligge $8 danni suddivisi casualmente tra tutti i nemici.,Alex Garner,Epic,,6,,Bam! Bam! Bam! Bam! Bam! Bam! Bam! Bam!,Spell,EX1_384,Paladin,,,,
OneTurnEffect,,Classic,Ispirato,,+2 Attacco per questo turno.,,,,,,,Enchantment,CS2_188o,,,,,
Battlecry,True,Classic,Kodo Impetuoso,,<b>Grido di Battaglia:</b> distrugge un servitore nemico casuale con Attacco pari a 2 o inferiore.,Daren Bader,Rare,3,5,5,Kodo schiaccia kodo.,Minion,NEW1_041,,,Beast,,
Deathrattle,True,Classic,La Bestia,Neutral,<b>Rantolo di Morte:</b> evoca Finkle Cascorotto 3/3 sotto il controllo dell'avversario.,Glenn Rane,Legendary,9,6,7,Vive nel Massiccio Roccianera mangia gli Gnomi... cos'altro?,Minion,EX1_577,,True,Beast,,
Battlecry|Combo,True,Classic,Lama della Perdizione,Neutral,<b>Grido di Battaglia:</b> infligge 1 danno. <b>Combo:</b> infligge 2 danni.,Daren Bader,Rare,2,3,,La Lama della Perdizione è l'arma di scorta di Ragnaros. Solitamente la usa quando Sulfuras è in manutenzione.,Weapon,EX1_133,Rogue,,,,2
,,Classic,Lama Usurata,,Attacco ridotto.,,,,,,,Enchantment,EX1_411e2,Warrior,,,,
Freeze,True,Classic,Lancia di Ghiaccio,Neutral,<b>Congela</b> un personaggio. Se è già <b>Congelato</b> infligge $4 danni.,Alex Horley Orlandelli,Common,,1,,Il segreto è non rompere la lancia altrimenti avresti "Frammenti di Ghiaccio" che infligge molti meno danni.,Spell,CS2_031,Mage,,,,
,True,Classic,Lanciatore di Coltelli,,Dopo che viene evocato un servitore sotto il tuo controllo infligge 1 danno a un nemico casuale.,Matt Cavotta,Rare,3,2,2,I Lanciatori di Coltelli ambiziosi a volte vengono promossi a Lanciatori di Bombe. Purtroppo non sopravvivono mai abbastanza a lungo da dedicargli una carta.,Minion,NEW1_019,,,,,
Battlecry|Charge,True,Classic,Leeroy Jenkins,Alliance,<b>Carica</b>. <b>Grido di Battaglia:</b> evoca due Draghetti 1/1 sotto il controllo dell'avversario.,Gabe from Penny Arcade,Legendary,6,5,2,Almeno ha una Gallina Arrabbiata.,Minion,EX1_116,,True,,,
,,Classic,Lezione di Shan'do,Neutral,Evoca due Treant 2/2 con <b>Provocazione</b>.,,,,,,,Spell,EX1_573b,Druid,,,,
,True,Classic,Lupi Spirituali,Neutral,Evoca due Lupi Spirituali 2/3 con <b>Provocazione</b>. <b>Sovraccarico:</b> (2),Clint Langley,Rare,,3,,I Lupi Spirituali sono come i lupi normali... solo più luccicanti.,Spell,EX1_248,Shaman,,,,
Taunt,,Classic,Lupo Spirituale,Neutral,<b>Provocazione</b>,,Rare,2,2,3,,Minion,EX1_tk11,Shaman,,,,
,True,Classic,Maestra del Culto,Neutral,Quando uno degli altri tuoi servitori muore pesca una carta.,Raymond Swanland,Common,4,4,2,Sarà anche la Maestra del Culto ma chiama ancora i suoi genitori una volta alla settimana.,Minion,EX1_595,,,,,
Battlecry,True,Classic,Maestra di Inganni,,<b>Grido di Battaglia:</b> fornisce <b>Furtività</b> a un altro tuo servitore.,Ron Spencer,Rare,4,4,4,In realtà è un Tauren maschio...,Minion,NEW1_014,Rogue,,,,
Battlecry,True,Classic,Maestro di Spade Ferito,Horde,<b>Grido di Battaglia:</b> infligge 4 danni a SE STESSO.,Samwise,Rare,4,3,7,Lui sostiene che si tratti di una vecchia ferita di guerra ma noi pensiamo si sia solo tagliato radendosi.,Minion,CS2_181,,,,,
Battlecry,True,Classic,Maga del Kirin Tor,Neutral,<b>Grido di Battaglia:</b> il prossimo <b>Segreto</b> che giochi in questo turno costa (0) Mana.,Popo Wei,Rare,4,3,3,Il Kirin Tor ha sede nella città sospesa di Dalaran. Come si fa a sospendere Dalaran? Con una bella nota sul registro!,Minion,EX1_612,Mage,,,,
Battlecry,True,Classic,Mago Anziano,Neutral,<b>Grido di Battaglia:</b> fornisce <b>+1 Danni Magici</b> ai servitori adiacenti.,Howard Lyon,Rare,2,4,5,Qualche volta può capitargli di vagare senza meta dimenticandosi a quale gioco appartiene.,Minion,EX1_584,,,,,
Spellpower,True,Classic,Malygos,Neutral,<b>+5 Danni Magici</b>,Michael Komarck,Legendary,4,9,12,Malygos va fuori di testa quando i mortali usano la magia.,Minion,EX1_563,,True,Dragon,,
,True,Classic,Manadipendente,Alliance,Ottiene +2 Attacco per quel turno quando lanci una Magia.,Hideaki Takamura,Rare,1,2,3,Sta cercando di smettere ma fa ancora uso di Mana quando la giornata è stata particolarmente pesante.,Minion,EX1_055,,,,,
,True,Classic,Mano Celestiale,Neutral,Rigenera #8 Salute. Pesca 3 carte.,Raymond Swanland,Epic,,8,,Salva la vita quasi quanto Scudo Divino e Pietra del Ritorno.,Spell,EX1_354,Paladin,,,,
,,Classic,Mano di Argus,,+1/+1 e <b>Provocazione</b>.,,,,,,,Enchantment,EX1_093e,,,,,
,,Classic,Marchio della Natura,,+4 Attacco.,,,,,,,Enchantment,EX1_155ae,Druid,,,,
,,Classic,Marchio della Natura,Neutral,+4 Salute e <b>Provocazione</b>.,,,,,,,Spell,EX1_155b,Druid,,,,
,,Classic,Marchio della Natura,Neutral,+4 Attacco.,,,,,,,Spell,EX1_155a,Druid,,,,
,True,Classic,Marchio della Natura,Neutral,<b>Scegli:</b> +4 Attacco a un servitore <b>o</b> +4 Salute e <b>Provocazione</b> a un servitore.,Clint Langley,Common,,3,,I Druidi lo chiamano "Marchio della Natura". Tutti gli altri invece "Bisogno di farsi una doccia".,Spell,EX1_155,Druid,,,,
,,Classic,Marchio della Natura,,+4 Salute e <b>Provocazione</b>.,,,,,,,Enchantment,EX1_155be,Druid,,,,
Windfury,True,Classic,Martelfato,Neutral,<b>Furia del Vento</b>. <b>Sovraccarico:</b> (2),John Polidora,Epic,2,5,,Orgrim Martelfato diede quest'arma leggendaria a Thrall. Il suo nome è solamente una piccola coincidenza.,Weapon,EX1_567,Shaman,,,,8
Battlecry,True,Classic,Mastro Birraio,Alliance,<b>Grido di Battaglia:</b> fa tornare un altro tuo servitore nella tua mano.,Bernie Kang,Common,5,4,4,La maggior parte dei Pandaren ti dirà che la sua birra sa di Yak. Ma da come lo dicono sembrerebbe quasi un complimento.,Minion,EX1_057,,,,,
Battlecry,True,Classic,Meccanista Granfavilla,Alliance,<b>Grido di Battaglia:</b> trasforma un altro servitore casuale in un Gigantosauro 5/5 o in uno Scoiattolo 1/1.,Tom Baxa,Legendary,3,3,3,Il Mastro Meccanista Granfavilla ha quasi perso la sua licenza da Meccanista dopo la Grande Fuga di Scoiattoli di Forgiardente del 2009.,Minion,EX1_083,,True,,,
Aura,True,Classic,Mercenario Goblin,Horde,I tuoi servitori costano (3) Mana in più.,John Polidora,Common,7,5,6,Se un lavoro è rischioso lo stipendio non è mai abbastanza alto.,Minion,CS2_227,,,,,
AdjacentBuff|Aura,True,Classic,Metalupo Alfa,Neutral,I servitori adiacenti hanno +1 Attacco.,John Dickenson,Common,2,2,2,Siamo entusiasti di annunciare l'arrivo del Metalupo Beta. Copia e incolla questo testo per avere l'occasione di vincere una chiave d'accesso!,Minion,EX1_162,,,Beast,,
Battlecry,True,Classic,Millhouse Manalampo,,<b>Grido di Battaglia:</b> nel turno successivo le Magie del nemico costano (0) Mana.,Jim Nelson,Legendary,4,2,4,"Accenderò il tuo fuoco dolcezza!",Minion,NEW1_029,,True,,,
OneTurnEffect,,Classic,Morso,,+4 Attacco per questo turno.,,,,,,,Enchantment,EX1_570e,,,,,
,True,Classic,Morso,Neutral,+4 Attacco al tuo eroe per questo turno e 4 Armatura.,Tom Baxa,Rare,,4,,Mastica il cibo!,Spell,EX1_570,Druid,,,,
,,Classic,Mrgglaargl!,,+2/+1 dal Condottiero Murloc.,,,,,,,Enchantment,EX1_507e,,,,,
,,Classic,Mrghlglhal,,+2 Salute.,,,,,,,Enchantment,EX1_103e,,,,,
,True,Classic,Murloc Invocamaree,Neutral,Ottiene +1 Attacco quando un Murloc viene evocato.,Jaemin Kim,Rare,1,1,2,Questo tizio diventa incredibilmente forte durante le riunioni di famiglia.,Minion,EX1_509,,,Murloc,,
Battlecry,True,Classic,Nano Ferroscuro,Alliance,<b>Grido di Battaglia:</b> +2 Attacco a un altro servitore per questo turno.,Scott Hampton,Common,4,4,4,Guardiani del Minerale di Ferroscuro. Probabilmente il minerale più odioso considerando dove devi fonderlo.,Minion,EX1_046,,,,,
,True,Classic,Nat Pagle,Neutral,All'inizio del tuo turno hai una probabilità del 50% di pescare una carta aggiuntiva.,Steve Prescott,Legendary,0,2,4,Nat Pagle il pescatore migliore di Azeroth! Ha inventato il Lancialenza Automatico 3000 l'Estendi-Canna 3000 e la Turbo-Esca 2099 (ancora in fase di test).,Minion,EX1_557,,True,,,
,True,Classic,Naturalizzazione,Neutral,Distrugge un servitore. L'avversario pesca 2 carte.,Leo Che,Common,,1,,Un altro nemico morde la polvere...,Spell,EX1_161,Druid,,,,
Secret,True,Classic,Nobile Sacrificio,Neutral,<b>Segreto:</b> quando un nemico attacca evoca un Difensore 2/1 come bersaglio.,Zoltan & Gabor,Common,,1,,Quante carte con Provocazione si sono sacrificate per te oggi?,Spell,EX1_130,Paladin,,,,
Aura,True,Classic,Novizia Occultista,Neutral,Le tue Magie costano (1) Mana in meno.,Alex Horley Orlandelli,Common,3,2,2,È divertente dare ordini ai novizi: "Evocami una Ciambella di Mana! E un caffè! Anzi voglio un Caffè al Mana!",Minion,EX1_608,Mage,,,,
,True,Classic,Nozdormu,Neutral,I giocatori hanno solo 15 secondi per completare il proprio turno.,James Ryman,Legendary,8,9,8,Il tempo vola.,Minion,EX1_560,,True,Dragon,,
,,Classic,Nuovo Livello!,,Attacco e Salute aumentati.,,,,,,,Enchantment,EX1_044e,,,,,
,,Classic,Nutrizione,Neutral,Pesca 3 carte.,,,,,,,Spell,EX1_164b,Druid,,,,
,,Classic,Nutrizione,Neutral,Fornisce 2 Cristalli di Mana.,,,,,,,Spell,EX1_164a,Druid,,,,
