HEALTH,SET,TYPE,ID,NAME,MECHANICS,COLLECTIBLE,ARTIST,ELITE,TEXT,RARITY,ATTACK,COST,HOWTOGETGOLD,FLAVOR,HOWTOGET,PLAYERCLASS,DURABILITY,RACE
4,Curse of Naxxramas,Minion,NAX8_04t,Widmowy wojownik,,,,,Na początku twojej tury zadaj 1 pkt. obrażeń twojemu bohaterowi.,,0,3,,,,,,
30,Curse of Naxxramas,Hero,NAX2_01,Wielka Wdowa Ferlina,,,,,,,,,,,,,,
45,Curse of Naxxramas,Hero,NAX2_01H,Wielka Wdowa Ferlina,,,,,,,,,,,,,,
4,Curse of Naxxramas,Minion,FP1_017,Władca nerubarów,Aura,True,Alex Horley Orlandelli,,Stronnicy z <b>Okrzykiem bojowym</b> kosztują (2) więcej.,Common,1,2,Można wykonać po pokonaniu Wielkiej Wdowy Ferliny w Rewirze Arachnidów.,Nerubarowie to nieumarli nerubianie którzy zostali siłą wcieleni do armii Króla Licza.,Aby odblokować pokonaj Wielką Wdowę Ferlinę w Rewirze Arachnidów.,,,
10,Curse of Naxxramas,Minion,NAX14_03,Zamrożony czempion,Aura,,,,Wiecznie zamrożony. Sąsiedni stronnicy posiadają Niewrażliwość na „Mrożące zionięcie”.,,2,5,,,,,,
,Curse of Naxxramas,Spell,NAX4_05,Zaraza,,,,,Zniszcz wszystkich stronników nie będących szkieletami.,,,6,,,,,,
1,Curse of Naxxramas,Minion,NAX6_03t,Zarodnik,Deathrattle,,,,<b>Agonia:</b> Daj wszystkim wrogim stronnikom +8 do ataku.,,0,0,,,,,,
,Curse of Naxxramas,Spell,FP1_019,Zatrute nasiona,,True,Brian Despain,,Zniszcz wszystkich stronników i przyzwij na ich miejsce Drzewce 2/2.,Common,,4,Można wykonać po ukończeniu wyzwania klasowego dla druida w Naxxramas.,Druidzkie bułeczki z nasionami sprzedawały się świetnie nawet gdy w pobliżu sklepików zaczęły powstawać tartaki goblińskiej spółki Gitgeszeft.,Aby odblokować ukończ wyzwanie klasowe dla druida w Naxxramas.,Druid,,
5,Curse of Naxxramas,Minion,FP1_016,Zawodząca dusza,Battlecry,True,Glenn Rane,,<b>Okrzyk bojowy: Wycisz</b> swoich pozostałych stronników.,Rare,3,4,Można wykonać po pokonaniu Thadiusa w Rewirze Konstruktów.,Ta dusza poczuła tak wielki zawód że jej zawodem stało się zawodzenie.,Aby odblokować pokonaj Thadiusa w Rewirze Konstruktów.,,,
,Curse of Naxxramas,Hero Power,NAX13_02,Zmiana biegunów,,,,,<b>Moc specjalna</b>
Zamień atak i zdrowie wszystkich stronników.,,,0,,,,,,
,Curse of Naxxramas,Enchantment,NAX13_02e,Zmiana biegunów,,,,,Zamieniony atak i zdrowie.,,,,,,,,,
,Curse of Naxxramas,Spell,NAX9_07,Znak Jeźdźców,,,,,Daj twoim stronnikom oraz twojej broni +1/+1.,,,5,,,,,,
,Curse of Naxxramas,Enchantment,NAX9_07e,Znak Jeźdźców,,,,,+1/+1.,,,,,,,,,
,Curse of Naxxramas,Hero Power,NAX8_02H,Żniwa,,,,,<b>Moc specjalna</b>
Dobierz kartę. Otrzymujesz kryształ many.,,,1,,,,,,
,Curse of Naxxramas,Hero Power,NAX8_02,Żniwa,,,,,<b>Moc specjalna</b>
Dobierz kartę.,,,2,,,,,,
3,Curse of Naxxramas,Minion,FP1_001,Zombiak,Deathrattle,True,E. M. Gist,,<b>Agonia:</b> Przywróć 5 pkt. zdrowia wrogiemu bohaterowi.,Common,2,1,Można wykonać po pokonaniu Gluta w Rewirze Konstruktów.,Glut uwielbia wrzucić sobie zombiaka na ząb. Najbardziej lubi żuć zombie z człowieka gumy.,Aby odblokować pokonaj Gluta w Rewirze Konstruktów.,,,
