COLLECTIBLE,SET,NAME,FACTION,RARITY,HEALTH,TYPE,ID,PLAYERCLASS,MECHANICS,TEXT,ARTIST,ATTACK,COST,HOWTOGETGOLD,FLAVOR,HOWTOGET,DURABILITY,RACE,INPLAYTEXT
True,Basic,Rozkaz zabicia,Neutral,Common,,Spell,EX1_539,Hunter,,Zadaj $3 pkt. obrażeń. Jeśli kontrolujesz Bestię zamiast tego zadaj $5 pkt. obrażeń.,Gabe from Penny Arcade,,3,Odblokowane na poziomie 49.,„Zabij!” rozkazał.,Odblokowane na poziomie 10.,,,
True,Basic,Rozpłatanie,Neutral,Common,,Spell,CS2_114,Warrior,,Zadaj $2 pkt. obrażeń dwóm losowym wrogim stronnikom.,Phroilan Gardner,,2,Odblokowane na poziomie 40.,Hej wy tam! Możecie na chwilę stanąć obok siebie?,Odblokowane na poziomie 2.,,,
True,Basic,Rycerz z Wichrogrodu,Alliance,Common,5,Minion,CS2_131,,Charge,<b>Szarża</b>,Ladronn,2,4,Odblokowane na 55 poziomie paladyna.,Wciąż im wstyd z powodu „Incydentu ze Śmiercioskrzydłym”.,,,,
True,Basic,Ryzykancka rakieterka,Horde,Free,2,Minion,CS2_213,,Charge,<b>Szarża</b>,John Polidora,5,6,Odblokowane na 59 poziomie szamana.,Jedna szalona rakieterka plus jedna wybuchowa rakieta równa się masa zabawy.,,,,
True,Basic,Rzeczny krokoliszek,,Free,3,Minion,CS2_120,,,,Daren Bader,2,2,Odblokowane na 55 poziomie druida.,Edward Nowak próbował kiedyś zrobić buty ze skóry krokoliszka. Ma teraz przydomek „Jednoręki”.,,,Beast,
True,Basic,Siepacz z Mroźnych Wilków,Neutral,Common,2,Minion,CS2_121,,Taunt,<b>Prowokacja</b>,Richie Marella,2,2,Odblokowane na 57 poziomie szamana.,Siepanie to u niego rodzinna tradycja.,,,,
,Basic,Skalnoszpony totem,Neutral,Free,2,Minion,CS2_051,Shaman,Taunt,<b>Prowokacja</b>,,0,1,,,,,Totem,
True,Basic,Skrytobójstwo,Neutral,Free,,Spell,CS2_076,Rogue,,Zniszcz wrogiego stronnika.,Glenn Rane,,5,Odblokowane na poziomie 47.,Jeśli nie chcesz paść ofiarą skrytobójców przenieś się na Pustkowia i zmień imię. Powodzenia!,Odblokowane na poziomie 1.,,,
True,Basic,Słowo cienia: Ból,,Free,,Spell,CS2_234,Priest,,Zniszcz stronnika z atakiem 3 lub mniejszym.,Raymond Swanland,,2,Odblokowane na poziomie 36.,Ulepszona wersja zaklęcia rzucanego przez wielu początkujących akolitów: „Słowo cienia: Irytacja”.,Odblokowane na poziomie 1.,,,
True,Basic,Słowo cienia: Śmierć,,Common,,Spell,EX1_622,Priest,,Zniszcz stronnika z atakiem 5 lub większym.,Raymond Swanland,,3,Odblokowane na poziomie 43.,Jeśli spudłujesz na celu zostanie blizna w kształcie błyskawicy.,Odblokowane na poziomie 8.,,,
,Basic,Słowo mocy: Tarcza,,,,Enchantment,CS2_004e,Priest,,+2 do zdrowia.,,,,,,,,,
True,Basic,Słowo mocy: Tarcza,Neutral,Free,,Spell,CS2_004,Priest,,Daj stronnikowi +2 do zdrowia.Dobierz kartę.,Jessica Jung,,1,Odblokowane na poziomie 47.,Jasne że dodatkowa ochrona to fajna sprawa ale tarcza naprawdę ogranicza pole widzenia.,Odblokowane na poziomie 1.,,,
True,Basic,Śmiertelny wir,Neutral,Common,,Spell,EX1_302,Warlock,,Zadaj $1 pkt. obrażeń stronnikowi. Jeśli go zabijesz dobierz kartę.,Matt Gaser,,1,Odblokowane na poziomie 43.,Jeśli twoje zaklęcia wyglądają jak przerażające czaszki to chyba zasługujesz na jeszcze parę kart.,Odblokowane na poziomie 4.,,,
True,Basic,Splugawienie,Neutral,Common,,Spell,CS2_063,Warlock,,Wybierz wrogiego stronnika i zniszcz go na początku twojej tury.,Wayne Reynolds,,1,Odblokowane na poziomie 32.,Zwykle zaczyna się niewinnie a zanim się zorientujesz wszystko wokół splugawione!,Odblokowane na poziomie 2.,,,
,Basic,Splugawienie,,,,Enchantment,CS2_063e,Warlock,,Ten stronnik zostanie zniszczony na początku tury plugawiącego gracza.,,,,,,,,,
True,Basic,Sprint,Neutral,Common,,Spell,CS2_077,Rogue,,Dobierz 4 karty.,James Zhang,,7,Odblokowane na poziomie 49.,Łotrzy nie są dobrymi długodystansowcami.,Odblokowane na poziomie 10.,,,
True,Basic,Srebrytowy Czempion,Neutral,Common,,Weapon,CS2_097,Paladin,,Za każdym razem gdy twój bohater atakuje przywróć mu 2 pkt. zdrowia.,Ryan Sook,4,4,Odblokowane na poziomie 40.,Doświadczeni paladyni nazywają ten miecz „srebrytową deską ratunku”.,Odblokowane na poziomie 2.,2,,
True,Basic,Strażnik królów,Neutral,Common,6,Minion,CS2_088,Paladin,Battlecry,<b>Okrzyk bojowy:</b> Przywróć 6 pkt. zdrowia twojemu bohaterowi.,E.M. Gist,5,7,Odblokowane na poziomie 47.,Warto go mieć przy sobie na wypadek ataku zabójcy królów!,Odblokowane na poziomie 8.,,,
True,Basic,Strzelec z Żelaznej Kuźni,Alliance,Common,2,Minion,CS2_141,,Battlecry,<b>Okrzyk bojowy:</b> Zadaj 1 pkt. obrażeń.,Tooth,2,3,Odblokowane na 55 poziomie maga.,„Cel! Pal! Pij!”,,,,
True,Basic,Sukkub,Neutral,Free,3,Minion,EX1_306,Warlock,Battlecry,<b>Okrzyk bojowy:</b> Odrzuć losową kartę.,Matt Dixon,4,2,Odblokowane na poziomie 40.,Czarnoksiężnicy to dopiero mają życie!,Odblokowane na poziomie 1.,,Demon,
True,Basic,Święta Światłość,Neutral,Free,,Spell,CS2_089,Paladin,,Przywróć #6 pkt. zdrowia.,Zoltan & Gabor,,2,Odblokowane na poziomie 15.,Jeśli często znajdujesz się pod wpływem świętej światłości zainwestuj w krem z filtrem.,Odblokowane na poziomie 1.,,,
True,Basic,Święty cios,Neutral,Free,,Spell,CS1_130,Priest,,Zadaj $2 pkt. obrażeń.,Steve Ellis,,1,Odblokowane na poziomie 23.,Nie ma znaczenia czy jesteś pobożny. Każdy od czasu do czasu musi sobie coś walnąć!,Odblokowane na poziomie 1.,,,
,Basic,Szarża,,,,Enchantment,DS1_178e,Hunter,,Tundrowy nosorożec daje <b>Szarżę</b>.,,,,,,,,,
,Basic,Szarża,,,,Enchantment,EX1_084e,Warrior,,Ten stronnik otrzymuje <b>Szarżę</b>.,,,,,,,,,
,Basic,Szarża,,,,Enchantment,CS2_103e2,Warrior,,+2 do ataku oraz <b>Szarża</b>.,,,,,,,,,
True,Basic,Szarża,Neutral,Free,,Spell,CS2_103,Warrior,,Daj przyjaznemu stronnikowi +2 do ataku i <b>Szarżę</b>.,Alex Horley Orlandelli,,3,Odblokowane na poziomie 23.,Szarżować każdy może jeden lepiej inny trochę gorzej.,Odblokowane na poziomie 1.,,,
,Basic,Szczęśliwa moneta,,,,Enchantment,GAME_001,,,Dzięki temu że jesteś drugim graczem otrzymujesz zwiększone zdrowie.,,,,,,,,,
,Basic,Szkielet,Neutral,Common,1,Minion,skele11,,,<b></b>,,1,1,,,,,,
,Basic,Sztandar Mroźnych Wilków,,,,Enchantment,CS2_226e,,,Zwiększone statystyki.,,,,,,,,,
True,Basic,Tajemna eksplozja,Neutral,Free,,Spell,CS2_025,Mage,,Zadaj $1 pkt. obrażeń wszystkim wrogim stronnikom.,Howard Lyon,,2,Odblokowane na poziomie 28.,To zaklęcie jest znacznie lepsze niż tajemna implozja.,Odblokowane na poziomie 1.,,,
True,Basic,Tajemne pociski,Neutral,Free,,Spell,EX1_277,Mage,ImmuneToSpellpower,Zadaj $3 pkt. obrażeń losowo rozdzielone pomiędzy wrogimi postaciami.,Warren Mahy,,1,Odblokowane na poziomie 32.,Są na tyle tajemnicze że magowie wciąż nie do końca wiedzą jak nimi celować.,Odblokowane na poziomie 1.,,,
True,Basic,Tajemny intelekt,Neutral,Free,,Spell,CS2_023,Mage,,Dobierz 2 karty.,Dave Berggren,,3,Odblokowane na poziomie 15.,Ulubione zaklęcie studentów Uniwersytetu Dalaranu. Zwłaszcza przed sesją egzaminacyjną.,Odblokowane na poziomie 1.,,,
True,Basic,Tajemny strzał,Neutral,Free,,Spell,DS1_185,Hunter,,Zadaj 2 pkt. obrażeń.,Luca Zontini,,1,Odblokowane na poziomie 32.,Magowie wytwarzali tajemne pociski i sprzedawali je łowcom do czasu aż ci nauczyli się robić je sami. Doprowadziło to do bezrobocia które wywołało pomniejszy kryzys w Wichrogrodzie.,Odblokowane na poziomie 1.,,,
True,Basic,Tarczowy z Sen&sbquo;jinu,Horde,Free,5,Minion,CS2_179,,Taunt,<b>Prowokacja</b>,Brian Despain,3,4,Odblokowane na 59 poziomie łotra.,Wioska Sen&sbquo;jin jest bardzo sympatyczna. O ile lubisz kurz i trolle.,,,,
True,Basic,Thrall,Neutral,Free,30,Hero,HERO_02,Shaman,,,,,,,,,,,
True,Basic,Totem ognistego języka,Neutral,Common,3,Minion,EX1_565,Shaman,AdjacentBuff|Aura,Sąsiedni stronnicy otrzymują +2 do ataku.,Jonathan Ryder,0,2,Odblokowane na poziomie 43.,Podobno do tworzenia tych totemów używa się „wody ognistej”.,Odblokowane na poziomie 4.,,Totem,
True,Basic,Treser ogarów,Neutral,Free,3,Minion,DS1_070,Hunter,Battlecry,<b>Okrzyk bojowy:</b> Daj przyjaznej Bestii +2/+2 oraz <b>Prowokację</b>.,Dan Brereton,4,4,Odblokowane na poziomie 28.,„Kto spuścił psy?” zapytał. To retoryczne pytanie.,Odblokowane na poziomie 1.,,,
,Basic,Tresura,,,,Enchantment,DS1_070o,Hunter,,+2/+2 oraz <b>Prowokacja</b>.,,,,,,,,,
True,Basic,Tropienie,Neutral,Free,,Spell,DS1_184,Hunter,,Spójrz na trzy górne karty z twojej talii. Jedną dobierz na rękę a dwie pozostałe odrzuć.,Mauro Cascioli,,1,Odblokowane na poziomie 15.,W sam raz dla osoby która nie może zdecydować się jakie karty wsadzić do talii!,Odblokowane na poziomie 1.,,,
True,Basic,Tundrowy nosorożec,Neutral,Common,5,Minion,DS1_178,Hunter,,Twoje Bestie otrzymują <b>Szarżę</b>.,Lars Grant-West,2,5,Odblokowane na poziomie 43.,Nosorożce często mylone są z bestiami kodo. Albo na odwrót.,Odblokowane na poziomie 8.,,Beast,
True,Basic,Uderzenie umysłu,Neutral,Free,,Spell,DS1_233,Priest,,Zadaj $5 pkt. obrażeń wrogiemu bohaterowi.,Dave Allsop,,2,Odblokowane na poziomie 15.,To zaklęcie wali mocno po głowie.,Odblokowane na poziomie 1.,,,
True,Basic,Uther Światłodzierżca,Neutral,Free,30,Hero,HERO_04,Paladin,,,,,,,,,,,
True,Basic,Uzdrawiaczka Mrocznołuskich,Neutral,Common,5,Minion,DS1_055,,Battlecry,<b>Okrzyk bojowy:</b> Przywróć 2 pkt. zdrowia wszystkim przyjaznym postaciom.,Jesper Ejsing,4,5,Odblokowane na 55 poziomie kapłana.,Uzdrawianiem zajmuje się w wolnym czasie. To w zasadzie hobby takie.,,,,
True,Basic,Uzdrawiający dotyk,Neutral,Free,,Spell,CS2_007,Druid,,Przywróć #8 pkt. zdrowia.,Cyril Van Der Haegen,,3,Odblokowane na poziomie 15.,Dobry dotyk koi natychmiast.,Odblokowane na poziomie 1.,,,
,Basic,Uzdrawiający totem,,Free,2,Minion,NEW1_009,Shaman,,Na koniec twojej tury przywróć 1 pkt. zdrowia wszystkim przyjaznym stronnikom.,,0,1,,,,,Totem,
True,Basic,Valeera Sangwinar,Neutral,Free,30,Hero,HERO_03,Rogue,,,,,,,,,,,
True,Basic,Wachlarz ostrzy,Neutral,Common,,Spell,EX1_129,Rogue,,Zadaj $1 pkt. obrażeń wszystkim wrogim stronnikom. Dobierz kartę.,Andrew Robinson,,3,Odblokowane na poziomie 29.,Nie powiem że kocham noże ale czasem lubię sobie nimi powachlować.,Odblokowane na poziomie 4.,,,
True,Basic,Wędrowiec Pustki,Neutral,Free,3,Minion,CS2_065,Warlock,Taunt,<b>Prowokacja</b>,Alex Horley Orlandelli,1,1,Odblokowane na poziomie 36.,Podobno w innym świecie jego odpowiednikiem jest „Wędrowiec z Ustki”.,Odblokowane na poziomie 1.,,Demon,
,Basic,Wezwanie Totemu,Neutral,Free,,Hero Power,CS2_049,Shaman,,<b>Moc specjalna</b>Przyzwij losowy Totem.,,,2,,,,,,
True,Basic,Wielostrzał,Neutral,Free,,Spell,DS1_183,Hunter,,Zadaj $3 pkt. obrażeń dwóm losowym wrogim stronnikom.,Benjamin Zhang,,4,Odblokowane na poziomie 36.,Wicie rozumicie wszystko rozbija się o <i>przebicie</i>.,Odblokowane na poziomie 1.,,,
True,Basic,Wilczy jeździec,Horde,Free,1,Minion,CS2_124,,Charge,<b>Szarża</b>,Dany Orizio,3,3,Odblokowane na 59 poziomie wojownika.,Orkowie jeżdżą na wilkach ponieważ są dobrze przystosowane do trudnego środowiska. No i mają mięciutkie futerko.,,,,
True,Basic,Wizja umysłu,Neutral,Common,,Spell,CS2_003,Priest,,Umieść w twojej ręce kopię losowej karty z ręki przeciwnika.,Michael Komarck,,1,Odblokowane na poziomie 32.,Co ja pacze!,Odblokowane na poziomie 4.,,,
True,Basic,Władca Areny,Alliance,Common,5,Minion,CS2_162,,Taunt,<b>Prowokacja</b>,E.M. Gist,6,6,Odblokowane na 59 poziomie kapłana.,Kiedyś wygrał na Arenie dwanaście pojedynków z rzędu. Choć minęło wiele lat wciąż nie może przestać o tym gadać.,,,,
True,Basic,Wódz Mroźnych Wilków,Horde,Common,4,Minion,CS2_226,,Battlecry,<b>Okrzyk bojowy:</b> Otrzymuje +1/+1 za każdego innego przyjaznego stronnika na polu bitwy.,James Ryman,4,5,Odblokowane na 53 poziomie szamana.,Mroźne Wilki wciąż walczą z ekspedycją Gromdardy o kontrolę nad doliną Alterac. Każda próba negocjacji pokojowych kończyła się na tym że kapitan Galvangar pożerał mediatora.,,,,
True,Basic,Wódz Srebrnogrzbietych,Horde,Common,4,Minion,CS2_127,,Taunt,<b>Prowokacja</b>,Daren Bader,1,3,Odblokowane na 53 poziomie wojownika.,„Znam i polecam!” - Król Mukla,,,Beast,
True,Basic,Wojenny golem,Neutral,Common,7,Minion,CS2_186,,,,Dave Kendall,7,7,Odblokowane na 51 poziomie łotra.,Golemy nie czują strachu ale z jakiegoś powodu uciekają gdy rzucić na nie zaklęcie „Strach”. Może to instynkt? A może chęć wtopienia się w otoczenie?,,,,
True,Basic,Wojownik Błękitnoskrzelich,Neutral,Common,1,Minion,CS2_173,,Charge,<b>Szarża</b>,Jakub Kasper,2,2,Odblokowane na 53 poziomie paladyna.,On tylko chce buziaka. Mokrego... lepkiego buziaka.,,,Murloc,
,Basic,Wściekły skowyt,,,,Enchantment,DS1_175o,Hunter,,Ta Bestia ma +1 do ataku dzięki Leśnemu wilkowi.,,,,,,,,,
,Basic,Wsparcie,Neutral,Free,,Hero Power,CS2_101,Paladin,,<b>Moc specjalna</b>Przyzwij Rekruta Srebrnej Dłoni 1/1.,,,2,,,,,,
True,Basic,Wulkaniczny furiat,,Free,1,Minion,CS2_118,,,,Matt Gaser,5,3,Odblokowane na 51 poziomie szamana.,Łudzi się że jest potężny ale tak naprawdę każdy może wyskoczyć z nim teraz na solo.,,,,
True,Basic,Wygłodniały sęp,,Common,2,Minion,CS2_237,Hunter,,Dobierz kartę za każdym razem gdy przyzywasz Bestię.,Bernie Kang,3,5,Odblokowane na poziomie 47.,Jeśli go nakarmisz straci rację bytu.,Odblokowane na poziomie 4.,,Beast,
True,Basic,Wyrocznia Burych Łusek,Neutral,Common,1,Minion,EX1_508,,Aura,WSZYSTKIE pozostałe Murloki otrzymują +1 do ataku.,Phil Saunders,1,1,Odblokowane na 53 poziomie czarnoksiężnika.,To te cwańsze murloki. Co wcale wiele nie znaczy.,,,Murloc,
True,Basic,Wyssanie życia,Neutral,Free,,Spell,CS2_061,Warlock,,Zadaj $2 pkt. obrażeń. Przywróć #2 pkt. zdrowia twojemu bohaterowi.,Alex Horley Orlandelli,,3,Odblokowane na poziomie 45.,„Właśnie wyssałem ci rok życia”.,Odblokowane na poziomie 1.,,,
,Basic,Wzmocnienie,,,,Enchantment,CS2_122e,,,Dowódca rajdu daje temu stronnikowi +1 do ataku.,,,,,,,,,
,Basic,Wzmocnienie totemów,,,,Enchantment,EX1_244e,Shaman,,+2 do zdrowia.,,,,,,,,,
True,Basic,Wzmocnienie totemów,Neutral,Common,,Spell,EX1_244,Shaman,,Daj swoim Totemom +2 do zdrowia.,Trent Kaniuga,,0,Odblokowane na poziomie 28.,Chroni totem przed łomotem.,Odblokowane na poziomie 6.,,,
True,Basic,Yeti z Zimnych Wichrów,Neutral,Common,5,Minion,CS2_182,,,,Mauro Cascioli,4,4,Odblokowane na 55 poziomie wojownika.,Zawsze marzył o zejściu z gór i otwarciu kiosku z kebabami ale jakoś nie starczyło mu śmiałości.,,,,
,Basic,Żaba,Neutral,Common,1,Minion,hexfrog,,Taunt,<b>Prowokacja</b>,,0,0,,,,,Beast,
True,Basic,Zabójcza trucizna,Neutral,Free,,Spell,CS2_074,Rogue,,Daj twojej broni +2 do ataku.,Trevor Jacobs,,1,Odblokowane na poziomie 43.,Sekrety wyrobu trucizn są zazdrośnie strzeżone przez łotrów aby magowie nie tworzyli zatrutych zaklęć. Zatruty pocisk? Deszcz trucizny? Żywiołak trucizn? Nikt tego nie chce.,Odblokowane na poziomie 1.,,,
,Basic,Zabójcza trucizna,,,,Enchantment,CS2_074e,,,+2 do ataku.,,,,,,,,,
,Basic,Zabójcze sztylety,Neutral,Free,,Hero Power,CS2_083b,Rogue,,<b>Moc specjalna</b>Wyposaż bohatera w sztylet 1/2.,,,2,,,,,,
True,Basic,Żądza krwi,Neutral,Common,,Spell,CS2_046,Shaman,,Daj swoim stronnikom +3 do ataku w tej turze.,Luca Zontini,,5,Odblokowane na poziomie 40.,blaarghghLLGHRHARAAHAHHH!!,Odblokowane na poziomie 2.,,,
,Basic,Żądza krwi,,,,Enchantment,CS2_046e,Shaman,OneTurnEffect,+3 do ataku w tej turze.,,,,,,,,,
True,Basic,Zamaszysty cios,Neutral,Common,,Spell,CS2_012,Druid,,Zadaj $4 pkt. obrażeń wrogowi i $1 pkt. obrażeń wszystkim pozostałym wrogom.,Sean O’Daniels,,4,Odblokowane na poziomie 47.,Ulubiony cios zamachowców!,Odblokowane na poziomie 8.,,,
,Basic,Zaraz wracam,,,,Enchantment,GAME_004,,,Twoje tury są krótsze.,,,,,,,,,
True,Basic,Żelaznokory obrońca,Neutral,Common,8,Minion,CS2_232,Druid,Taunt,<b>Prowokacja</b>,Dave Allsop,8,8,Odblokowane na poziomie 49.,Stara kora nie rdzewieje!,Odblokowane na poziomie 10.,,,
,Basic,Zemsta monety,,,,Enchantment,GAME_003,,,Dzięki temu że jesteś drugim graczem twój pierwszy stronnik jest silniejszy.,,,,,,,,,
,Basic,Zemsta monety,,,,Enchantment,GAME_003e,,,Dzięki temu że jesteś drugim graczem twój pierwszy stronnik jest silniejszy.,,,,,,,,,
True,Basic,Zły urok,Neutral,Free,,Spell,EX1_246,Shaman,,Przemień stronnika w żabę 0/1 z <b>Prowokacją</b>.,Steve Hui,,3,Odblokowane na poziomie 47.,Jeśli rzucisz zły urok na murloka... to chyba wiele nie zmienisz co?,Odblokowane na poziomie 1.,,,
,Basic,Zły urok,,,,Enchantment,EX1_246e,Shaman,Morph,Ten stronnik został przemieniony!,,,,,,,,,
,Basic,Zmiennokształtność,Neutral,Free,,Hero Power,CS2_017,Druid,,<b>Moc specjalna</b>  +1 do ataku w tej turze. +1 pkt. pancerza.,,,2,,,,,,
True,Basic,Znachor,Horde,Free,1,Minion,EX1_011,,Battlecry,<b>Okrzyk bojowy:</b> Przywróć 2 pkt. zdrowia.,Karl Richardson,2,1,Odblokowane na 55 poziomie łotra.,Przyszła pora na znachora.,,,,
True,Basic,Znak łowcy,Neutral,Common,,Spell,CS2_084,Hunter,,Zmień zdrowie stronnika na 1.,Jimmy Lo,,0,Odblokowane na poziomie 40.,Nigdy nie baw się w chowanego z łowcą.,Odblokowane na poziomie 6.,,,
,Basic,Znak łowcy,,,,Enchantment,CS2_084e,Hunter,,Ten stronnik ma 1 pkt. zdrowia.,,,,,,,,,
True,Basic,Znak ostępów,Neutral,Free,,Spell,CS2_009,Druid,,Daj stronnikowi <b>Prowokację</b> oraz +2/+2.<i> (+2 do ataku/+2 do zdrowia)</i>.,Brad Vancata,,2,Odblokowane na poziomie 28.,Nie należy mylić tej karty ze „Znakiem postępów”.,Odblokowane na poziomie 1.,,,
,Basic,Znak ostępów,,,,Enchantment,CS2_009e,Druid,,Ten stronnik ma +2/+2 oraz <b>Prowokację</b>.,,,,,,,,,
True,Basic,Zniknięcie,,Common,,Spell,NEW1_004,Rogue,,Cofnij wszystkich stronników na ręce właścicieli.,Sean O’Daniels,,6,Odblokowane na poziomie 23.,,Odblokowane na poziomie 8.,,,
True,Basic,Żółwior szczękogryz,,Free,7,Minion,CS2_119,,,,Ittoku,2,4,Odblokowane na 51 poziomie druida.,Jego sny o lataniu i zianiu ogniem nigdy się nie spełnią.,,,Beast,
True,Basic,Żrący bagienny szlam,Alliance,Common,2,Minion,EX1_066,,Battlecry,<b>Okrzyk bojowy:</b> Zniszcz broń przeciwnika.,Chris Rahn,3,2,Odblokowane na 57 poziomie łotra.,Woli żeby mówić do niego „Glutek”.,,,,
True,Basic,Zwierzęcy towarzysz,,Common,,Spell,NEW1_031,Hunter,,Przyzwij losowo jednego ze zwierzęcych towarzyszy Rexxara.,Wei Wang,,3,Odblokowane na poziomie 45.,Możesz przyzwać Miszę Leoka lub Prychacza! Prychacz sprawia więcej kłopotów niż jest wart.,Odblokowane na poziomie 2.,,,
True,Basic,Żywiołak ognia,Neutral,Common,5,Minion,CS2_042,Shaman,Battlecry,<b>Okrzyk bojowy:</b> Zadaj 3 pkt. obrażeń.,Ralph Horsley,6,6,Odblokowane na poziomie 49.,Unika kąpieli bardziej niż ognia.,Odblokowane na poziomie 10.,,,
True,Basic,Żywiołak wody,Neutral,Common,6,Minion,CS2_033,Mage,Freeze,<b>Zamroź</b> każdą postać zranioną przez tego stronnika.,John Avon,3,4,Odblokowane na poziomie 49.,Nie przywołuj żywiołaka wody do baru. Lubi rozcieńczać drinki.,Odblokowane na poziomie 8.,,,
