SET,NAME,FACTION,TEXT,RARITY,COST,TYPE,ID,PLAYERCLASS,COLLECTIBLE,HEALTH,ARTIST,HOWTOGETGOLD,FLAVOR,HOWTOGET,MECHANICS,DURABILITY,ATTACK,RACE,INPLAYTEXT
Basic,Kriegsgolem,Neutral,,Common,7,Minion,CS2_186,,True,7,Dave Kendall,Wird freigeschaltet wenn Ihr als Schurke Stufe 51 erreicht.,Golems kennen keine Angst aber aus irgendeinem Grund fliehen sie trotzdem wenn man „Furcht“ auf sie wirkt. Instinkt vielleicht? Der Wunsch dazuzugehören?,,,,7,,
Basic,Kriegshymnenanführerin,Neutral,Jedes Mal wenn Ihr einen Diener mit max. 3 Angriff herbeiruft erhält dieser <b>Ansturm</b>.,Free,3,Minion,EX1_084,Warrior,True,3,Wei Wang,Wird auf Stufe 36 freigeschaltet.,Im Kriegshymnenklan geht es oft hoch her. Man sollte es sich gut überlegen dort Anführer zu werden.,Wird auf Stufe 1 freigeschaltet.,,,2,,
Basic,Leerwandler,Neutral,<b>Spott</b>,Free,1,Minion,CS2_065,Warlock,True,3,Alex Horley Orlandelli,Wird auf Stufe 36 freigeschaltet.,Bitte nicht mit den „Lehrensuchern“ verwechseln. Kommt öfter vor als man denkt.,Wird auf Stufe 1 freigeschaltet.,Taunt,,1,Demon,
Basic,Leokk,,Andere befreundete Diener haben +1 Angriff.,Common,3,Minion,NEW1_033,Hunter,,4,,,,,,,2,Beast,
Basic,Macht der Ahnen,,<b>Spott</b>.,,,Enchantment,CS2_041e,Shaman,,,,,,,Taunt,,,,
Basic,Macht der Totems,Neutral,Verleiht Euren Totems +2 Leben.,Common,0,Spell,EX1_244,Shaman,True,,Trent Kaniuga,Wird auf Stufe 28 freigeschaltet.,Und da ist er wieder – der Moment in dem der Gegner zu der Erkenntnis kommt dass er dieses Totem besser in der letzten Runde hätte vernichten sollen.,Wird auf Stufe 6 freigeschaltet.,,,,,
Basic,Macht der Totems,,+2 Leben.,,,Enchantment,EX1_244e,Shaman,,,,,,,,,,,
Basic,Machtwort: Schild,Neutral,Verleiht einem Diener +2 Leben. Zieht eine Karte.,Free,1,Spell,CS2_004,Priest,True,,Jessica Jung,Wird auf Stufe 47 freigeschaltet.,Klar der zusätzliche Schutz ist toll aber der Schild verringert die Sicht doch ziemlich.,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Machtwort: Schild,,+2 Leben.,,,Enchantment,CS2_004e,Priest,,,,,,,,,,,
Basic,Magier von Dalaran,Neutral,<b>Zauberschaden +1</b>,Common,3,Minion,EX1_582,,True,4,Jim Nelson,Wird freigeschaltet wenn Ihr als Magier Stufe 59 erreicht.,Krieger von Dalaran sind deutlich seltener.,,Spellpower,,1,,
Basic,Magmawüter,,,Free,3,Minion,CS2_118,,True,1,Matt Gaser,Wird freigeschaltet wenn Ihr als Schamane Stufe 51 erreicht.,Er hält sich noch immer für ziemlich mächtig doch eigentlich kann heutzutage jeder den Geschmolzenen Kern im Alleingang bewältigen.,,,,5,,
Basic,Mal der Wildnis,Neutral,Verleiht einem Diener <b>Spott</b> und +2/+2.<i> (+2 Angriff/+2 Leben)</i>,Free,2,Spell,CS2_009,Druid,True,,Brad Vancata,Wird auf Stufe 28 freigeschaltet.,Nicht zu verwechseln mit Malle der Wildnis dem Lieblingsurlaubsort der Druiden von Nachthafen.,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Mal der Wildnis,,Dieser Diener hat +2/+2 und <b>Spott</b>.,,,Enchantment,CS2_009e,Druid,,,,,,,,,,,
Basic,Mal des Jägers,,Dieser Diener hat 1 Leben.,,,Enchantment,CS2_084e,Hunter,,,,,,,,,,,
Basic,Mal des Jägers,Neutral,Setzt das Leben eines Dieners auf 1.,Common,0,Spell,CS2_084,Hunter,True,,Jimmy Lo,Wird auf Stufe 40 freigeschaltet.,Dieses Mal ist Euer letztes Mal.,Wird auf Stufe 6 freigeschaltet.,,,,,
Basic,Malfurion Sturmgrimm,Neutral,,Free,,Hero,HERO_06,Druid,True,30,,,,,,,,,
Basic,Mechanischer Drachling,Neutral,,Common,1,Minion,EX1_025t,,,1,,,,,,,2,Mech,
Basic,Mehrfachschuss,Neutral,Fügt zwei zufälligen feindlichen Dienern $3 Schaden zu.,Free,4,Spell,DS1_183,Hunter,True,,Benjamin Zhang,Wird auf Stufe 36 freigeschaltet.,Geteiltes Leid ist ... doppeltes Leid.,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Meucheln,Neutral,Fügt einem unverletzten Diener $2 Schaden zu.,Free,0,Spell,CS2_072,Rogue,True,,Michael Sutfin,Wird auf Stufe 36 freigeschaltet.,Es ist immer wieder verblüffend wie oft Euer Gegner sich umdreht wenn Ihr „Schau da drüben!“ ruft.,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Misha,,<b>Spott</b>,Common,3,Minion,NEW1_032,Hunter,,4,,,,,Taunt,,4,Beast,
Basic,Mlarggragllabl!,,Dieser Murloc hat +1 Angriff.,,,Enchantment,EX1_508o,,,,,,,,,,,,
Basic,Mondfeuer,Neutral,Verursacht $1 Schaden.,Common,0,Spell,CS2_008,Druid,True,,Richard Wright,Wird auf Stufe 40 freigeschaltet.,„Wirkt Mondfeuer – immer und immer wieder.“ – Leitfaden für Druiden Kapitel 5 Abschnitt 3,Wird auf Stufe 6 freigeschaltet.,,,,,
Basic,Murlocgezeitenjäger,Neutral,<b>Kampfschrei:</b> Ruft einen Murlocspäher (1/1) herbei.,Common,2,Minion,EX1_506,,True,1,Dan Scott,Wird freigeschaltet wenn Ihr als Schurke Stufe 53 erreicht.,Bei Ebbe und bei Flut der Tod steht Euch gut!,,Battlecry,,2,Murloc,
Basic,Murlocräuber,Alliance,,Free,1,Minion,CS2_168,,True,1,Dan Scott,Wird freigeschaltet wenn Ihr als Priester Stufe 51 erreicht.,Mrrraggglhlhghghlgh mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!,,,,2,Murloc,
Basic,Murlocspäher,Neutral,,Common,0,Minion,EX1_506a,,,1,,,,,,,1,Murloc,
Basic,Nachtklinge,Neutral,<b>Kampfschrei: </b>Fügt dem feindlichen Helden 3 Schaden zu.,Free,5,Minion,EX1_593,,True,4,Raymond Swanland,Wird freigeschaltet wenn Ihr als Druide Stufe 53 erreicht.,In Eurem Gesicht habt Ihr wahrscheinlich nicht gern einen Dolch stecken doch genau dort stecken ihn Schurken besonders gern hin.,,Battlecry,,4,,
Basic,NEEEEIIIIIIN,,Leider wurde die Karte die Ihr EINST besaßt entfernt. Aber nehmt doch diese hier!,,2,Spell,GAME_006,,,,,,Sogar der Beschreibungstext musste dran glauben. Mist.,,,,,,
Basic,Oasenschnappkiefer,,,Free,4,Minion,CS2_119,,True,7,Ittoku,Wird freigeschaltet wenn Ihr als Druide Stufe 51 erreicht.,Lasst Euch bloß nicht von ihm in seiner Oase schnappen.,,,,2,Beast,
Basic,Oger der Felsfäuste,,,Free,6,Minion,CS2_200,,True,7,Brian Despain,Wird freigeschaltet wenn Ihr als Hexenmeister Stufe 51 erreicht.,Rechtfertigt seine Kosten durch felsenfeste Argumente.,,,,6,,
Basic,Ogermagier,Neutral,<b>Zauberschaden +1</b>,Common,4,Minion,CS2_197,,True,4,James Ryman,Wird freigeschaltet wenn Ihr als Hexenmeister Stufe 55 erreicht.,Es war eine äußerst fragwürdige Entscheidung Ogern das Zaubern beizubringen.,,Spellpower,,4,,
Basic,Opferpakt,,Vernichtet einen Dämon. Stellt bei Eurem Helden #5 Leben wieder her.,Common,0,Spell,NEW1_003,Warlock,True,,Jim Nelson,Wird auf Stufe 15 freigeschaltet.,Der Grund dafür dass Freundschaft zwischen Dämonen und Hexenmeistern immer eine sehr fragile Sache ist.,Wird auf Stufe 8 freigeschaltet.,,,,,
Basic,Prankenhieb,Neutral,Fügt einem Feind $4 Schaden und allen anderen Feinden $1 Schaden zu.,Common,4,Spell,CS2_012,Druid,True,,Sean O’Daniels,Wird auf Stufe 47 freigeschaltet.,Wenn ein Bär sich aufrichtet und seine Arme ausstreckt dann steht Euch entweder eine Umarmung oder ein Prankenhieb bevor. Viel Glück.,Wird auf Stufe 8 freigeschaltet.,,,,,
Basic,Präsenz des Meisters,,+2/+2 und <b>Spott</b>.,,,Enchantment,DS1_070o,Hunter,,,,,,,,,,,
Basic,Rache der Münze,,Da Ihr als Zweites dran seid wird Euer zuerst ausgespielter Diener stärker.,,,Enchantment,GAME_003e,,,,,,,,,,,,
Basic,Rache der Münze,,Da Ihr als Zweites dran seid wird Euer zuerst ausgespielter Diener stärker.,,,Enchantment,GAME_003,,,,,,,,,,,,
Basic,Rekrut der Silbernen Hand,,,Free,1,Minion,CS2_101t,Paladin,,1,,,,,,,1,,
Basic,Rexxar,Neutral,,Free,,Hero,HERO_05,Hunter,True,30,,,,,,,,,
Basic,Ritter von Sturmwind,Alliance,<b>Ansturm</b>,Common,4,Minion,CS2_131,,True,5,Ladronn,Wird freigeschaltet wenn Ihr als Paladin Stufe 55 erreicht.,Die ganze Sache mit Todesschwinge ist ihm immer noch ein bisschen peinlich.,,Charge,,2,,
Basic,Säurehaltiger Schlamm,Alliance,<b>Kampfschrei:</b> Zerstört die Waffe Eures Gegners.,Common,2,Minion,EX1_066,,True,2,Chris Rahn,Wird freigeschaltet wenn Ihr als Schurke Stufe 57 erreicht.,Früher trug ein Schlamm der was auf sich hielt auch gern mal Fliege.,,Battlecry,,3,,
Basic,Schaf,Neutral,,Common,0,Minion,CS2_tk1,,,1,,,,,,,1,Beast,
Basic,Schattenblitz,Neutral,Fügt einem Diener $4 Schaden zu.,Free,3,Spell,CS2_057,Warlock,True,,Dave Allsop,Wird auf Stufe 47 freigeschaltet.,Es ist ein Blitz. Ein Blitz aus Schatten. Mehr braucht Ihr nicht zu wissen!,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Schattenwort: Schmerz,,Vernichtet einen Diener mit max. 3 Angriff.,Free,2,Spell,CS2_234,Priest,True,,Raymond Swanland,Wird auf Stufe 36 freigeschaltet.,Dazu muss gesagt werden dass das Ausmaß der Schmerzen nicht näher beschrieben ist. Es ist also unklar wie viel Angst Ihr davor haben solltet.,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Schattenwort: Tod,,Vernichtet einen Diener mit mind. 5 Angriff.,Common,3,Spell,EX1_622,Priest,True,,Raymond Swanland,Wird auf Stufe 43 freigeschaltet.,Wenn dieser Zauber danebengeht hinterlässt er lediglich eine blitzförmige Narbe auf Eurem Ziel.,Wird auf Stufe 8 freigeschaltet.,,,,,
Basic,Schildblock,Neutral,Erhaltet 5 Rüstung. Zieht eine Karte.,Common,3,Spell,EX1_606,Warrior,True,,Michael Komarck,Wird auf Stufe 28 freigeschaltet.,Tausendmal besser als Gesichtsblock.,Wird auf Stufe 8 freigeschaltet.,,,,,
Basic,Schildmeista von Sen&sbquo;jin,Horde,<b>Spott</b>,Free,4,Minion,CS2_179,,True,5,Brian Despain,Wird freigeschaltet wenn Ihr als Schurke Stufe 59 erreicht.,Sen&sbquo;jin ist ein grandioser Ort wenn man Gefallen an Trollen und Staub findet.,,Taunt,,3,,
Basic,Schlachtzugsleiter,,Eure anderen Diener haben +1 Angriff.,Free,3,Minion,CS2_122,,True,2,Phill Gonzales,Wird freigeschaltet wenn Ihr als Krieger Stufe 57 erreicht.,„Das sind 50 Minus-DKP!“,,Aura,,2,,
Basic,Schreckenshöllenbestie,Neutral,<b>Kampfschrei:</b> Fügt ALLEN anderen Charakteren 1 Schaden zu.,Common,6,Minion,CS2_064,Warlock,True,6,Zoltan & Gabor,Wird auf Stufe 23 freigeschaltet.,„INFERNOOOOOOOOOOOO!“ – Jaraxxus Eredarlord der Brennenden Legion,Wird auf Stufe 10 freigeschaltet.,Battlecry,,6,Demon,
Basic,Schütze von Eisenschmiede,Alliance,<b>Kampfschrei:</b> Verursacht 1 Schaden.,Common,3,Minion,CS2_141,,True,2,Tooth,Wird freigeschaltet wenn Ihr als Magier Stufe 55 erreicht.,„Laden! Entsichern! Trinken!“,,Battlecry,,2,,
Basic,Seelenfeuer,Neutral,Verursacht $4 Schaden. Werft eine zufällige Karte ab.,Common,1,Spell,EX1_308,Warlock,True,,Raymond Swanland,Wird auf Stufe 28 freigeschaltet.,Setzt Ihr eine Seele in Brand? Oder verbrennt Ihr jemanden mit Eurer EIGENEN Seele? Der Unterschied scheint nicht unwesentlich zu sein.,Wird auf Stufe 6 freigeschaltet.,,,,,
Basic,Segen der Klerikerin,,+1/+1.,,,Enchantment,EX1_019e,Priest,,,,,,,,,,,
Basic,Segen der Könige,Neutral,Verleiht einem Diener +4/+4. <i>(+4 Angriff/+4 Leben)</i>,Common,4,Spell,CS2_092,Paladin,True,,Lucas Graciano,Wird auf Stufe 49 freigeschaltet.,Wenn man die Anzahl der Könige betrachtet die einem Attentat zum Opfer fielen seid Ihr Euch dann noch sicher dass Ihr deren Segen haben möchtet?,Wird auf Stufe 10 freigeschaltet.,,,,,
Basic,Segen der Könige,,+4/+4.,,,Enchantment,CS2_092e,Paladin,,,,,,,,,,,
Basic,Segen der Macht,Neutral,+3 Angriff.,,,Enchantment,CS2_087e,Paladin,,,,,,,,,,,
Basic,Segen der Macht,Neutral,Verleiht einem Diener +3 Angriff.,Free,1,Spell,CS2_087,Paladin,True,,Zoltan Boros,Wird auf Stufe 45 freigeschaltet.,„Wie in: MACHT Platz oder es setzt was.“ – Toad Mackle frisch gesegnet,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Silberrückenpatriarch,Horde,<b>Spott</b>,Common,3,Minion,CS2_127,,True,4,Daren Bader,Wird freigeschaltet wenn Ihr als Krieger Stufe 53 erreicht.,Er tut so als hätte er etwas zu sagen aber eigentlich hat die Silberrückenmatriarchin die sprichwörtlichen Hosen an.,,Taunt,,1,Beast,
Basic,Skelett,Neutral,<b></b>,Common,1,Minion,skele11,,,1,,,,,,,1,,
Basic,Spalten,Neutral,Fügt zwei zufälligen feindlichen Dienern $2 Schaden zu.,Common,2,Spell,CS2_114,Warrior,True,,Phroilan Gardner,Wird auf Stufe 40 freigeschaltet.,„Ein bisschen näher zusammen noch bitte – ja genau so ...“,Wird auf Stufe 2 freigeschaltet.,,,,,
Basic,Spiegelbild,Neutral,<b>Spott</b>,Common,0,Minion,CS2_mirror,Mage,,2,,,,,Taunt,,0,,
Basic,Spiegelbild,Neutral,Ruft zwei Diener (0/2) mit <b>Spott</b> herbei.,Common,1,Spell,CS2_027,Mage,True,,Jim Nelson,Wird auf Stufe 36 freigeschaltet.,Oh seht! Ein Spiegelbild!dliblegeipS niE !thes hO,Wird auf Stufe 4 freigeschaltet.,,,,,
Basic,Sprinten,Neutral,Zieht 4 Karten.,Common,7,Spell,CS2_077,Rogue,True,,James Zhang,Wird auf Stufe 49 freigeschaltet.,Schurken sind keine Ausdauersportler.,Wird auf Stufe 10 freigeschaltet.,,,,,
Basic,Steinhauereber,Neutral,<b>Ansturm</b>,Free,1,Minion,CS2_171,,True,1,Howard Lyon,Wird freigeschaltet wenn Ihr als Jäger Stufe 53 erreicht.,Diese Karte ist saugeil!,,Charge,,1,Beast,
Basic,Steinklauentotem,Neutral,<b>Spott</b>,Free,1,Minion,CS2_051,Shaman,,2,,,,,Taunt,,0,Totem,
Basic,Sternenfeuer,Neutral,Verursacht $5 Schaden. Zieht eine Karte.,Common,6,Spell,EX1_173,Druid,True,,Alex Horley Orlandelli,Wird auf Stufe 45 freigeschaltet.,Das Gleichgewicht liegt Druiden sehr am Herzen. Deshalb hat diese Karte das gleiche Gewicht wie alle anderen Karten.,Wird auf Stufe 2 freigeschaltet.,,,,,
Basic,Sturmangriff,,Tundranashorn verleiht <b>Ansturm</b>.,,,Enchantment,DS1_178e,Hunter,,,,,,,,,,,
Basic,Sturmangriff,,+2 Angriff und <b>Ansturm</b>.,,,Enchantment,CS2_103e2,Warrior,,,,,,,,,,,
Basic,Sturmangriff,Neutral,Verleiht einem befreundeten Diener +2 Angriff und <b>Ansturm</b>.,Free,3,Spell,CS2_103,Warrior,True,,Alex Horley Orlandelli,Wird auf Stufe 23 freigeschaltet.,„He Leute! Macht mal etwas langsamer!“ – Überraschter Diener,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Sturmangriff,,Dieser Diener hat <b>Ansturm</b>.,,,Enchantment,EX1_084e,Warrior,,,,,,,,,,,
Basic,Sturmlanzenkommando,Alliance,<b>Kampfschrei:</b> Verursacht 2 Schaden.,Common,5,Minion,CS2_150,,True,2,Kev Walker,Wird freigeschaltet wenn Ihr als Paladin Stufe 51 erreicht.,Diese Elitesoldaten der Sturmlanzen sind Meister sowohl im Abreißen feindlicher Türme als auch im Backen bombiger Küchlein.,,Battlecry,,4,,
Basic,Sturmzorntotem,Neutral,<b>Zauberschaden +1</b>,Free,1,Minion,CS2_052,Shaman,,2,,,,,Spellpower,,0,Totem,
Basic,Sukkubus,Neutral,<b>Kampfschrei:</b> Werft eine zufällige Karte ab.,Free,2,Minion,EX1_306,Warlock,True,3,Matt Dixon,Wird auf Stufe 40 freigeschaltet.,Manchmal kann man Hexenmeister um ihren Job nur beneiden.,Wird auf Stufe 1 freigeschaltet.,Battlecry,,4,Demon,
Basic,Thrall,Neutral,,Free,,Hero,HERO_02,Shaman,True,30,,,,,,,,,
Basic,Tierbegleiter,,Ruft einen zufälligen Wildtierbegleiter herbei.,Common,3,Spell,NEW1_031,Hunter,True,,Wei Wang,Wird auf Stufe 45 freigeschaltet.,Ihr könntet Misha Leokk oder Grummel herbeirufen! Allerdings macht Grummel mehr Ärger als irgendwas.,Wird auf Stufe 2 freigeschaltet.,,,,,
Basic,Tödliches Gift,,+2 Angriff.,,,Enchantment,CS2_074e,,,,,,,,,,,,
Basic,Tödliches Gift,Neutral,Eure Waffe erhält +2 Angriff.,Free,1,Spell,CS2_074,Rogue,True,,Trevor Jacobs,Wird auf Stufe 43 freigeschaltet.,Schurken hüten das Geheimnis der Giftmischerei wie ihren Augapfel aus Furcht davor dass Magier es für ihre Zauber verwenden könnten. Giftblitz? Giftregen? Giftelementar? Das will doch niemand.,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Totem beschwören,Neutral,<b>Heldenfähigkeit</b>Beschwört ein zufälliges Totem.,Free,2,Hero Power,CS2_049,Shaman,,,,,,,,,,,
Basic,Tückische Klinge,Neutral,Verursacht $1 Schaden. Zieht eine Karte.,Common,2,Spell,EX1_278,Rogue,True,,Alex Garner,Wird auf Stufe 45 freigeschaltet.,Man möchte meinen dass ein Angriff von hinten immer als tückisch gelten sollte unabhängig vom verwendeten Instrument.,Wird auf Stufe 6 freigeschaltet.,,,,,
Basic,Tückisches Messer,Neutral,,Free,1,Weapon,CS2_082,Rogue,,,,,,,,2,1,,
Basic,Tundranashorn,Neutral,Eure Wildtiere haben <b>Ansturm</b>.,Common,5,Minion,DS1_178,Hunter,True,5,Lars Grant-West,Wird auf Stufe 43 freigeschaltet.,Der Ansturm von Tundranashörnern ist deshalb so ansteckend weil keiner von ihm erfasst werden möchte.,Wird auf Stufe 8 freigeschaltet.,,,2,Beast,
Basic,Überschüssiges Mana,,Zieht eine Karte. <i>(Ihr könnt nur 10 Mana in Eurer Leiste haben.)</i>,,0,Spell,CS2_013t,Druid,,,,,,,,,,,
Basic,Uther Lichtbringer,Neutral,,Free,,Hero,HERO_04,Paladin,True,30,,,,,,,,,
Basic,Valeera Sanguinar,Neutral,,Free,,Hero,HERO_03,Rogue,True,30,,,,,,,,,
Basic,Verbrennungstotem,Neutral,,Free,1,Minion,CS2_050,Shaman,,1,,,,,,,1,Totem,
Basic,Verderbnis,Neutral,Wählt einen feindlichen Diener aus. Vernichtet ihn zu Beginn Eures Zuges.,Common,1,Spell,CS2_063,Warlock,True,,Wayne Reynolds,Wird auf Stufe 32 freigeschaltet.,Es beginnt damit dass man auf der Arbeit einen Stift mitgehen lässt und bevor man sichs versieht BÄM! Verderbt!,Wird auf Stufe 2 freigeschaltet.,,,,,
Basic,Verderbnis,,Wird zu Beginn des Zuges des verderbenden Spielers vernichtet.,,,Enchantment,CS2_063e,Warlock,,,,,,,,,,,
Basic,Verhext,,Dieser Diener wurde verwandelt.,,,Enchantment,EX1_246e,Shaman,,,,,,,Morph,,,,
Basic,Verhexung,Neutral,Verwandelt einen Diener in einen Frosch (0/1) mit <b>Spott</b>.,Free,3,Spell,EX1_246,Shaman,True,,Steve Hui,Wird auf Stufe 47 freigeschaltet.,Wenn man einen Murloc in einen Frosch verwandelt dann hat man nicht wirklich etwas erreicht oder?,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Verhungernder Bussard,,Zieht jedes Mal eine Karte wenn Ihr ein Wildtier herbeiruft.,Common,5,Minion,CS2_237,Hunter,True,2,Bernie Kang,Wird auf Stufe 47 freigeschaltet.,Wenn Ihr ihn füttert verliert er seine <i>Identität</i>.,Wird auf Stufe 4 freigeschaltet.,,,3,Beast,
Basic,Verschwinden,,Lasst alle Diener auf die Hand ihrer Besitzer zurückkehren.,Common,6,Spell,NEW1_004,Rogue,True,,Sean O’Daniels,Wird auf Stufe 23 freigeschaltet.,,Wird auf Stufe 8 freigeschaltet.,,,,,
Basic,Verstärkung,Neutral,<b>Heldenfähigkeit</b>Ruft einen Rekruten der Silbernen Hand (1/1) herbei.,Free,2,Hero Power,CS2_101,Paladin,,,,,,,,,,,
Basic,Verwandlung,Neutral,Verwandelt einen Diener in ein Schaf (1/1).,Free,4,Spell,CS2_022,Mage,True,,Vance Kovacs,Wird auf Stufe 47 freigeschaltet.,Vielleicht die sanfteste und flauschigste Art Konflikten aus dem Weg zu gehen.,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Verwandlung,Neutral,Dieser Diener wurde in ein Schaf (1/1) verwandelt.,Common,,Enchantment,CS2_022e,Mage,,,,,,,Morph,,,,
Basic,Voodoodoktor,Horde,<b>Kampfschrei:</b> Stellt 2 Leben wieder her.,Free,1,Minion,EX1_011,,True,1,Karl Richardson,Wird freigeschaltet wenn Ihr als Schurke Stufe 55 erreicht.,Voodoo ist eine verpönte Kunst. Aber eine Kunst ist es dennoch.,,Battlecry,,2,,
Basic,Wächter der Könige,Neutral,<b>Kampfschrei:</b> Stellt bei Eurem Helden 6 Leben wieder her.,Common,7,Minion,CS2_088,Paladin,True,6,E.M. Gist,Wird auf Stufe 47 freigeschaltet.,Heilige Wesen aus dem Jenseits sind eigentlich ein ziemliches Klischee.,Wird auf Stufe 8 freigeschaltet.,Battlecry,,5,,
Basic,Waffe des Felsbeißers,Neutral,Verleiht einem befreundeten Charakter +3 Angriff in diesem Zug.,Free,1,Spell,CS2_045,Shaman,True,,Alex Horley Orlandelli,Wird auf Stufe 36 freigeschaltet.,Womöglich noch effektiver wenn Euer Gegner aus Stein besteht. Allerdings können wir dafür keine Garantie geben.,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Waffe des Felsbeißers,,Dieser Charakter hat +3 Angriff in diesem Zug.,,,Enchantment,CS2_045e,Shaman,,,,,,,OneTurnEffect,,,,
Basic,Waldwolf,Neutral,Eure anderen Wildtiere haben +1 Angriff.,Free,1,Minion,DS1_175,Hunter,True,1,Malcolm Davis,Wird auf Stufe 23 freigeschaltet.,Unglaublich beliebt bei anderen Wildtieren. Wahrscheinlich ist es sein unwiderstehlicher Charme.,Wird auf Stufe 1 freigeschaltet.,Aura,,1,Beast,
Basic,Wasserelementar,Neutral,<b>Friert</b> jeden Charakter ein der von diesem Diener verletzt wurde.,Common,4,Minion,CS2_033,Mage,True,6,John Avon,Wird auf Stufe 49 freigeschaltet.,Beschwört niemals ein Elementar dieser Art auf einer Party sonst fällt sie buchstäblich ins Wasser.,Wird auf Stufe 8 freigeschaltet.,Freeze,,3,,
Basic,Weihe,Neutral,Fügt allen Feinden $2 Schaden zu.,Common,4,Spell,CS2_093,Paladin,True,,Vance Kovacs,Wird auf Stufe 43 freigeschaltet.,Ob Ihr wirklich richtig steht seht Ihr wenn das Licht angeht.,Wird auf Stufe 4 freigeschaltet.,,,,,
Basic,Weltliche Ängste,Neutral,Fügt einem Diener $1 Schaden zu. Zieht eine Karte wenn er dadurch vernichtet wird.,Common,1,Spell,EX1_302,Warlock,True,,Matt Gaser,Wird auf Stufe 43 freigeschaltet.,Für Zauber die wie grauenerregende Totenköpfe aussehen sollte man schon ein paar neue Karten ziehen dürfen ... oder nicht?,Wird auf Stufe 4 freigeschaltet.,,,,,
Basic,Wildes Brüllen,,+2 Angriff in diesem Zug.,,,Enchantment,CS2_011o,Druid,,,,,,,OneTurnEffect,,,,
Basic,Wildes Brüllen,Neutral,Verleiht Euren Charakteren +2 Angriff in diesem Zug.,Common,3,Spell,CS2_011,Druid,True,,Grace Liu,Wird auf Stufe 43 freigeschaltet.,Immer noch besser als wildes Geheule.,Wird auf Stufe 4 freigeschaltet.,,,,,
Basic,Wildwuchs,Neutral,Erhaltet einen leeren Manakristall.,Free,2,Spell,CS2_013,Druid,True,,James Ryman,Wird auf Stufe 23 freigeschaltet.,Züchtet Euren eigenen Manakristall mit diesem Manakristallzuchtset – nur 3999!,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Windsprecher,Neutral,<b>Kampfschrei:</b> Verleiht einem befreundeten Diener <b>Windzorn</b>.,Common,4,Minion,EX1_587,Shaman,True,3,Vance Kovacs,Wird auf Stufe 45 freigeschaltet.,Man kann nur hoffen dass er keinen Mundgeruch hat.,Wird auf Stufe 8 freigeschaltet.,Battlecry,,3,,
Basic,Windzorn,Neutral,Verleiht einem Diener <b>Windzorn</b>.,Free,2,Spell,CS2_039,Shaman,True,,Justin Sweet,Wird auf Stufe 23 freigeschaltet.,Windzorn ist in etwa das Gleiche wie Erdzorn und Feuerzorn nur irgendwie erfrischender.,Wird auf Stufe 1 freigeschaltet.,,,,,
Basic,Wirbelwind,Neutral,Fügt ALLEN Dienern $1 Schaden zu.,Common,1,Spell,EX1_400,Warrior,True,,Jonboy Meyers,Wird auf Stufe 32 freigeschaltet.,Wie man erfahrene Krieger von unerfahrenen unterscheidet: Die unerfahrenen rufen „Juuhuu“ während sie Wirbelwind wirken.,Wird auf Stufe 6 freigeschaltet.,,,,,
Basic,Wolfsreiter,Horde,<b>Ansturm</b>,Free,3,Minion,CS2_124,,True,1,Dany Orizio,Wird freigeschaltet wenn Ihr als Krieger Stufe 59 erreicht.,Orcs reiten auf Wölfen weil diese allerlei Arten von widrigen Witterungen widerstehen können ... und weil sie so weich und kuschlig sind.,,Charge,,3,,
Basic,Wutgeheul,,Dieses Wildtier hat +1 Angriff durch den Waldwolf.,,,Enchantment,DS1_175o,Hunter,,,,,,,,,,,
Basic,Zuverlässiger Schuss,Neutral,<b>Heldenfähigkeit</b>Fügt dem feindlichen Helden 2 Schaden zu.,Free,2,Hero Power,DS1h_292,Hunter,,,,,,,,,,,
