SET,NAME,RARITY,ATTACK,COST,HEALTH,TYPE,ID,TEXT,MECHANICS,PLAYERCLASS,FACTION,DURABILITY,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Classic,어둠의 형상,Epic,,3,,Spell,EX1_625,내 영웅 능력이 '피해를 2 줍니다.'로 바뀝니다. (이미 어둠의 형상이었다면 피해 3),,Priest,,,,True,Alex Horley Orlandelli,빛을 어둠으로 돌리는 건 쉽지만 어둠을 빛으로 돌리는 건 어렵다는 걸 보여주는 좋은 예라고 할 수 있죠.,,,,
Classic,어린 용매,Common,1,1,1,Minion,CS2_169,<b>질풍</b>,Windfury,,Horde,,,True,Greg Hildebrandt,벌처럼 날아 나비처럼 쏩니다.,Beast,,,
Classic,얼굴 없는 배후자,Epic,3,5,3,Minion,EX1_564,<b>전투의 함성:</b> 선택한 하수인으로 변신합니다.,Battlecry,,Neutral,,,True,Raymond Swanland,얼굴 없는 자들은 공포를 먹고 사는 요그사론의 하수인입니다. 지금도 좋은 카드들을 실수로 마력 추출해버리면 어쩌나 걱정하고 있는 당신의 공포를 먹고 있죠.,,,,
Classic,얼음 방패,Epic,,3,,Spell,EX1_295,<b>비밀:</b> 내 영웅이 치명적인 피해를 입으면 피해를 막고 이번 턴에 <b>피해 면역</b> 상태가 됩니다.,Secret,Mage,Neutral,,,True,Carl Frank,얼음 막음 좋음!,,,,
Classic,얼음 방패,,,,,Enchantment,EX1_295o,이번 턴에 <b>피해 면역</b>,OneTurnEffect,Mage,,,,,,,,,,
Classic,얼음 보호막,Common,,3,,Spell,EX1_289,<b>비밀:</b> 내 영웅이 공격받으면 방어도를 +8 얻습니다.,Secret,Mage,Neutral,,,True,Alex Garner,공격대 뛰다 보면 그런 사람 꼭 있죠. 맞을 거 다 맞고 생존기 켜는 사람.,,,,
Classic,얼음창,Common,,1,,Spell,CS2_031,캐릭터 하나를 <b>빙결</b> 상태로 만듭니다. 이미 <b>빙결</b> 상태라면 피해를 $4 줍니다.,Freeze,Mage,Neutral,,,True,Alex Horley Orlandelli,창이 부서지지 않는 게 중요합니다. 부서지면 성능이 꽝인 "얼음 조각"이 나가니까요.,,,,
Classic,에드윈 밴클리프,Legendary,2,3,2,Minion,EX1_613,<b>연계:</b> 이번 턴에 앞서 낸 카드 1장당 +2/+2를 얻습니다.,Combo,Rogue,Neutral,,,True,Efrem Palacios,그는 스톰윈드를 재건하는 석공 길드를 이끌었는데 귀족들이 돈을 지불하지 않자 데피아즈단을 결성해 <i>오히려</i> 스톰윈드를 마구 부쉈답니다.,,True,,
Classic,에메랄드 비룡,,7,4,6,Minion,DREAM_03,,,Dream,,,,,,,Dragon,,,
Classic,에테리얼 비전술사,Rare,3,4,3,Minion,EX1_274,내 턴이 끝날 때 내 영웅에게 <b>비밀</b>이 걸려 있으면 +2/+2를 얻습니다.,,Mage,,,,True,Michael Komarck,에테리얼은 형체 없는 몸의 라인을 살리기 위해 붕대로 자신을 감쌉니다. 사실 붕대가 좀 따뜻하고 부드럽기도 하고요.,,False,,
Classic,엘룬의 여사제,Common,5,6,4,Minion,EX1_583,<b>전투의 함성:</b> 내 영웅이 생명력을 4 회복합니다.,Battlecry,,Neutral,,,True,Dan Scott,탐스럽고 예쁜 저 달이 좋아.,,,,
Classic,엘룬의 은총,,,,,Enchantment,EX1_004e,생명력 증가,,,,,,,,,,,,
Classic,여명회 파수병,Common,2,2,2,Minion,EX1_362,<b>전투의 함성:</b> 아군 하수인 하나에게 <b>천상의 보호막</b>을 부여합니다.,Battlecry,Paladin,Neutral,,,True,Doug Alexander,"화염구를 피할 수 있다고 말하는 게 아닙니다. 이 보호막이 있으면 피할 필요가 없다는 거지요.",,,,
Classic,연마!,,,,,Enchantment,CS2_221e,원한 맺힌 대장장이가 공격력 +2 부여,,,,,,,,,,,,
Classic,영혼 착취,Rare,,6,,Spell,EX1_309,하수인을 하나 처치합니다. 내 영웅이 생명력을 #3 회복합니다.,,Warlock,Neutral,,,True,Tyler Walpole,자신의 영혼은 착취하지 마세요. 기묘한 무한 순환 고리에 빠질 수도 있으니까요.,,,,
Classic,예언자 벨렌,Legendary,7,7,7,Minion,EX1_350,내 주문과 영웅 능력의 피해량과 치유량을 2배 증가시킵니다.,,Priest,Neutral,,,True,Wei Wang,고향에서 추방당했고 형제들은 사악하게 변했지만 불만이 있는 것 같진 않네요.,,True,,
Classic,오닉시아,Legendary,8,9,8,Minion,EX1_562,<b>전투의 함성:</b> 내 하수인을 소환할 공간이 다 찰 때까지 1/1 새끼용을 소환합니다.,Battlecry,,Neutral,,,True,Dany Orizio,오닉시아는 여군주 카트라나 프레스톨로 변신한 채 오랫동안 스톰윈드 의회를 조종했습니다. 저 커다란 날개와 비늘을 보면 누구라도 알아챘을 거라고 생각하시겠죠?,Dragon,True,,
Classic,오염된 노움,Common,2,1,1,Minion,EX1_029,<b>죽음의 메아리:</b> 적 영웅에게 피해를 2 줍니다.,Deathrattle,,Neutral,,,True,Glenn Rane,그는 단지 친구가 필요할 뿐입니다. 하지만 언제나 거부당하죠.,,,,
Classic,왕 크루쉬,Legendary,8,9,8,Minion,EX1_543,<b>돌진</b>,Charge,Hunter,Neutral,,,True,Alex Horley Orlandelli,왕 크루쉬에게서 자신을 보호하는 가장 좋은 방법은 싫어하는 누군가를 앞에 세워놓는 것입니다.,Beast,True,,
Classic,요정용,Common,3,2,2,Minion,NEW1_023,이 하수인은 주문이나 영웅 능력의 대상으로 지정되지 않습니다.,,,,,,True,Samwise,깜찍합니다. 마법에 면역입니다. 바닥에 쉬를 하지도 않습니다. 정말 완벽한 애완동물 아닌가요?,Dragon,,,
Classic,요호호호!,,,,,Enchantment,NEW1_027e,남쪽바다 선장이 +1/+1 부여,,,,,,,,,,,,
Classic,용암 폭발,Rare,,3,,Spell,EX1_241,피해를 $5 줍니다. <b>과부하:</b> (2),,Shaman,Neutral,,,True,Dan Scott,과음한 친구를 마구 흔들면 자동으로 시전합니다.,,,,
Classic,용암거인,Epic,8,20,8,Minion,EX1_620,내 영웅이 입은 피해 1당 비용이 1씩 감소합니다.,,,,,,True,Glenn Rane,늘 속이 쓰립니다. 용암이 가득 차 있으니 당연하겠지요!,,,,
Classic,운명의 파멸,Epic,,5,,Spell,EX1_320,캐릭터 하나에게 피해를 $2 줍니다. 그 캐릭터가 죽으면 무작위 악마 하나를 소환합니다.,,Warlock,Neutral,,,True,Raymond Swanland,임프도 악마입니다. 현명하게 선택하세요.,,,,
Classic,원한 맺힌 대장장이,Common,4,5,6,Minion,CS2_221,<b>격노:</b> 내 무기의 공격력이 +2 증가합니다.,Enrage,,Horde,,,True,Justin Sweet,칼이 필요하다고요? 재료는 강철 주괴 5개 대지의 티끌 3개라더군요. 수수료는 이전에 주문한 사람의 피 묻은 머리카락이랍니다.,,,,
Classic,위습,Common,1,0,1,Minion,CS2_231,,,,Neutral,,,True,Malcolm Davis,충분한 수가 뭉쳐서 에레다르 군주를 공격하면 폭발합니다. 도대체 왜?,,,,
Classic,위장의 대가,Rare,4,4,4,Minion,NEW1_014,<b>전투의 함성:</b> 아군 하수인 하나에게 <b>은신</b>을 부여합니다.,Battlecry,Rogue,,,,True,Ron Spencer,이 여성은 사실 남자 타우렌입니다. 사람들이 괜히 "위장의 대가"라고 부르는 게 아니지요.,,,,
Classic,위협의 포효,,,,,Enchantment,EX1_161o,이번 턴에 공격력 -3,OneTurnEffect,Druid,,,,,,,,,,
Classic,육성,,,,,Spell,EX1_164a,마나 수정을 2개 획득합니다.,,Druid,Neutral,,,,,,,,,
Classic,육성,,,,,Spell,EX1_164b,카드를 3장 뽑습니다.,,Druid,Neutral,,,,,,,,,
Classic,육성,Rare,,5,,Spell,EX1_164,<b>선택</b> - 마나 수정을 2개 획득합니다. 또는 카드를 3장 뽑습니다.,,Druid,Neutral,,,True,Terese Nielsen,드루이드는 많은 것에서 힘을 얻습니다. 자연 종달새의 지저귀는 소리 초콜릿 케이크.,,,,
Classic,은빛 성기사단 기사,Common,4,5,4,Minion,CS2_151,<b>전투의 함성:</b> 2/2 종자를 1명 소환합니다.,Battlecry,,Alliance,,,True,Matt Starbuck,기사가 되는 건 좋습니다. 종자가 되는 건 안 좋습니다.,,,,
Classic,은빛십자군 부대장,Rare,4,6,2,Minion,EX1_067,<b>돌진</b> <b>천상의 보호막</b>,Charge|Divine Shield,,Neutral,,,True,James Ryman,은빛십자군 부대장은 스컬지의 동태를 주시합니다. 버스 정류장에서 새치기하는 사람도 주시합니다.,,,,
Classic,은빛십자군 종자,Common,1,1,1,Minion,EX1_008,<b>천상의 보호막</b>,Divine Shield,,Alliance,,,True,Zoltan & Gabor,"맹세합니다. 이 시간 이후로 나는 빛을 수호하고 어둠을 물리치며 유통기한이 지난 음식은 먹지 않겠다고." - 은빛 여명회 서약,,,,
Classic,은폐,Common,,1,,Spell,EX1_128,나의 다음 턴까지 아군 하수인들에게 <b>은신</b>을 부여합니다.,,Rogue,Neutral,,,True,Steve Hui,도적은 모든 것을 은폐시킬 수 있습니다. 근데 이건 어디서 나는 냄새죠?,,,,
Classic,은폐됨,,,,,Enchantment,EX1_128e,다음 턴까지 은신함,,Rogue,,,,,,,,,,
Classic,응징의 격노,Epic,,6,,Spell,EX1_384,적 캐릭터들에게 $8의 피해를 무작위로 나누어 입힙니다.,ImmuneToSpellpower,Paladin,Neutral,,,True,Alex Garner,쿠쾅쾅쾅쾅쾅쾅쾅!,,,,
Classic,이교도 지도자,Common,4,4,2,Minion,EX1_595,나의 다른 하수인 하나가 죽을 때마다 카드를 1장 뽑습니다.,,,Neutral,,,True,Raymond Swanland,사악한 이교도 지도자지만 일주일에 한 번은 꼭 부모님께 전화하는 '효녀'랍니다.,,,,
Classic,이세라,Legendary,4,9,12,Minion,EX1_572,내 턴이 끝날 때
<b>꿈 카드</b>를 1장 뽑습니다.,,,Neutral,,,True,Gabor Szikszai,이세라는 에메랄드의 꿈을 지배합니다. 에메랄드의 꿈이 어떻냐고요? 실제 세상의 녹색 버전이랄까요?,Dragon,True,,
Classic,일리단 스톰레이지,Legendary,7,6,5,Minion,EX1_614,내가 카드를 낼 때마다 2/1 아지노스의 불꽃을 하나 소환합니다.,,,Neutral,,,True,Alex Horley Orlandelli,일리단의 형 말퓨리온은 일리단을 하이잘 지하에 10000년 동안이나 가둬두었습니다. 스톰레이지 형제들 참 뒤끝 작렬이네요.,Demon,True,,
Classic,임프,Rare,1,1,1,Minion,EX1_598,,,,Neutral,,,,,,Demon,,,
Classic,임프 소환사,Rare,1,3,5,Minion,EX1_597,내 턴이 끝날 때 피해를 1 입고 1/1 임프를 하나 소환합니다.,,,Neutral,,,True,Mark Gibbons,"임프들이 자꾸 깨물지만 않는다면 아마 이 일이 훨씬 더 즐거울 거야.",,,,
Classic,자그마한 소환사,Rare,2,2,2,Minion,EX1_076,내 턴마다 처음 내는 하수인은 비용이 (1) 감소합니다.,Aura,,Alliance,,,True,Ron Spears,다 작은 건 아니라네요. 그럼 어디가 큰 걸까요? 음... 머리?,,,,
Classic,자연의 군대,Epic,,6,,Spell,EX1_571,<b>돌진</b> 능력이 있는 2/2 나무정령을 셋 소환합니다. 이들은 내 턴이 끝날 때 모두 죽습니다.,,Druid,Neutral,,,True,Trevor Jacobs,"이 나무들 밑에서 한숨 자야겠어. 잠깐... 으아아아아악!" - 운 나쁜 노움 블링크피즈,,,,
Classic,자연의 징표,,,,,Enchantment,EX1_155ae,공격력 +4,,Druid,,,,,,,,,,
Classic,자연의 징표,,,,,Spell,EX1_155a,공격력을 +4 부여합니다.,,Druid,Neutral,,,,,,,,,
Classic,자연의 징표,,,,,Enchantment,EX1_155be,생명력 +4 <b>도발</b>,,Druid,,,,,,,,,,
Classic,자연의 징표,,,,,Spell,EX1_155b,생명력 +4와 <b>도발</b>을 부여합니다.,,Druid,Neutral,,,,,,,,,
Classic,자연의 징표,Common,,3,,Spell,EX1_155,<b>선택</b> - 하수인 하나에게 공격력을 +4 부여합니다. 또는 생명력 +4와 <b>도발</b>을 부여합니다.,,Druid,Neutral,,,True,Clint Langley,드루이드들은 "자연의 징표"라고 합니다. 다른 사람들은 좀 씻고 다니라고 합니다.,,,,
Classic,자연화,Common,,1,,Spell,EX1_161,하수인 하나를 처치합니다. 상대편이 카드를 2장 뽑습니다.,,Druid,Neutral,,,True,Leo Che,<i>자연으로 돌아가거라.</i>,,,,
Classic,잔인한 감독관,Common,2,2,2,Minion,EX1_603,<b>전투의 함성:</b> 하수인 하나에게 피해를 1 주고 공격력을 +2 부여합니다.,Battlecry,Warrior,Neutral,,,True,Phroilan Gardner,"자네 아무래도 이번 일요일에 출근해야 할 것 같은데." - 잔인한 감독관,,,,
Classic,저격,Common,,2,,Spell,EX1_609,<b>비밀:</b> 상대편이 하수인을 내면 그 하수인에게 피해를 $4 줍니다.,Secret,Hunter,Neutral,,,True,Lorenzo Minaca,저격... 하는 사람은 죽이는 맛 당하는 사람은 죽을 맛입니다.,,,,
Classic,전력 공격,,,,,Enchantment,CS2_181e,공격력 +2,,,,,,,,,,,,
Classic,전리품 수집가,Common,2,2,1,Minion,EX1_096,<b>죽음의 메아리:</b> 카드를 1장 뽑습니다.,Deathrattle,,Neutral,,,True,Jim Nelson,뭐든 다 입찰하더군요. 얼마나 얄미운지.,,,,
Classic,전멸의 비수,Rare,2,3,,Weapon,EX1_133,<b>전투의 함성:</b> 피해를 1 줍니다. <b>연계:</b> 피해를 2 줍니다.,Battlecry|Combo,Rogue,Neutral,2,,True,Daren Bader,설퍼라스가 수리 중이면 라그나로스가 이걸 꺼내든다고 합니다.,,,,
Classic,전승지기 초,Legendary,0,2,4,Minion,EX1_100,각 플레이어가 주문을 시전할 때마다 동일한 주문을 다른 플레이어의 손에 넣습니다.,,,Neutral,,,True,Mark Zug,전승지기 초는 판다리아의 이야기들을 수집하고 기록합니다. 최근에는 판다리아의 야한 연애 소설을 모으는 중이라는군요.,,True,,
Classic,전쟁의 고대정령,Epic,5,7,5,Minion,EX1_178,<b>선택</b> -
공격력 +5 또는 생명력 +5와 <b>도발</b> 능력을 얻습니다.,,Druid,Neutral,,,True,Sean O’Daniels,젊은 나이트 엘프들은 "전쟁의 고대정령 뿌리 들게 만들기" 놀이를 즐깁니다. 정령에 깔려 죽는 엘프가 지는 겁니다.,,,,
Classic,전투 격노,Common,,2,,Spell,EX1_392,피해를 입은 아군 캐릭터의 수만큼 카드를 뽑습니다.,,Warrior,Neutral,,,True,Alex Horley Orlandelli,"날 화나게 하지마. 분명 후회할걸?",,,,
Classic,전투 도끼,,2,1,,Weapon,EX1_398t,,,Warrior,,2,,,,,,,,
Classic,절개,Common,,2,,Spell,EX1_124,피해를 $2 줍니다. <b>연계:</b> 피해를 $4 줍니다.,Combo,Rogue,Neutral,,,True,Ariel Olivetti,단점이 없는 건 아닙니다. 피가 너무 많이 튀어서 깨끗이 닦아내기가 힘들다는군요.,,,,
Classic,젊은 양조사,Common,3,2,2,Minion,EX1_049,<b>전투의 함성:</b> 전장의 아군 하수인 하나를 내 손으로 다시 가져옵니다.,Battlecry,,Alliance,,,True,Wei Wang,젊음의 패기가 꼭 맥주의 맛으로 이어지는 건 아닙니다.,,,,
Classic,젊은 여사제,Rare,2,1,1,Minion,EX1_004,내 턴이 끝날 때 다른 무작위 아군 하수인에게 생명력을 +1 부여합니다.,,,,,,True,Vance Kovacs,2단계 신의 권능: 인내를 배우려고 노력중입니다.,,,,
Classic,정신 나간 폭격수,Common,3,2,2,Minion,EX1_082,<b>전투의 함성:</b> 다른 모든 캐릭터에게 3의 피해를 무작위로 나누어 입힙니다.,Battlecry,,Alliance,,,True,Mike Sass,완전 정신이 나간 건 아닙니다. 그저 남들보다 폭발물을 더 험하게 다룰 뿐이죠.,,,,
Classic,정신 붕괴,,,2,,Hero Power,EX1_625t2,<b>영웅 능력</b>
피해를 3 줍니다.,,Priest,,,,,,,,,,
Classic,정신 지배 기술자,Rare,3,3,3,Minion,EX1_085,<b>전투의 함성:</b> 전장에 상대편 하수인이 넷 이상 있으면 무작위 적 하수인 하나를 우리편으로 만듭니다.,Battlecry,,Alliance,,,True,Leo Che,정신 지배 기술은 점점 더 발전하고 있지만 사실 별로 대단할 건 없습니다.,,,,
Classic,정신 지배 중,Common,,,,Enchantment,EX1_tk31,,Summoned,Priest,Neutral,,,,,,,,,
Classic,정신의 쐐기,,,2,,Hero Power,EX1_625t,<b>영웅 능력</b>
피해를 2 줍니다.,,Priest,,,,,,,,,,
Classic,정의 구현,,,,,Enchantment,EX1_366e,+1/+1,,Paladin,,,,,,,,,,
Classic,정의의 칼날,Epic,1,3,,Weapon,EX1_366,전장에 내 하수인이 소환될 때마다 그 하수인에게 +1/+1을 부여하고 내구도를 1 잃습니다.,,Paladin,Neutral,5,,True,Efrem Palacios,소 엉치살 잘라내기에 딱 좋습니다!,,,,
Classic,종자,Common,2,1,2,Minion,CS2_152,,,,Alliance,,,,,,,,,
Classic,주문왜곡사,Epic,,3,,Spell,tt_010,<b>비밀:</b> 적이 하수인 하나에게 주문을 시전하면 그 효과를 대신 받는 1/3 하수인 하나를 소환합니다.,Secret,Mage,Neutral,,,True,Gonzalo Ordonez,적의 번개 화살을 훔치는 건 즐거운 일이지만 주문왜곡사들은 오히려 야생의 징표를 훔치는 걸 훨씬 좋아합니다. 그게 더 재미있거든요. 블러드 엘프들이 원래 좀... 야비하잖아요.,,,,
Classic,주문왜곡사,Epic,1,0,3,Minion,tt_010a,,,Mage,,,,,,,,,,
Classic,주문파괴자,Common,4,4,3,Minion,EX1_048,<b>전투의 함성:</b> 하수인 하나를 <b>침묵</b>시킵니다.,Battlecry,,Horde,,,True,Matt Cavotta,이로운 마법은 물론 해로운 마법도 제거해드립니다. 외래 진료도 가능하지만 보험 처리는 불가합니다.,,,,
Classic,주입,,,,,Enchantment,EX1_623e,생명력 +3,,Priest,,,,,,,,,,
Classic,증발시키기,Rare,,3,,Spell,EX1_594,<b>비밀:</b> 하수인이 내 영웅을 공격하면 그 하수인을 처치합니다.,Secret,Mage,Neutral,,,True,Raymond Swanland,데스윙이 이 카드 때문에 열 받아 대격변을 일으켰다는 말이 있습니다. 믿거나 말거나.,,,,
Classic,지식의 고대정령,Epic,5,7,5,Minion,NEW1_008,<b>선택 -</b> 카드를 2장 뽑습니다. 또는 생명력을 5 회복시킵니다.,,Druid,,,,True,Patrik Hjelm,기념으로 이름 새기셔야죠?,,,,
Classic,지옥불!,,,2,,Hero Power,EX1_tk33,<b>영웅 능력</b>
6/6 지옥불정령을 하나 소환합니다.,,Warlock,Neutral,,,,,,,,,
Classic,지옥불정령,Common,6,6,6,Minion,EX1_tk34,,,Warlock,Neutral,,,,,,Demon,,,
Classic,지옥수호병,Rare,3,3,5,Minion,EX1_301,<b>도발</b>. <b>전투의 함성:</b>
내 마나 수정 1개를 파괴합니다.,Battlecry|Taunt,Warlock,Neutral,,,True,John Polidora,<i>"묻겠다. 그대가 나의 마스터인가?"</i>,Demon,,,
Classic,지옥의 군주,Epic,5,4,6,Minion,EX1_313,<b>전투의 함성:</b> 내 영웅에게 피해를 5 줍니다.,Battlecry,Warlock,Neutral,,,True,Glenn Rane,만노로스 마그테리돈 브루탈루스 모두 죽었지만 이것으로 지옥의 군주가 엄청 많다는 사실이 밝혀졌습니다.,Demon,,,
Classic,지혜의 축복,Common,,1,,Spell,EX1_363,하수인 하나를 선택합니다. 그 하수인이 공격할 때마다 카드를 1장 뽑습니다.,,Paladin,,,,True,Chippy,이게 어떤 지혜인지는 모르겠지만 일단 매 턴마다 한 번씩 공격해야 할 것 같군요.,,,,
Classic,지혜의 축복,,,,,Enchantment,EX1_363e2,이 하수인이 공격하면 적 플레이어가 카드를 1장 뽑습니다.,,Paladin,,,,,,,,,,
Classic,지혜의 축복,,,,,Enchantment,EX1_363e,공격할 때마다 이 하수인을 축복한 플레이어가 카드를 1장 뽑음,,Paladin,,,,,,,,,,
Classic,지휘의 외침,,,,,Enchantment,NEW1_036e,이번 턴에는 생명력이 1 미만으로 내려가지 않음,OneTurnEffect,Warrior,,,,,,,,,,
Classic,지휘의 외침,Rare,,2,,Spell,NEW1_036,이번 턴에는 내 하수인들의 생명력이 1 미만으로 내려가지 않습니다. 카드를 1장 뽑습니다.,,Warrior,,,,True,Wayne Reynolds,"전방에 힘찬 함성 5초간 발사!" - 전사 훈련 중,,,,
Classic,지휘의 외침,,,,,Enchantment,NEW1_036e2,이번 턴에는 내 하수인들의 생명력이 1 미만으로 내려가지 않습니다.,OneTurnEffect,Warrior,,,,,,,,,,
Classic,참회,Common,,1,,Spell,EX1_379,<b>비밀:</b> 상대편이 하수인을 내면 그 하수인의 생명력이 1로 감소합니다.,Secret,Paladin,Neutral,,,True,Gonzalo Ordonez,누구든 죄는 짓는 법이니까요.,,,,
Classic,참회,,,,,Enchantment,EX1_379e,생명력 1로 감소,,Paladin,,,,,,,,,,
Classic,채찍 맞고 단련됨,,,,,Enchantment,EX1_603e,공격력 +2,,Warrior,,,,,,,,,,
Classic,천리안,,,,,Enchantment,CS2_053e,카드 1장의 비용이 (3) 감소,,Shaman,,,,,Lars Grant-West,,,,,
Classic,천리안,Epic,,3,,Spell,CS2_053,카드를 1장 뽑습니다. 그 카드의 비용이 (3) 감소합니다.,,Shaman,Neutral,,,True,Lars Grant-West,드렉타르는 앞을 볼 수 없습니다. 하지만 잘 보인다고 하는군요. 뭔 소리냐고요? 글쎄요.,,,,
Classic,천벌,,,,,Spell,EX1_154a,하수인 하나에게 피해를 $3 줍니다.,,Druid,Neutral,,,,,,,,,
Classic,천벌,,,,,Spell,EX1_154b,하수인 하나에게 피해를 $1 줍니다. 카드를 1장 뽑습니다.,,Druid,Neutral,,,,,,,,,
Classic,천벌,Common,,2,,Spell,EX1_154,<b>선택</b> - 하수인 하나에게 피해를 $3 줍니다. 또는 피해를 $1 주고 카드를 1장 뽑습니다.,,Druid,Neutral,,,True,Raymond Swanland,톱니항 여관에서 들리는 말에 의하면 이 카드가 너무 좋고 전설급이 아닌 게 이상하다는군요.,,,,
Classic,청소부 하이에나,Common,2,2,2,Minion,EX1_531,아군 야수 1마리가 죽을 때마다 +2/+1을 얻습니다.,,Hunter,,,,True,Jim Nelson,하이에나는 코도나 천둥매의 뼈를 선호하긴 하지만 뭐든 가리지 않고 먹습니다. 심지어 싹양배추까지...,Beast,,,
Classic,축복받은 용사,,,,,Enchantment,EX1_355e,공격력 2배 증가,,Paladin,,,,,,,,,,
Classic,축복받은 용사,Rare,,5,,Spell,EX1_355,하수인 하나의 공격력을 2배 증가시킵니다.,,Paladin,,,,True,Tyler Walpole,맞는 사람에게는 2배의 고통을! 공격하는 사람에게는 2배의 행복을!,,,,
Classic,치명적인 사격,Common,,3,,Spell,EX1_617,무작위 적 하수인을 하나 처치합니다.,,Hunter,Neutral,,,True,Steve Prescott,모크나탈에게 정확성은 별로 중요한 덕목이 아닙니다. 다만 살상력은 꽤 중요하다고 할 수 있죠.,,,,
Classic,치유의 마법진,Common,,0,,Spell,EX1_621,<b>모든</b> 하수인의 생명력을 #4 회복시킵니다.,,Priest,,,,True,Daarken,마법진이라고 해서 땅에 뭘 그리거나 하는 건 아닙니다.,,,,
Classic,침묵,Common,,0,,Spell,EX1_332,하수인 하나를 <b>침묵</b>시킵니다.,Silence,Priest,Neutral,,,True,Zoltan & Gabor,적대적인 주문 시전자나 사악한 리치를 상대할 때 그리고 험상궂은 주정뱅이 술집에서 아제로스 노래자랑이 열렸을 때 유용합니다.,,,,
Classic,침착한 암살자,Epic,1,2,1,Minion,EX1_522,<b>은신</b>. 이 하수인에게 피해를 입은 하수인은 무조건 죽습니다.,Poisonous|Stealth,Rogue,Neutral,,,True,Ben Olson,사실 그리 침착한 성격은 아닙니다. 상대가 사정거리에 들어오는 데 시간이 많이 걸릴 뿐이죠.,,,,
Classic,케른 블러드후프,Legendary,4,6,5,Minion,EX1_110,<b>죽음의 메아리:</b> 4/5 바인 블러드후프를 소환합니다.,Deathrattle,,Alliance,,,True,Wayne Reynolds,케른은 가로쉬에 의해 목숨을 잃었습니다. 그러니까... 전사 덱에는 넣지 말아주세요. 가혹하잖아요.,,True,,
Classic,퀘스트 중인 모험가,Rare,2,3,2,Minion,EX1_044,내가 카드를 낼 때마다 +1/+1을 얻습니다.,,,Alliance,,,True,Attila Adorjany,"멧돼지 모피 남으시는 분? 마지막 1개가 안나오네요.",,,,
Classic,키린 토 마법사,Rare,4,3,3,Minion,EX1_612,<b>전투의 함성:</b> 이번 턴에 내는 나의 다음 <b>비밀</b> 비용이 (0)이 됩니다.,Battlecry,Mage,Neutral,,,True,Popo Wei,누구에게도 말할 수 없는 비밀이 있다면 키린 토 마법사를 찾아가세요. 공짜로 들어준답니다. 단 선착순 1명만이랍니다.,,,,
Classic,키린 토의 가르침,,,,,Enchantment,EX1_584e,<b>주문 공격력 +1</b>,,,,,,,,,,,,
Classic,키린 토의 힘,,,,,Enchantment,EX1_612o,다음 비밀 비용 (0),OneTurnEffect,Mage,,,,,,,,,,
Classic,타우렌 전사,Common,2,3,3,Minion,EX1_390,<b>도발</b>. <b>격노:</b> 공격력 +3,Enrage|Taunt,,Neutral,,,True,Paul Warzecha,타우렌 전사: 멀고어의 용사 가시멧돼지 학살자 썬더블러프 승강기 애호가,,,,
Classic,태양길잡이,Rare,4,6,5,Minion,EX1_032,<b>도발</b>. <b>천상의 보호막</b>,Divine Shield|Taunt,,Alliance,,,True,Andrea Uderzo,태양길잡이라고 정말로 태양의 길잡이 노릇을 하는 건 아닙니다. 그냥 이름만 이런 거예요!,,,,
Classic,투자개발회사 용병,Common,7,5,6,Minion,CS2_227,내 하수인들의 비용이 (3) 증가합니다.,Aura,,Horde,,,True,John Polidora,감당할 수 없는 일은 없습니다. 감당할 수 없는 돈도 없습니다.,,,,
Classic,티리온 폴드링,Legendary,6,8,6,Minion,EX1_383,<b>천상의 보호막</b>. <b>도발</b>. <b>죽음의 메아리:</b> 5/3 파멸의 인도자를 장착합니다.,Deathrattle|Divine Shield|Taunt,Paladin,Neutral,,,True,Brom,혹시 티리온 폴드링 테마 송 들어 보셨나요? 못 들어보셨다고요? 네 그딴 건 없습니다.,,True,,
Classic,파괴전차,Rare,1,3,4,Minion,EX1_102,내 턴이 시작될 때 무작위 적 하나에게 피해를 2 줍니다.,,,Neutral,,,True,Raymond Swanland,모두 나는 탈것을 타고 다니는 지금은 설 곳을 잃은 녀석입니다.,Mech,,,
Classic,파멸의 수호병,Rare,5,5,7,Minion,EX1_310,<b>돌진</b>. <b>전투의 함성:</b> 무작위로 카드를 2장 버립니다.,Battlecry|Charge,Warlock,Neutral,,,True,Lucas Graciano,파멸의 수호병을 소환하는 건 위험한 일입니다. <i>누군가</i>는 반드시 죽어야 하니까요.,Demon,,,
Classic,파멸의 예언자,Epic,0,2,7,Minion,NEW1_021,내 턴이 시작될 때 <b>모든</b> 하수인을 처치합니다.,,,,,,True,Alex Horley Orlandelli,그의 예언은 가끔씩 들어맞습니다. 특히 대격변이 한창인 와중에 자신에게 파멸이 찾아올 거라는 말은 분명히 맞았습니다.,,,,
Classic,파멸의 인도자,Legendary,5,5,,Weapon,EX1_383t,,,Paladin,,3,,,,,,,,
Classic,평등,Rare,,2,,Spell,EX1_619,<b>모든</b> 하수인의 생명력을 1로 바꿉니다.,,Paladin,Neutral,,,True,Michal Ivan,우리는 모두 세상 하나뿐인 눈송이랍니다... 생명력이 1밖에 안 되는 눈송이요.,,,,
Classic,평등,,,,,Enchantment,EX1_619e,생명력 1로 바뀜,,Paladin,,,,,,,,,,
Classic,포만감,,,,,Enchantment,NEW1_017e,+2/+2 멀록으로 배 채움,,,,,,,,,,,,
