MECHANICS,SET,NAME,TEXT,TYPE,ID,COLLECTIBLE,FACTION,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,PLAYERCLASS,RACE,INPLAYTEXT,DURABILITY,ELITE
Silence,"Classic","무효화","하수인 하나를 <b>침묵</b>시킵니다.","Spell","EX1_166b",,"Neutral",,,,,,,"Druid",,,,
OneTurnEffect,"Classic","물기","이번 턴에 공격력 +4","Enchantment","EX1_570e",,,,,,,,,,,,,
,"Classic","물기","내 영웅에게 방어도를 +4 부여하고 이번 턴에만 공격력을 +4 부여합니다.","Spell","EX1_570",True,"Neutral","Tom Baxa","Rare",,4,,"꼭꼭 씹어드세요!","Druid",,,,
,"Classic","물러서!","공격력 1로 바뀜","Enchantment","EX1_382e",,,,,,,,,"Paladin",,,,
,"Classic","므라아옳옳옳!","멀록 전투대장이 +2/+1 부여","Enchantment","EX1_507e",,,,,,,,,,,,,
,"Classic","므우루의 그림자","천상의 보호막을 흡수하여 공격력과 생명력 증가","Enchantment","EX1_590e",,,,"Common",,,,,,,,,
,"Classic","미소 띤 자매","이 하수인은 주문이나 영웅 능력의 대상으로 지정되지 않습니다.","Minion","DREAM_01",,,,,3,3,5,,"Dream",,"",,
Stealth,"Classic","밀림 표범","<b>은신</b>","Minion","EX1_017",True,"Horde","Jaemin Kim","Common",4,3,2,"가시덤불 골짜기는 아름답습니다. 등 뒤에 항상 누군가 있다는 걸 빼면요.",,"Beast",,,
Battlecry,"Classic","밀림의 왕 무클라","<b>전투의 함성:</b> 상대편에게 바나나 2개를 줍니다.","Minion","EX1_014",True,,"Sunny Gho","Legendary",5,3,5,"밀림의 왕 무클라는 오늘도 자구에로 섬을 떠돕니다. 진정한 사랑을 찾기 위해...",,"Beast",,,True
Battlecry,"Classic","밀하우스 마나스톰","<b>전투의 함성:</b> 다음 턴에 적이 쓰는 주문의 비용이 (0)이 됩니다.","Minion","NEW1_029",True,,"Jim Nelson","Legendary",4,2,4,""위대한 밀하우스 마나스톰 님을 비웃고도 살아남을 수 있는 자는 없다!"",,,,,True
,"Classic","밀하우스를 죽여라!","이번 턴에 주문의 비용이 (0)이 됩니다!","Enchantment","NEW1_029t",,,,"Legendary",,,,,,,,,
,"Classic","바나나","+1/+1","Enchantment","EX1_014te",,,,,,,,,,,,,
,"Classic","바나나","하수인 하나에게 +1/+1을 부여합니다.","Spell","EX1_014t",,,,,,1,,,,,,,
,"Classic","바다거인","전장의 하수인 하나당 비용이 (1)씩 감소합니다.","Minion","EX1_586",True,"Neutral","Svetlin Velinov","Epic",8,10,8,"거인과 바다",,,,,
Charge|Divine Shield|Taunt|Windfury,"Classic","바람의 군주 알아키르","<b>질풍 돌진 도발 천상의 보호막</b>","Minion","NEW1_010",True,,"Raymond Swanland","Legendary",3,8,5,"정령 군주 넷 중에 가장 약합니다. 그리고 나머지 셋이 그 사실을 확실하게 각인시키죠.","Shaman",,,,True
,"Classic","바인 블러드후프",,"Minion","EX1_110t",,,,"Legendary",4,4,5,,,,,,True
,"Classic","반신의 총애","내 다른 아군 하수인들에게 +2/+2를 부여합니다.","Spell","EX1_573a",,"Neutral",,,,,,,"Druid",,,,
,"Classic","반신의 총애","+2/+2","Enchantment","EX1_573ae",,"Neutral",,,,,,,"Druid",,,,
,"Classic","발톱의 드루이드","<b>선택 - </b>
<b>돌진</b> 또는 생명력 +2와 <b>도발</b>을 얻습니다.","Minion","EX1_165",True,"Neutral","Luca Zontini","Common",4,5,4,"표범이냐 곰이냐 그것이 문제로다.","Druid",,,,
Charge,"Classic","발톱의 드루이드","<b>돌진</b>","Minion","EX1_165t1",,,,"Common",4,5,4,,"Druid","Beast",,,
Taunt,"Classic","발톱의 드루이드","<b>도발</b>","Minion","EX1_165t2",,,,"Common",4,5,6,,"Druid","Beast",,,
,"Classic","방어구 제작자","아군 하수인 하나가 피해를 입을 때마다 방어도를 +1 얻습니다.","Minion","EX1_402",True,"Neutral","Greg Hildebrandt","Rare",1,2,4,"길드 자금 환영!","Warrior",,"",,
AffectedBySpellPower,"Classic","방패 밀쳐내기","내가 가진 방어도만큼 하수인 하나에게 피해를 줍니다.","Spell","EX1_410",True,"Neutral","Raymond Swanland","Epic",,1,,""좋은 무기란 무엇일까? 날카롭지만 상대가 예상할 수 있는 것? 아니면 무디지만 상대가 예상치 못하는 것?" - 전사의 정석 제 9 장","Warrior",,,,
Taunt,"Classic","방패병","<b>도발</b>","Minion","EX1_405",True,"Neutral","Carl Critchlow","Common",0,1,4,"이 게임 속 방패 크기를 생각해 보면 방패병 일이 쉽지만은 않을 겁니다.",,,,,
,"Classic","배신","적 하수인이 자신의 공격력만큼 양옆의 하수인들을 공격하게 만듭니다.","Spell","EX1_126",True,"Neutral","Lucas Graciano","Common",,2,,"배신을 시키려면 그에 상응하는 값을 치러야 합니다. 예를 들어 노움을 배신시키려면 동물 인형과 약간의 초콜릿이 필요하죠.","Rogue",,,,
,"Classic","밴클리프의 복수심","공격력과 생명력 증가","Enchantment","EX1_613e",,,,,,,,,"Rogue",,,,
,"Classic","뱀",,"Minion","EX1_554t",,"Neutral",,"Common",1,0,1,,"Hunter","Beast",,,
Secret,"Classic","뱀 덫","<b>비밀:</b> 내 하수인이 공격받으면 1/1 뱀을 셋 소환합니다.","Spell","EX1_554",True,"Neutral","Bernie Kang","Epic",,2,,"왜 하필 뱀이야?","Hunter",,,,
,"Classic","번개 폭풍","모든 적 하수인에게 피해를 $2-$3 줍니다. <b>과부하:</b> (2)","Spell","EX1_259",True,"Neutral","Christopher Moeller","Rare",,3,,"안타깝지만 우산을 써도 소용이 없을 겁니다.","Shaman",,,,
,"Classic","번개 화살","피해를 $3 줍니다. <b>과부하:</b> (1)","Spell","EX1_238",True,"Neutral","Daarken","Common",,1,,"번개 화살! 번개 화살! 번개 화살!","Shaman",,,,
,"Classic","별똥별","하수인 하나에게 피해를 $5 줍니다.","Spell","NEW1_007b",,,,,,,,,"Druid",,,,
,"Classic","별똥별","모든 적 하수인에게 피해를 $2 줍니다.","Spell","NEW1_007a",,,,,,,,,"Druid",,,,
,"Classic","별똥별","<b>선택 -</b> 하수인 하나에게 피해를 $5 줍니다. 또는 모든 적 하수인에게 피해를 $2 줍니다.","Spell","NEW1_007",True,,"Richard Wright","Rare",,5,,"하늘이 무너지는 거냐고요? 네 네 그렇다고 해 둡시다.","Druid",,,,
,"Classic","보랏빛 수습생",,"Minion","NEW1_026t",,,,,1,0,1,,,,,,
,"Classic","보랏빛 여교사","내가 주문을 시전할 때마다 1/1 보랏빛 수습생을 1명 소환합니다.","Minion","NEW1_026",True,,"James Ryman","Rare",3,4,5,"수업에 집중하지 않으면 당신을 돼지로 만들어 버릴지도 모릅니다. 그리고 당신의 이름이 칠판에 적히겠죠.",,,,,
,"Classic","보물에 눈이 멂","공격력 증가","Enchantment","NEW1_018e",,,,,,,,,,,,,
Battlecry,"Classic","부상당한 검귀","<b>전투의 함성:</b> 자신에게 피해를 4 줍니다.","Minion","CS2_181",True,"Horde","Samwise","Rare",4,3,7,"본인은 옛 전쟁에서 얻은 상처라고 주장하지만 모두들 면도하다 난 상처라고 생각합니다.",,,"",,
,"Classic","불덩이 작렬","피해를 $10 줍니다.","Spell","EX1_279",True,"Neutral","Luca Zontini","Epic",,10,,"이 카드를 뽑으면 잠시 시간을 내어 한 번 사악하게 웃어주십시오.","Mage",,,,
,"Classic","불의 군주 라그나로스","이 하수인은 적을 공격할 수 없습니다. 내 턴이 끝날 때 무작위 적에게 피해를 8 줍니다.","Minion","EX1_298",True,"Neutral","Greg Staples","Legendary",8,8,8,"라그나로스를 소환한 것은 검은무쇠 드워프였지만 이들은 결국 불의 군주를 섬기는 노예가 되고 말았습니다. 이렇게 라그나로스를 소환하는 일은 원치 않는 결과를 불러오는 일이 많습니다.",,,,,True
Divine Shield,"Classic","붉은십자군 성전사","<b>천상의 보호막</b>","Minion","EX1_020",True,"Alliance","Gonzalo Ordonez","Common",3,3,1,"세탁할 때 흰 옷이 물들지 않게 조심해야겠군요.",,,,,
Battlecry,"Classic","붉은해적단 바다사냥꾼","<b>전투의 함성:</b> 상대편의 무기 내구도를 1 감소시킵니다.","Minion","NEW1_025",True,,"Randy Gallegos","Rare",1,1,2,""해적 수칙"에 따르면 해적들은 자동 금화 인출기의 비밀번호로 모두 똑같은 네 자리 숫자를 사용해야 합니다.",,"Pirate",,,
Battlecry,"Classic","붉은해적단 약탈자","<b>전투의 함성:</b> 내 무기의 공격력만큼 공격력을 얻습니다.","Minion","NEW1_018",True,,"Jim Nelson","Common",2,2,3,""난 '요'가 포함된 요일에만 약탈을 하지."",,"Pirate",,,
,"Classic","블라옳옳옳","공격력 증가","Enchantment","EX1_509e",,,,,,,,,,,,,
,"Classic","비밀 간직","능력치 증가","Enchantment","EX1_080o",,,,,,,,,,,,,
Battlecry,"Classic","비밀결사단 어둠사제","<b>전투의 함성:</b> 공격력 2 이하인 적 하수인 하나를 우리편으로 만듭니다.","Minion","EX1_091",True,"Neutral","Chippy","Epic",4,6,5,"누가 비밀결사단을 위해 일하고 있는지 여러분은 상상조차 못할 겁니다...","Priest",,,,
,"Classic","비밀지기","각 플레이어가 <b>비밀</b>을 낼 때마다 +1/+1을 얻습니다.","Minion","EX1_080",True,"Alliance","Gonzalo Ordonez","Rare",1,1,2,"당신이 지난 여름에 한 일을 절대로 말하지 않겠다고 하는군요.",,,"",,
Battlecry|Charge,"Classic","비전 골렘","<b>돌진</b>. <b>전투의 함성:</b> 상대편에게 마나 수정을 1개 줍니다.","Minion","EX1_089",True,"Neutral","Sedhayu Ardian","Rare",4,3,2,"집에 비전 골렘이 있으면 집안 분위기가 참 고급스러워집니다. 아 이들은 좋은 대화 상대이기도 하지요.",,,,,
Secret,"Classic","빙결의 덫","<b>비밀:</b> 적 하수인이 공격하면 그 하수인을 주인의 손으로 돌려보내고 비용을 (2) 증가시킵니다.","Spell","EX1_611",True,"Neutral","Matt Gaser","Common",,2,,""우와 시원하겠다." - 빙결의 덫에 대한 적절한 반응. 또는 도발.","Hunter",,,,
,"Classic","빛샘","내 턴이 시작될 때 피해를 입은 아군 캐릭터 하나의 생명력을 3 회복시킵니다.","Minion","EX1_341",True,"Neutral","Blizzard Entertainment","Rare",0,2,5,"사람들이 빛샘을 무시하는 걸까요 아니면 안 보이는 걸까요.","Priest",,"",,
,"Classic","빛의 감시자","캐릭터가 하나 치유될 때마다 공격력을 +2 얻습니다.","Minion","EX1_001",True,,"Erik Ko","Rare",1,1,2,"빛의 감시자의 폭력성을 알아보기 위해 캐릭터를 치유해보겠습니다.",,,,,
,"Classic","빛의 정령","이 하수인의 공격력은 항상 생명력과 같습니다.","Minion","EX1_335",True,"Neutral","Daarken","Common",0,4,5,"빛의 대정령이 될 것이냐? 빛의 피조물이 될 것이냐?","Priest",,,,
,"Classic","뿌리 들기","공격력 +5","Enchantment","EX1_178be",,,,,,,,,"Druid",,,,
,"Classic","뿌리 들기","공격력을 +5 얻습니다.","Spell","EX1_178b",,"Neutral",,,,,,,"Druid",,,,
,"Classic","뿌리 박기","생명력 +5와 <b>도발</b> 능력을 얻습니다.","Spell","EX1_178a",,"Neutral",,,,,,,"Druid",,,,
,"Classic","뿌리 박기","생명력 +5 <b>도발</b>","Enchantment","EX1_178ae",,,,,,,,,"Druid",,,,
Charge,"Classic","사냥개","<b>돌진</b>","Minion","EX1_538t",,,,,1,1,1,,"Hunter","Beast",,,
Deathrattle,"Classic","사바나 사자","<b>죽음의 메아리:</b> 2/2 하이에나를 2마리 소환합니다.","Minion","EX1_534",True,,"Milivoj Ceran","Rare",6,6,5,"밀림에 사자가 없으면 하이에나가 왕이지요.","Hunter","Beast","",,
Battlecry,"Classic","사원 집행자","<b>전투의 함성:</b>
아군 하수인 하나에게 생명력을 +3 부여합니다.","Minion","EX1_623",True,,"Daren Bader","Common",6,6,6,""집행"이라는 이름의 검을 강탈당하고 속세를 떠나 사원으로 들어왔기에 사원 집행자라는 이름을 갖게 되었답니다.","Priest",,,,
,"Classic","산악거인","내 손에 있는 다른 카드 1장당 비용이 (1)씩 감소합니다.","Minion","EX1_105",True,"Neutral","Samwise","Epic",8,12,8,"이 친구의 어머니 말로는 좀 통뼈라 커보이는 거랍니다.",,,,,
,"Classic","새끼용",,"Minion","EX1_116t",,,,,1,1,1,,,"Dragon",,,
,"Classic","새끼용",,"Minion","ds1_whelptoken",,"Neutral",,,1,1,1,,,"Dragon",,,
,"Classic","생각 훔치기","상대편의 덱에서 카드를 2장 복사하여 내 손으로 가져옵니다.","Spell","EX1_339",True,"Neutral","Alex Garner","Common",,3,,""오크에게 생각 훔치기를 쓰면 뭘 얻는지 알아? 돌.덩.어.리!" - 타우렌 농담","Priest",,,,
,"Classic","샨도의 가르침","<b>도발</b> 능력이 있는 2/2 나무정령을 둘 소환합니다.","Spell","EX1_573b",,"Neutral",,,,,,,"Druid",,,,
Battlecry,"Classic","선장 그린스킨","<b>전투의 함성:</b> 내 무기에 +1/+1을 부여합니다.","Minion","NEW1_024",True,,"Dan Scott","Legendary",5,5,4,"그 말썽장이 아이들만 아니었다면 거대한 전함을 끌고 스톰윈드 항구로 쳐들어갈 뻔했습니다.",,"Pirate",,,True
,"Classic","섬광","모든 하수인이 <b>은신</b> 상태에서 벗어납니다. 적의 모든 <b>비밀</b>을 없앱니다. 카드를 1장 뽑습니다.","Spell","EX1_544",True,"Neutral","Tyler Walpole","Rare",,2,,"적의 모습을 드러낼 뿐만 아니라 파티의 분위기를 띄울 때도 좋습니다.","Hunter",,,,
Windfury,"Classic","성난바람 하피","<b>질풍</b>","Minion","EX1_033",True,"Alliance","Luke Mancini","Common",4,6,5,"하피는 참 거슬리는 소리를 냅니다. 이보다 더 상냥하게 묘사할 순 없을 것 같네요.",,,,,
Battlecry,"Classic","성난태양 파수병","<b>전투의 함성:</b> 양옆의 하수인들에게 <b>도발</b>을 부여합니다.","Minion","EX1_058",True,"Alliance","James Ryman","Rare",2,2,3,"방패를 가지고는 있지만 다른 이들에게 넘기고 자신은 숨어버리더군요.",,,,,
,"Classic","성장","그룰이 커지는 중...","Enchantment","NEW1_038o",,,,,,,,,,,,,
,"Classic","세나리우스","<b>선택</b> - 내 다른 하수인들에게 +2/+2를 부여합니다. 또는 <b>도발</b> 능력이 있는 2/2 나무정령을 둘 소환합니다.","Minion","EX1_573",True,"Neutral","Alex Horley Orlandelli","Legendary",5,9,8,"반신반의하시나요? 네 이 친구 반신반인 맞습니다. 그래서인지 반신욕을 싫어한다더군요.","Druid",,"",,True
Aura,"Classic","소환의 문","내 하수인들의 비용이 (2) 감소합니다. 단 (1)보다 낮아지진 않습니다.","Minion","EX1_315",True,"Neutral","Tyler Walpole","Common",0,4,4,"1 이하로는 안 내려간다고요! 헛수고하지 마세요!","Warlock",,"",,
,"Classic","속박 풀린 정령","내가 <b>과부하</b> 카드를 1장 낼 때마다 +1/+1을 얻습니다.","Minion","EX1_258",True,"Neutral","Matt Gaser","Common",2,3,4,"구속된 정령과 달리 속박 풀린 정령은 뜨거운 밤을 즐길 줄 압니다.","Shaman",,,,
,"Classic","손상된 골렘",,"Minion","skele21",,"Neutral",,"Common",2,1,1,,,"Mech",,,
Taunt,"Classic","수렁이끼괴물","<b>도발</b>","Minion","CS1_069",True,"Alliance","Monica Langlois","Common",3,5,6,"원래 이름은 수렁야수였지만 실제로는 야수가 아니라서 헷갈려하는 분들이 많았습니다. 그래서 더 예쁜 이름을 붙여줬죠.",,,,,
Battlecry,"Classic","수석땜장이 오버스파크","<b>전투의 함성:</b> 다른 무작위 하수인 하나를 5/5 데빌사우루스 또는 1/1 다람쥐로 변신시킵니다.","Minion","EX1_083",True,"Alliance","Tom Baxa","Legendary",3,3,3,"데빌사우루스 대신 리치 왕으로 변신시킬 가능성이 조오오오오금 있습니다. 아주 조오오오오오금.",,,,,True
,"Classic","수호자",,"Minion","EX1_130a",,"Neutral",,"Common",2,1,1,,"Paladin",,,,
,"Classic","순수한 힘!","능력치 증가","Enchantment","EX1_274e",,,,,,,,,"Mage",,,,
,"Classic","숲의 수호자","<b>선택</b> - 피해를 2 줍니다. 또는 하수인 하나를 <b>침묵</b>시킵니다.","Minion","EX1_166",True,"Neutral","Gabor Szikszai","Rare",2,4,4,"숲의 수호자라면서 왜 여태까지 나무정령을 일으키며 숲을 파괴했을까요?","Druid",,,,
,"Classic","숲의 영혼","내 하수인들에게 "<b>죽음의 메아리:</b> 2/2 나무정령 하나 소환" 능력을 부여합니다.","Spell","EX1_158",True,"Neutral","Markus Erdt","Common",,4,,"식목일에 쓰면 더 좋습니다.","Druid",,,,
,"Classic","숲의 영혼","죽음의 메아리: 2/2 나무정령 하나 소환","Enchantment","EX1_158e",,,,,,,,,"Druid",,,,
Windfury,"Classic","스랄마 선견자","<b>질풍</b>","Minion","EX1_021",True,"Horde","Efrem Palacios","Common",2,3,3,"지금은 지옥불 반도에서 근무 중이지만 오그리마에 더 가까운 곳으로 배치되길 원합니다. 최소한 땅에서 불을 뿜지는 않은 곳으로요.",,,,,
Battlecry,"Classic","시린빛 예언자","<b>전투의 함성:</b> 다른 <b>모든</b> 멀록에게 생명력을 +2 부여합니다.","Minion","EX1_103",True,"Neutral","Arthur Gimaldinov","Rare",2,3,3,"시린빛 멀록들은 심연의 나락 가장 깊은 곳에 삽니다. 즉 이들을 봤다는 것은 도망칠 곳도 없다는 뜻이죠.",,"Murloc",,,
Battlecry,"Classic","시린빛 점쟁이","<b>전투의 함성:</b> 모든 플레이어가 카드를 2장 뽑습니다.","Minion","EX1_050",True,"Neutral","Steve Prescott","Rare",2,3,2,"이들은 미래를 볼 수 있습니다. 미래에는 두 플레이어 모두 카드를 더 뽑게 될 거라는군요. 신통하네요.",,"Murloc",,,
,"Classic","시체먹기","공격력 증가","Enchantment","tt_004o",,,,,,,,,,,,,
,"Classic","신성한 불꽃","피해를 $5 줍니다. 내 영웅이 생명력을 #5 회복합니다.","Spell","EX1_624",True,,"Miguel Coimbra","Rare",,6,,"흑마법사의 생명력 흡수와 뭐가 다르냐고요?... 신... 신성 모독이다!","Priest",,,,
,"Classic","신의 격노","카드를 1장 뽑고 그 카드의 비용만큼 피해를 줍니다.","Spell","EX1_365",True,"Neutral","Justin Sweet","Rare",,5,,"제발 용암거인아 나와라!","Paladin",,,,
,"Classic","신의 은총","상대편 손에 있는 카드와 같은 수가 될 때까지 카드를 뽑습니다.","Spell","EX1_349",True,"Neutral","Lucas Graciano","Rare",,3,,"그냥 은총이 아니라 신의 은총입니다! 누군가 침대 밑에 숨겨 놓은 비상금을 찾아내 주는 것 같은 일이죠!","Paladin",,,,
,"Classic","신의 축복","생명력을 #8 회복시킵니다. 카드를 3장 뽑습니다.","Spell","EX1_354",True,"Neutral","Raymond Swanland","Epic",,8,,"당신의 목숨을 구해줄 단 한 장의 축복 같은 카드입니다.","Paladin",,,,
Deathrattle,"Classic","실바나스 윈드러너","<b>죽음의 메아리:</b> 무작위 적 하수인 하나를 우리편으로 만듭니다.","Minion","EX1_016",True,,"Glenn Rane","Legendary",5,6,5,"실바나스는 "아서스에 의해" 밴시 여왕으로 되살아났으나 그냥 놔두는 게 나았을지도 모릅니다. 그 사실이 실바나스를 열 받게 했으니까요.",,,,,True
Divine Shield,"Classic","실버문 수호병","<b>천상의 보호막</b>","Minion","EX1_023",True,"Horde","Phroilan Gardner","Common",3,4,3,"수호병들이 처음 스컬지로부터 실버문을 지키려 했을 때는 결과가 좋지 않았습니다...",,,,,
,"Classic","실험!","광기의 연금술사가 공격력과 생명력 바꿈","Enchantment","EX1_059e",,,,,,,,,,,,,
,"Classic","심리 조작","상대편의 덱에서 무작위 하수인 하나를 복사하여 내 전장에 놓습니다.","Spell","EX1_345",True,"Neutral","Zoltan & Gabor","Epic",,4,,"인생은 한 방입니다.","Priest",,,,
,"Classic","쓸모없는 임프","<i>악마가 다 떨어졌습니다! 그래도 임프는 항상 당신 곁에 있을 것입니다...</i>","Minion","EX1_317t",,,,"Common",1,1,1,,"Warlock","Demon",,,
Battlecry,"Classic","아라시 무기제작자","<b>전투의 함성:</b> 2/2 무기를 장착합니다.","Minion","EX1_398",True,"Neutral","Samwise","Common",3,4,3,"장착 무기류를 50% 할인합니다! 기간 한정!","Warrior",,,,
,"Classic","아르거스의 대리인","+1/+1 <b>도발</b>","Enchantment","EX1_093e",,,,,,,,,,,,,
Battlecry,"Classic","아르거스의 수호자","<b>전투의 함성:</b> 양옆의 하수인들에게 +1/+1과 <b>도발</b>을 부여합니다.","Minion","EX1_093",True,"Alliance","Alex Horley Orlandelli","Rare",2,4,3,"아르거스에도 수호자가 필요할까 싶으셨겠지만 네. 보시다시피 필요한 것 같네요.",,,,,
Enrage,"Classic","아마니 광전사","<b>격노:</b> 공격력 +3","Minion","EX1_393",True,"Neutral","Chippy","Common",2,2,3,"아마니 광전사가 "지금 날 쳐다보는 거냐?!" 라고 물어보면 단호하게 대답하세요. "누구 저요?"",,,,,
,"Classic","아옳옳옳","생명력 +2","Enchantment","EX1_103e",,,,,,,,,,,,,
,"Classic","아지노스의 불꽃",,"Minion","EX1_614t",,,,,2,1,1,,,,,,
Aura,"Classic","아키나이 영혼사제","생명력을 회복시키는 내 카드와 능력들이 이제 그만큼의 피해를 줍니다.","Minion","EX1_591",True,"Neutral","Doug Alexander","Rare",3,4,5,"아키나이들은 세상에 종말이 온다는 걸 알고 있습니다. 언제 오는진 잘 모르지만요.","Priest",,,,
,"Classic","악마 감지","덱에 있는 무작위 악마 둘을 내 손으로 가져옵니다.","Spell","EX1_317",True,"Neutral","Raven Mimura","Common",,3,,"일반적으로 악마들은 굉장히 눈에 띄는 존재여서 굳이 주문까지 사용하지 않아도 감지할 수 있습니다.","Warlock",,,,
,"Classic","악마의 불꽃","하수인 하나에게 피해를 $2 줍니다. 대상이 아군 악마면 +2/+2를 부여합니다.","Spell","EX1_596",True,"Neutral","Ben Wootten","Common",,2,,"악마의 불꽃은 절대 꺼지지 않는다는 점만 빼면 일반 불꽃과 똑같습니다. 그러니까 이 불 좀 꺼주세요!!!!!!!","Warlock",,,,
,"Classic","악마의 불꽃","+2/+2","Enchantment","EX1_596e",,"Neutral",,"Common",,0,,,"Warlock",,,,
,"Classic","악몽","하수인 하나에게 +5/+5를 부여하고 나의 다음 턴이 시작될 때 처치합니다.","Spell","DREAM_05",,,,,,0,,,"Dream",,,,
,"Classic","악몽","+5/+5 하지만 곧 죽음","Enchantment","DREAM_05e",,,,,,,,,,,,,
Battlecry,"Classic","알도르 평화감시단","<b>전투의 함성:</b> 적 하수인 하나의 공격력을 1로 바꿉니다.","Minion","EX1_382",True,"Neutral","Dany Orizio","Rare",3,3,3,"알도르는 딱 두 가지를 싫어합니다. 점술가 길드와 점술가 길드원이죠.","Paladin",,,,
Battlecry,"Classic","알렉스트라자","<b>전투의 함성:</b> 선택한 영웅의 남은 생명력을 15로 만듭니다.","Minion","EX1_561",True,"Neutral","Raymond Swanland","Legendary",8,9,8,"생명의 어머니 알렉스트라자는 모두에게 삶과 희망을 줍니다. 데스윙만 빼고요. 아 말리고스 네크로스도 빼고요.",,"Dragon",,,True
,"Classic","알렉스트라자의 불길","생명력 15로 만들기","Enchantment","EX1_561e",,,,,,,,,,,,,
AffectedBySpellPower,"Classic","암흑불길","아군 하수인 하나를 처치하고 그 하수인의 공격력만큼 모든 적 하수인에게 피해를 줍니다.","Spell","EX1_303",True,"Neutral","Dave Kendall","Rare",,4,,"강력한 하수인에 암흑불길을 살짝 섞어 주면 행복한 시간을 보낼 수 있습니다!","Warlock",,,,
,"Classic","암흑의 광기","공격력 3 이하인 적 하수인 하나를 이번 턴에만 조종합니다.","Spell","EX1_334",True,"Neutral","Mark Gibbons","Rare",,4,,"당신이 뭐라고 변명하든 상대편 입장에선 짜증납니다.","Priest",,,,
,"Classic","압도적인 힘","+4/+4 하지만 턴이 끝나면 처참하게 죽음","Enchantment","EX1_316e",,"Neutral",,,,,,,"Warlock",,,,
,"Classic","압도적인 힘","아군 하수인 하나에게 +4/+4를 부여합니다. 턴이 끝나면 그 하수인은 죽습니다. 처참하게.","Spell","EX1_316",True,"Neutral","Tom Baxa","Common",,1,,"얼마나 처참하게 죽는지 차마 말로 표현할 수 없을 정도입니다. 너무 끔찍합니다! 아니 끔찍 그 이상입니다. 그냥 상상하지 마십시오.","Warlock",,,,
AffectedBySpellPower,"Classic","야생성","하수인 하나에게 내 영웅의 공격력만큼 피해를 줍니다.","Spell","EX1_578",True,"Neutral","Dave Rapoza","Rare",,1,,"일부 드루이드들이 야생성을 보이는 건 사실이나 대부분은 조용한 곳에서 차 한잔하는 것을 즐긴답니다.","Druid",,,,
,"Classic","야생의 힘","<b>선택</b> - 내 하수인들에게 +1/+1을 부여합니다. 또는 3/2 표범을 1마리 소환합니다.","Spell","EX1_160",True,"Neutral","Steve Tappin","Common",,2,,"표범을 만났을 땐 표범과 눈을 마주치지 마십시오. 아니 '계속 표범의 눈을 보십시오'였던가? 뭐 둘 중 하나였던 것 같습니다.","Druid",,,,
,"Classic","야수 정령","<b>도발</b> 능력이 있는 2/3 늑대 정령을 둘 소환합니다. <b>과부하:</b> (2)","Spell","EX1_248",True,"Neutral","Clint Langley","Rare",,3,,"늑대 정령들은 일반 늑대와 유사하지만 발바닥이 더 보들보들하다고 합니다.","Shaman",,,,
,"Classic","야수의 격노","이번 턴에 아군 야수 1마리에게 공격력 +2와 <b>피해 면역</b>을 부여합니다.","Spell","EX1_549",True,"Neutral","Alex Horley Orlandelli","Epic",,1,,"표면적으론 그냥 분노한 걸로 보이겠지만 사실은 다이어트와 오랜 방치가 원인입니다.","Hunter",,,,
OneTurnEffect,"Classic","야수의 격노","이번 턴에 공격력 +2 <b>피해 면역</b>","Enchantment","EX1_549o",,,,,,,,,"Hunter",,,,
,"Classic","어둠의 명령","이번 턴에는 상대편의 명을 따름","Enchantment","EX1_334e",,,,,,,,,"Priest",,,,
,"Classic","어둠의 형상","내 영웅 능력이 '피해를 2 줍니다.'로 바뀝니다. (이미 어둠의 형상이었다면 피해 3)","Spell","EX1_625",True,,"Alex Horley Orlandelli","Epic",,3,,"빛을 어둠으로 돌리는 건 쉽지만 어둠을 빛으로 돌리는 건 어렵다는 걸 보여주는 좋은 예라고 할 수 있죠.","Priest",,,,
Windfury,"Classic","어린 용매","<b>질풍</b>","Minion","CS2_169",True,"Horde","Greg Hildebrandt","Common",1,1,1,"벌처럼 날아 나비처럼 쏩니다.",,"Beast",,,
Battlecry,"Classic","얼굴 없는 배후자","<b>전투의 함성:</b> 선택한 하수인으로 변신합니다.","Minion","EX1_564",True,"Neutral","Raymond Swanland","Epic",3,5,3,"얼굴 없는 자들은 공포를 먹고 사는 요그사론의 하수인입니다. 지금도 좋은 카드들을 실수로 마력 추출해버리면 어쩌나 걱정하고 있는 당신의 공포를 먹고 있죠.",,,,,
Secret,"Classic","얼음 방패","<b>비밀:</b> 내 영웅이 치명적인 피해를 입으면 피해를 막고 이번 턴에 <b>피해 면역</b> 상태가 됩니다.","Spell","EX1_295",True,"Neutral","Carl Frank","Epic",,3,,"얼음 막음 좋음!","Mage",,,,
OneTurnEffect,"Classic","얼음 방패","이번 턴에 <b>피해 면역</b>","Enchantment","EX1_295o",,,,,,,,,"Mage",,,,
Secret,"Classic","얼음 보호막","<b>비밀:</b> 내 영웅이 공격받으면 방어도를 +8 얻습니다.","Spell","EX1_289",True,"Neutral","Alex Garner","Common",,3,,"공격대 뛰다 보면 그런 사람 꼭 있죠. 맞을 거 다 맞고 생존기 켜는 사람.","Mage",,,,
