SET,NAME,TEXT,COST,FLAVOR,TYPE,ID,COLLECTIBLE,FACTION,RARITY,HEALTH,PLAYERCLASS,ARTIST,ATTACK,HOWTOGETGOLD,MECHANICS,HOWTOGET,DURABILITY,INPLAYTEXT,RACE
Basic,石化武器,在本回合中，该角色获得+3攻击力。,,,Enchantment,CS2_045e,,,,,Shaman,,,,OneTurnEffect,,,,
Basic,石拳食人魔,,6,“我非常厉害，绝对值这个价格！”,Minion,CS2_200,True,,Free,7,,Brian Despain,6,术士达到51级后解锁。,,,,,
Basic,石爪图腾,<b>嘲讽</b>,1,,Minion,CS2_051,,Neutral,Free,2,Shaman,,0,,Taunt,,,,Totem
Basic,石牙野猪,<b>冲锋</b>,1,决斗的时候离它们远点儿。,Minion,CS2_171,True,Neutral,Free,1,,Howard Lyon,1,猎人达到53级后解锁。,Charge,,,,Beast
Basic,破碎残阳祭司,<b>战吼：</b>使一个友方随从获得+1/+1。,3,他们会随身带着一瓶太阳井能量饮料！,Minion,EX1_019,True,Neutral,Common,2,,Doug Alexander,3,牧师达到53级后解锁。,Battlecry,,,,
Basic,神圣之灵,该随从的生命值翻倍。,,,Enchantment,CS2_236e,,,,,Priest,,,,,,,,
Basic,神圣之灵,使一个随从的生命值翻倍。,2,加倍的付出会得到加倍的收获！,Spell,CS2_236,True,,Common,,Priest,Jim Pavelec,,达到28级后解锁。,,达到2级后解锁。,,,
Basic,神圣惩击,造成$2点伤害。,1,这和多么虔诚没有关系，每个人都需要时不时有人鞭策一下。,Spell,CS1_130,True,Neutral,Free,,Priest,Steve Ellis,,达到23级后解锁。,,达到1级后解锁。,,,
Basic,神圣新星,对所有敌人造成$2点伤害，为所有友方角色恢复#2点生命值。,5,没有得到圣光眷顾的人切忌使用这个法术，它滋润善者，惩罚恶徒。,Spell,CS1_112,True,Neutral,Common,,Priest,Luca Zontini,,达到45级后解锁。,,达到6级后解锁。,,,
Basic,祭司的祝福,+1/+1。,,,Enchantment,EX1_019e,,,,,Priest,,,,,,,,
Basic,稳固射击,<b>英雄技能</b>对敌方英雄造成2点伤害。,2,,Hero Power,DS1h_292,,Neutral,Free,,Hunter,,,,,,,,
Basic,空气之怒图腾,<b>法术伤害+1</b>,1,,Minion,CS2_052,,Neutral,Free,2,Shaman,,0,,Spellpower,,,,Totem
Basic,竞技场主宰,<b>嘲讽</b>,6,他曾经是一个2100分段的竞技场高端玩家。但那已经是几年前的事情了，而且没人能阻止他继续吹嘘这件事。,Minion,CS2_162,True,Alliance,Common,5,,E.M. Gist,6,牧师达到59级后解锁。,Taunt,,,,
Basic,米莎,<b>嘲讽</b>,3,,Minion,NEW1_032,,,Common,4,Hunter,,4,,Taunt,,,,Beast
Basic,精灵弓箭手,<b>战吼：</b>造成1点伤害。,1,媚眼如丝，轻盈如燕，致命如箭。,Minion,CS2_189,True,Horde,Common,1,,Steve Prescott,1,德鲁伊达到57级后解锁。,Battlecry,,,,
Basic,精神控制,该随从的控制权发生了变化。,,,Enchantment,CS1_113e,,Neutral,Common,,Priest,,,,,,,,
Basic,精神控制,获得一个敌方随从的控制权。,10,被称为“最有可能让你的对手捶地撞墙的法术。”,Spell,CS1_113,True,Neutral,Common,,Priest,Sean O’Daniels,,达到49级后解锁。,,达到10级后解锁。,,,
Basic,绵羊,,0,,Minion,CS2_tk1,,Neutral,Common,1,,,1,,,,,,Beast
Basic,绿洲钳嘴龟,,4,它的梦想是能够像它的偶像那样飞行和吐息火焰，但这样的梦想永远无法实现。,Minion,CS2_119,True,,Free,7,,Ittoku,2,德鲁伊达到51级后解锁。,,,,,Beast
Basic,背刺,对一个未受伤的随从造成$2点伤害。,0,大叫着“看那儿！”，然后让你的对手背对着你，这一招总是出奇地有效。,Spell,CS2_072,True,Neutral,Free,,Rogue,Michael Sutfin,,达到36级后解锁。,,达到1级后解锁。,,,
Basic,腐蚀术,选择一个敌方随从，在你的回合开始时，消灭该随从。,1,心灵的腐蚀来自于最初的一些小偷小摸，而在你意识到它之前...嘭！一切化为乌有！,Spell,CS2_063,True,Neutral,Common,,Warlock,Wayne Reynolds,,达到32级后解锁。,,达到2级后解锁。,,,
Basic,腐蚀术,在施放腐蚀术的玩家的回合开始时，消灭该随从。,,,Enchantment,CS2_063e,,,,,Warlock,,,,,,,,
Basic,致命药膏,+2攻击力。,,,Enchantment,CS2_074e,,,,,,,,,,,,,
Basic,致命药膏,使你的武器获得+2攻击力。,1,潜行者们都小心翼翼地保守着制毒的秘密，唯恐法师们把毒药用在他们的法术之中。毒性箭？剧毒之雨？毒元素？听上去就很可怕。,Spell,CS2_074,True,Neutral,Free,,Rogue,Trevor Jacobs,,达到43级后解锁。,,达到1级后解锁。,,,
Basic,苔原犀牛,你的野兽获得<b>冲锋</b>。,5,人们经常无法分清苔原犀牛和科多兽。这是一头苔原犀牛，对不对？,Minion,DS1_178,True,Neutral,Common,5,Hunter,Lars Grant-West,2,达到43级后解锁。,,达到8级后解锁。,,,Beast
Basic,英勇打击,在本回合中，+4攻击力。,,,Enchantment,CS2_105e,,,,,Warrior,,,,OneTurnEffect,,,,
Basic,英勇打击,在本回合中，使你的英雄获得+4攻击力。,2,真英雄，必英勇，赶快使用英勇打击，做真英雄！,Spell,CS2_105,True,Neutral,Free,,Warrior,Jonboy Meyers,,达到15级后解锁。,,达到1级后解锁。,,,
Basic,萨尔,,,,Hero,HERO_02,True,Neutral,Free,30,Shaman,,,,,,,,
Basic,蓝腮战士,<b>冲锋</b>,2,他只是想要一个拥抱。一个黏黏的...滑滑的...拥抱。,Minion,CS2_173,True,Neutral,Common,1,,Jakub Kasper,2,圣骑士达到53级后解锁。,Charge,,,,Murloc
Basic,藏宝海湾保镖,<b>嘲讽</b>,5,你可以雇佣他们为你效命...直到有人出更高的价钱来让他们对付你。,Minion,CS2_187,True,Horde,Common,4,,Matt Cavotta,5,萨满祭司达到55级后解锁。,Taunt,,,,
Basic,虚空行者,<b>嘲讽</b>,1,虽然他也拥有蓝色的，胖胖的身材，但他和某部动画片里的主角没关系。,Minion,CS2_065,True,Neutral,Free,3,Warlock,Alex Horley Orlandelli,1,达到36级后解锁。,Taunt,达到1级后解锁。,,,Demon
Basic,血沼迅猛龙,,2,“去杀30条迅猛龙。”——赫米特·奈辛瓦里,Minion,CS2_172,True,Horde,Free,2,,Dan Brereton,3,猎人达到57级后解锁。,,,,,Beast
Basic,谦逊,攻击力变为1。,,,Enchantment,EX1_360e,,Neutral,,,Paladin,,,,,,,,
Basic,谦逊,使一个随从的攻击力变为1。,1,这张牌真是会让人的心情很糟糕，就像潮湿阴冷的天气。,Spell,EX1_360,True,Neutral,Common,,Paladin,Daren Bader,,达到28级后解锁。,,达到6级后解锁。,,,
Basic,达拉然法师,<b>法术伤害+1</b>,3,你肯定没见过达拉然战士。,Minion,EX1_582,True,Neutral,Common,4,,Jim Nelson,1,法师达到59级后解锁。,Spellpower,,,,
Basic,追踪术,检视你的牌库顶的三张牌，将其中一张置入手牌，弃掉其余牌。,1,为了那些不知道该把什么牌放入套牌的人准备的！,Spell,DS1_184,True,Neutral,Free,,Hunter,Mauro Cascioli,,达到15级后解锁。,,达到1级后解锁。,,,
Basic,邪恶短刀,,1,,Weapon,CS2_082,,Neutral,Free,,Rogue,,1,,,,2,,
Basic,酸性沼泽软泥怪,<b>战吼：</b>摧毁对手的武器。,2,软泥怪喜欢弗拉曼柯舞。别问为什么。,Minion,EX1_066,True,Alliance,Common,2,,Chris Rahn,3,潜行者达到57级后解锁。,Battlecry,,,,
Basic,野性印记,使一个随从获得<b>嘲讽</b>和+2/+2。<i>（+2攻击力/+2生命值）</i>,2,这种爪子形状的印记如果纹在身上，人们一定知道你是德鲁伊玩家。,Spell,CS2_009,True,Neutral,Free,,Druid,Brad Vancata,,达到28级后解锁。,,达到1级后解锁。,,,
Basic,野性印记,该随从获得+2/+2和<b>嘲讽</b>。,,,Enchantment,CS2_009e,,,,,Druid,,,,,,,,
Basic,野性成长,获得一个空的法力水晶。,2,使用法力水晶增长装置增加你的法力值，只要399！,Spell,CS2_013,True,Neutral,Free,,Druid,James Ryman,,达到23级后解锁。,,达到1级后解锁。,,,
Basic,野猪,,1,,Minion,CS2_boar,,Neutral,Common,1,,,1,,,,,,Beast
Basic,野蛮咆哮,在本回合中，获得+2攻击力。,,,Enchantment,CS2_011o,,,,,Druid,,,,OneTurnEffect,,,,
Basic,野蛮咆哮,在本回合中，使你的所有角色获得+2攻击力。,3,显然这对火元素和水元素也有作用。难道这说明元素也是长耳朵的吗？,Spell,CS2_011,True,Neutral,Common,,Druid,Grace Liu,,达到43级后解锁。,,达到4级后解锁。,,,
Basic,铁炉堡火枪手,<b>战吼：</b>造成1点伤害。,3,“准备！瞄准！干杯！”,Minion,CS2_141,True,Alliance,Common,2,,Tooth,2,法师达到55级后解锁。,Battlecry,,,,
Basic,铁鬃灰熊,<b>嘲讽</b>,3,“瘦死的棕熊比兽人大。”,Minion,CS2_125,True,Neutral,Common,3,,Lars Grant-West,3,猎人达到59级后解锁。,Taunt,,,,Beast
Basic,银背族长,<b>嘲讽</b>,3,尽管他表现得像个领导者，但实际上银背母猩猩才是真正管事的人。,Minion,CS2_127,True,Horde,Common,4,,Daren Bader,1,战士达到53级后解锁。,Taunt,,,,Beast
Basic,镜像,召唤两个0/2，并具有<b>嘲讽</b>的随从。,1,哦，嘿，这是个镜像！！像镜个是这，嘿，哦,Spell,CS2_027,True,Neutral,Common,,Mage,Jim Nelson,,达到36级后解锁。,,达到4级后解锁。,,,
Basic,镜像,<b>嘲讽</b>,0,,Minion,CS2_mirror,,Neutral,Common,2,Mage,,0,,Taunt,,,,
Basic,闪金镇步兵,<b>嘲讽</b>,1,如果闪金镇都是由1/2的步兵把守的话，那它早在多年以前就被毁了。,Minion,CS1_042,True,Alliance,Common,2,,Donato Giancola,1,圣骑士达到57级后解锁。,Taunt,,,,
Basic,闷棍,将一个敌方随从移回你的对手的手牌。,2,“潜行者”的闷棍技术比“盗贼”好很多，他们不用天赋支持，就可以保证百分之百闷棍命中。,Spell,EX1_581,True,Neutral,Free,,Rogue,Scott Altmann,,达到40级后解锁。,,达到1级后解锁。,,,
Basic,雷克萨,,,,Hero,HERO_05,True,Neutral,Free,30,Hunter,,,,,,,,
Basic,雷欧克,其他友方随从获得+1攻击力。,3,,Minion,NEW1_033,,,Common,4,Hunter,,2,,,,,,Beast
Basic,雷矛特种兵,<b>战吼：</b>造成2点伤害。,5,雷矛特种兵都是爆破专家。他们还会烘焙简易的蛋糕。,Minion,CS2_150,True,Alliance,Common,2,,Kev Walker,4,圣骑士达到51级后解锁。,Battlecry,,,,
Basic,霍弗,<b>冲锋</b>,3,,Minion,NEW1_034,,,Common,2,Hunter,,4,,Charge,,,,Beast
Basic,霜狼军旗,属性值提高。,,,Enchantment,CS2_226e,,,,,,,,,,,,,
Basic,霜狼步兵,<b>嘲讽</b>,2,他的祖祖辈辈都是步兵，这已经不仅仅是一份工作而已了。,Minion,CS2_121,True,Neutral,Common,2,,Richie Marella,2,萨满祭司达到57级后解锁。,Taunt,,,,
Basic,霜狼督军,<b>战吼：</b>战场上每有一个其他友方随从，便获得+1/+1。,5,为了争夺奥克兰特山谷的控制权，霜狼氏族和雷矛探险队打得不可开交。任何前来企图进行和平谈判的斡旋者都会被处死。,Minion,CS2_226,True,Horde,Common,4,,James Ryman,4,萨满祭司达到53级后解锁。,Battlecry,,,,
Basic,青蛙,<b>嘲讽</b>,0,,Minion,hexfrog,,Neutral,Common,1,,,0,,Taunt,,,,Beast
Basic,顺劈斩,对两个随机敌方随从造成$2点伤害。,2,嘿，你们俩...你们能不能站在一起？就一会儿...,Spell,CS2_114,True,Neutral,Common,,Warrior,Phroilan Gardner,,达到40级后解锁。,,达到2级后解锁。,,,
Basic,风怒,使一个随从获得<b>风怒</b>。,2,比起“地怒”或是“火怒”，萨满们更喜欢使用“风怒”，因为它更轻巧，更飘逸。,Spell,CS2_039,True,Neutral,Free,,Shaman,Justin Sweet,,达到23级后解锁。,,达到1级后解锁。,,,
Basic,风语者,<b>战吼：</b>使一个友方随从获得<b>风怒</b>。,4,患有口臭的风语者...还有什么比这更糟糕的吗？,Minion,EX1_587,True,Neutral,Common,3,Shaman,Vance Kovacs,3,达到45级后解锁。,Battlecry,达到8级后解锁。,,,
Basic,食人魔法师,<b>法术伤害+1</b>,4,教授食人魔如何施法是个值得商榷的决定。,Minion,CS2_197,True,Neutral,Common,4,,James Ryman,4,术士达到55级后解锁。,Spellpower,,,,
Basic,饥饿的秃鹫,每当你召唤一个野兽，抽一张牌。,5,如果你喂饱了它，它就名不副实了。,Minion,CS2_237,True,,Common,2,Hunter,Bernie Kang,3,达到47级后解锁。,,达到4级后解锁。,,,Beast
Basic,驯兽师,<b>战吼：</b>使一个友方野兽获得+2/+2并获得<b>嘲讽</b>。,4,“是谁把狗放出来的？”他问。其实，这只是他的口头禅。,Minion,DS1_070,True,Neutral,Free,3,Hunter,Dan Brereton,4,达到28级后解锁。,Battlecry,达到1级后解锁。,,,
Basic,驯兽师的训练,+2/+2并具有<b>嘲讽</b>。,,,Enchantment,DS1_070o,,,,,Hunter,,,,,,,,
Basic,骷髅,<b></b>,1,,Minion,skele11,,Neutral,Common,1,,,1,,,,,,
Basic,魅魔,<b>战吼：</b>随机弃一张牌。,2,术士们的假期都很香艳。,Minion,EX1_306,True,Neutral,Free,3,Warlock,Matt Dixon,4,达到40级后解锁。,Battlecry,达到1级后解锁。,,,Demon
Basic,魔爆术,对所有敌方随从造成$1点伤害。,2,魔爆术曾是让法师们区别于艾泽拉斯其他职业的技能之一。,Spell,CS2_025,True,Neutral,Free,,Mage,Howard Lyon,,达到28级后解锁。,,达到1级后解锁。,,,
Basic,鱼人斥候,,0,,Minion,EX1_506a,,Neutral,Common,1,,,1,,,,,,Murloc
Basic,鱼人猎潮者,<b>战吼：</b>召唤一个1/1的鱼人斥候。,2,“死亡之潮升涌而起！”,Minion,EX1_506,True,Neutral,Common,1,,Dan Scott,2,潜行者达到53级后解锁。,Battlecry,,,,Murloc
Basic,鱼人袭击者,,1,姆啦啦咯哈姆噶啊啊嘎，姆啦嘎嘎咯，啵啦啦嗯嘞噶哈，姆啦嗝，咯啦哈哈吧啦咯。加尔鲁什咯嘛啦喝，嘛啦咯呵！,Minion,CS2_168,True,Alliance,Free,1,,Dan Scott,2,牧师达到51级后解锁。,,,,,Murloc
Basic,鲁莽火箭兵,<b>冲锋</b>,6,一个疯狂的火箭兵加上一个装满炸药的火箭。完美的组合。,Minion,CS2_213,True,Horde,Free,2,,John Polidora,5,萨满祭司达到59级后解锁。,Charge,,,,
