SET,NAME,HEALTH,TYPE,ID,PLAYERCLASS,DURABILITY,RARITY,ATTACK,COST,TEXT,FACTION,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Classic,熊形态,,Spell,EX1_165b,Druid,,Common,,,+2生命值并具有<b>嘲讽</b>。,Neutral,,,,,,,,,
Classic,熔岩爆裂,,Spell,EX1_241,Shaman,,Rare,,3,造成$5点伤害，<b>过载：</b>（2）,Neutral,,,True,Dan Scott,就像火焰领主吐了一口口水，呃，火。,,,,
Classic,熔核巨人,8,Minion,EX1_620,,,Epic,8,20,你的英雄每受到1点伤害，这张牌的法力值消耗便减少（1）点。,,,,True,Glenn Rane,无数初次来到熔火之心的冒险者倒在他滚烫的脚掌之下。,,,,
Classic,蒸发,,Spell,EX1_594,Mage,,Rare,,3,<b>奥秘：</b>当一个随从攻击你的英雄，将其消灭。,Neutral,Secret,,True,Raymond Swanland,是不是因为死亡之翼的对手使用这张牌击败了他，所以他一怒之下引发了大灾变？我们不得而知。,,,,
Classic,爆炸射击,,Spell,EX1_537,Hunter,,Rare,,5,对一个随从造成$5点伤害，并对其相邻的随从造成$2点伤害。,Neutral,,,True,Tom Baxa,拉动保险销，数到5，再开火。然后躲起来。,,,,
Classic,爆炸陷阱,,Spell,EX1_610,Hunter,,Common,,2,<b>奥秘：</b>当你的英雄受到攻击，对所有敌人造成$2点伤害。,Neutral,Secret,,True,Brandon Kitkouski,普通陷阱捉到的是猎物；爆炸陷阱捉到的是烤熟的食物！,,,,
Classic,牛头人战士,3,Minion,EX1_390,,,Common,2,3,<b>嘲讽</b>，<b>激怒：</b>+3攻击力。,Neutral,Enrage|Taunt,,True,Paul Warzecha,牛头人战士：莫高雷勇士，野猪人杀手，雷霆崖电梯发明者。,,,,
Classic,狂奔科多兽,5,Minion,NEW1_041,,,Rare,3,5,<b>战吼：</b>随机消灭一个攻击力小于或等于2的敌方随从。,,Battlecry,,True,Daren Bader,这只科多兽太大了，以至于他经常会踩到一些小动物。,Beast,,,
Classic,狂暴,,Enchantment,EX1_604o,Warrior,,,,,攻击力增加。,,,,,,,,,,
Classic,狂暴,,Spell,CS2_104,Warrior,,Common,,2,使一个受伤的随从获得+3/+3。,Neutral,,,True,Jonboy Meyers,随从很愤怒。随从很厉害！,,,,
Classic,狂暴,,Enchantment,CS2_104e,Warrior,,,,,+3/+3。,,,,,,,,,,
Classic,狂野怒火,,Enchantment,EX1_549o,Hunter,,,,,在本回合中，+2攻击力并具有<b>免疫</b>。,,OneTurnEffect,,,,,,,,
Classic,狂野怒火,,Spell,EX1_549,Hunter,,Epic,,1,在本回合中，使一只友方野兽获得+2攻击力并具有<b>免疫</b>。,Neutral,,,True,Alex Horley Orlandelli,盛燃的愤怒掩藏于表面之下，同时还伴随着野性的狂放不羁和些许傲慢。,,,,
Classic,狂野炎术师,2,Minion,NEW1_020,,,Rare,3,2,每当你施放一个法术，对所有随从造成1点伤害。,,,,True,Alex Horley Orlandelli,爆炸吧，宝贝儿！炸得越烂越好！让那些统治者去死吧！,,,,
Classic,狙击,,Spell,EX1_609,Hunter,,Common,,2,<b>奥秘：</b>当你的对手打出一张随从牌时，对该随从造成$4点伤害。,Neutral,Secret,,True,Lorenzo Minaca,伟大的狙击手总是能够正中目标。就像吃下一整块猪肋排。嗯，味道好极了。,,,,
Classic,狼人渗透者,1,Minion,EX1_010,,,Common,2,1,<b>潜行</b>,Alliance,Stealth,,True,Raymond Swanland,他们原本都是人类，他们更知道怎样悄无声息地进入某些人类的居所中。,,,,
Classic,狼群之力,,Enchantment,EX1_162o,,,,,,恐狼前锋使得该随从获得+1攻击力。,,,,,,,,,,
Classic,猎犬,1,Minion,EX1_538t,Hunter,,,1,1,<b>冲锋</b>,,Charge,,,,,Beast,,,
Classic,猎豹,2,Minion,EX1_160t,Druid,,Common,3,2,,,,,,,,Beast,,,
Classic,猎豹形态,,Spell,EX1_165a,Druid,,Common,,,<b>冲锋</b>,Neutral,,,,,,,,,
Classic,猛击,,Spell,EX1_391,Warrior,,Common,,2,对一个随从造成$2点伤害，如果它依然存活，则抽一张牌。,Neutral,,,True,E.M. Gist,“咚次哒次，咚次哒次”：如果你听到食人魔这样的“歌声”，那已经太晚了。,,,,
Classic,王牌猎人,2,Minion,EX1_005,,,Epic,4,3,<b>战吼：</b>消灭一个攻击力大于或等于7的随从。,,Battlecry,,True,Chris Seaman,魔暴龙之类的猎物已经让他提不起兴趣了。很快，他就会提着一把生锈的“科罗尔之刃”去猎杀奥妮克希亚了。,,,,
Classic,玛里苟斯,12,Minion,EX1_563,,,Legendary,4,9,<b>法术伤害+5</b>,Neutral,Spellpower,,True,Michael Komarck,玛里苟斯憎恨凡人使用魔法。那会让他气急败坏！,Dragon,True,,
Classic,生命灌注,,Enchantment,EX1_623e,Priest,,,,,+3生命值,,,,,,,,,,
Classic,生而平等,,Spell,EX1_619,Paladin,,Rare,,2,将所有随从的生命值变为1。,Neutral,,,True,Michal Ivan,正因为我们都是独一无二的，所以我们都是平等的。,,,,
Classic,生而平等,,Enchantment,EX1_619e,Paladin,,,,,生命值变为1。,,,,,,,,,,
Classic,生长,,Enchantment,NEW1_038o,,,,,,格鲁尔正在变得更强......,,,,,,,,,,
Classic,疯狂投弹者,2,Minion,EX1_082,,,Common,3,2,<b>战吼：</b>造成3点伤害，随机分配于其他角色身上。,Alliance,Battlecry,,True,Mike Sass,其实他也不算是很疯狂，他只是应该在携带炸药的时候更加小心一点而已。,,,,
Classic,疯狂的炼金师,2,Minion,EX1_059,,,Rare,2,2,<b>战吼：</b>使一个随从的攻击力和生命值互换。,Neutral,Battlecry,,True,Tom Fleming,“你一定会喜欢我的新配方的！”他总是这么说...特别是当你对你现在的触手数量不满意的时候。,,,,
Classic,白银之手骑士,4,Minion,CS2_151,,,Common,4,5,<b>战吼：</b>召唤一个2/2的侍从。,Alliance,Battlecry,,True,Matt Starbuck,做一名骑士很威风，但是做骑士的侍从感觉就差一点了。,,,,
Classic,盾牌猛击,,Spell,EX1_410,Warrior,,Epic,,1,你每有1点护甲值，便对一个随从造成1点伤害。,Neutral,AffectedBySpellPower,,True,Raymond Swanland,“什么是更好的武器？是敌人预料之中的利斧，还是敌人意想不到的钝刀？”——《战士的艺术》，第9章,,,,
Classic,知识古树,5,Minion,NEW1_008,Druid,,Epic,5,7,<b>抉择</b>：抽两张牌；或者恢复5点生命值。,,,,True,Patrik Hjelm,去吧，把你的名字刻在树皮上。,,,,
Classic,破法者,3,Minion,EX1_048,,,Common,4,4,<b>战吼：</b><b>沉默</b>一个随从。,Horde,Battlecry,,True,Matt Cavotta,破法者能够轻易地破除施法者制造的法术，整个过程就像大夫看门诊一样，毫无痛苦。,,,,
Classic,碧蓝幼龙,4,Minion,EX1_284,,,Rare,4,5,<b>法术伤害+1</b>，<b>战吼：</b>抽一张牌。,Neutral,Battlecry|Spellpower,,True,Ben Zhang,它们本来应该是宝蓝色或是蔚蓝色，但这几个颜色显得有点太耀眼了。,Dragon,,,
Classic,视界术,,Spell,CS2_053,Shaman,,Epic,,3,抽一张牌，该牌的法力值消耗减少（3）点。,Neutral,,,True,Lars Grant-West,德雷克塔尔失明了，但他依然能够看见很多东西。你懂得我的意思吗？你懂得用心灵去观察吗？,,,,
Classic,视界术,,Enchantment,CS2_053e,Shaman,,,,,你的一张手牌的法力值消耗减少（3）点。,,,,,Lars Grant-West,,,,,
Classic,神圣之火,,Spell,EX1_624,Priest,,Rare,,6,造成$5点伤害。为你的英雄恢复#5点生命值。,,,,True,Miguel Coimbra,紧接着你就会看到“神圣之烟”！,,,,
Classic,神圣愤怒,,Spell,EX1_365,Paladin,,Rare,,5,抽一张牌，并造成等同于其法力值消耗的伤害。,Neutral,,,True,Justin Sweet,来个熔核巨人吧！！,,,,
Classic,神恩术,,Spell,EX1_349,Paladin,,Rare,,3,抽若干数量的牌，直到你的手牌数量等同于你的对手的手牌数量。,Neutral,,,True,Lucas Graciano,这可是神的恩赐，就好像有人在关键时刻向你伸出援手。,,,,
Classic,禁魔,,Spell,EX1_166b,Druid,,,,,<b>沉默</b>一个随从。,Neutral,Silence,,,,,,,,
Classic,秘教暗影祭司,5,Minion,EX1_091,Priest,,Epic,4,6,<b>战吼：</b>获得一个攻击力小于或等于2的敌方随从的控制权。,Neutral,Battlecry,,True,Chippy,你绝不知道谁在为这个秘密组织效劳...,,,,
Classic,穆克拉,5,Minion,EX1_014,,,Legendary,5,3,<b>战吼：</b>使你的对手获得两个香蕉。,,Battlecry,,True,Sunny Gho,穆克拉在哈圭罗岛上徘徊，寻找他的真爱。,Beast,True,,
Classic,穆鲁之影,,Enchantment,EX1_590e,,,Common,,,该随从吞噬了圣盾，攻击力和生命值增加。,,,,,,,,,,
Classic,空无之影,1,Minion,EX1_345t,Priest,,Epic,0,0,控心术无效！你的对手的牌库中没有随从牌了！,,,,,,,,,,
Classic,米尔豪斯·法力风暴,4,Minion,NEW1_029,,,Legendary,4,2,<b>战吼：</b>下个回合敌方法术的法力值消耗为（0）点。,,Battlecry,,True,Jim Nelson,“我要把你们烤熟了，宝贝儿们！”,,True,,
Classic,精灵龙,2,Minion,NEW1_023,,,Common,3,2,无法成为法术或英雄技能的目标。,,,,True,Samwise,可爱至极，免疫魔法，不会在毯子上撒尿。真是完美的宠物！,Dragon,,,
Classic,精神控制,,Enchantment,EX1_tk31,Priest,,Common,,,,Neutral,Summoned,,,,,,,,
Classic,精神控制技师,3,Minion,EX1_085,,,Rare,3,3,<b>战吼：</b>如果你的对手拥有4个或者更多随从，随机控制其中一个。,Alliance,Battlecry,,True,Leo Che,精神控制技术正在日益改善，但这并不能说明什么。,,,,
Classic,紫罗兰学徒,1,Minion,NEW1_026t,,,,1,0,,,,,,,,,,,
Classic,紫罗兰教师,5,Minion,NEW1_026,,,Rare,3,4,每当你施放一个法术，召唤一个1/1的紫罗兰学徒。,,,,True,James Ryman,要是你不专心听讲，你就会被变成一只猪，然后你的名字就会被写在黑板上。,,,,
Classic,纳特·帕格,4,Minion,EX1_557,,,Legendary,0,2,在你的回合开始时，你有50%的几率额外抽一张牌。,Neutral,,,True,Steve Prescott,纳特·帕格是艾泽拉斯最棒的钓手！他发明了自动鱼竿3000型，伸缩鱼竿3000型，以及电气自动诱捕器2099型（仍在测试中）。,,True,,
Classic,绝命乱斗,,Spell,EX1_407,Warrior,,Epic,,5,随机选择一个随从，消灭除了该随从外的所有其他随从。,Neutral,,,True,Wayne Reynolds,你知道搏击俱乐部的第一守则吗？,,,,
Classic,绿皮的命令,,Enchantment,NEW1_024o,,,,,,+1/+1。,,,,,,,,,,
Classic,绿皮船长,4,Minion,NEW1_024,,,Legendary,5,5,<b>战吼：</b>使你的武器获得+1/+1。,,Battlecry,,True,Dan Scott,要不是因为那些调皮捣蛋的小家伙们，他差点就把那艘超级战舰开进暴风城港口了！,Pirate,True,,
Classic,群体驱散,,Spell,EX1_626,Priest,,Rare,,4,<b>沉默</b>所有敌方随从，抽一张牌。,,Silence,,True,Sean O&sbquo;Daniels,它驱散了增益、力量、希望和梦想。,,,,
Classic,翡翠幼龙,6,Minion,DREAM_03,Dream,,,7,4,,,,,,,,Dragon,,,
Classic,老实点！,,Enchantment,EX1_382e,Paladin,,,,,攻击力变为1点。,,,,,,,,,,
Classic,耐心的刺客,1,Minion,EX1_522,Rogue,,Epic,1,2,<b>潜行</b>。消灭任何受到该随从伤害的随从。,Neutral,Poisonous|Stealth,,True,Ben Olson,其实他的耐性并不好。只是等待他的目标靠近需要花点时间。,,,,
Classic,肯瑞托之力,,Enchantment,EX1_612o,Mage,,,,,你的下一个奥秘的法力值消耗为（0）点。,,OneTurnEffect,,,,,,,,
Classic,肯瑞托法师,3,Minion,EX1_612,Mage,,Rare,4,3,<b>战吼：</b>在本回合中，你使用的下一个<b>奥秘</b>的法力值消耗为（0）点。,Neutral,Battlecry,,True,Popo Wei,肯瑞托的法师们居住在飘浮之城达拉然。怎样让达拉然飘起来？只要用魔法把氢气球变成透明的就行了。,,,,
Classic,肯瑞托的教诲,,Enchantment,EX1_584e,,,,,,<b>法术伤害+1</b>。,,,,,,,,,,
Classic,背叛,,Spell,EX1_126,Rogue,,Common,,2,使一个敌方随从对其相邻的随从造成等同于其攻击力的伤害。,Neutral,,,True,Lucas Graciano,每个人都有背叛的价码。拿侏儒打比方的话，长毛绒玩具和一小点儿巧克力就能让他们就范。,,,,
Classic,腐肉食尸鬼,3,Minion,tt_004,,,Common,2,3,每当一个随从死亡，便获得+1攻击力。,Neutral,,,True,Alex Horley Orlandelli,诟病食尸鬼吃“腐肉”其实对它们并不公平，它们只是没有别的可吃了而已。,,,,
Classic,自然之力,,Spell,EX1_571,Druid,,Epic,,6,召唤三个2/2并具有<b>冲锋</b>的树人，在回合结束时，消灭这些树人。,Neutral,,,True,Trevor Jacobs,“我想我可以在这片树荫下打个盹儿。等等...啊啊啊啊啊！”——不幸的侏儒布林克菲兹,,,,
Classic,自然印记,,Enchantment,EX1_155ae,Druid,,,,,该随从获得+4攻击力。,,,,,,,,,,
Classic,自然印记,,Spell,EX1_155a,Druid,,,,,+4攻击力。,Neutral,,,,,,,,,
Classic,自然印记,,Spell,EX1_155,Druid,,Common,,3,<b>抉择</b>：使一个随从获得+4攻击力；或者+4生命值并具有<b>嘲讽</b>。,Neutral,,,True,Clint Langley,只有德鲁伊们称之为“自然印记”。其他人都喜欢说“加个状态”。,,,,
Classic,自然印记,,Enchantment,EX1_155be,Druid,,,,,该随从获得+4生命值和<b>嘲讽</b>。,,,,,,,,,,
Classic,自然印记,,Spell,EX1_155b,Druid,,,,,+4生命值并具有<b>嘲讽</b>。,Neutral,,,,,,,,,
Classic,自然平衡,,Spell,EX1_161,Druid,,Common,,1,消灭一个随从，你的对手抽两张牌。,Neutral,,,True,Leo Che,又一位战死沙场的将士。,,,,
Classic,致命射击,,Spell,EX1_617,Hunter,,Common,,3,随机消灭一个敌方随从。,Neutral,,,True,Steve Prescott,在莫克纳萨村，瞄得准并不是什么值得称道的本事。最重要的是，能不能给猎物致命的一击。,,,,
Classic,致死打击,,Spell,EX1_408,Warrior,,Rare,,4,造成$4点伤害；如果你的生命值小于或等于12点，则改为造成$6点伤害。,Neutral,,,True,Zoltan & Gabor,“如果你只有一个技能可以用，就用致死打击。”——《战士信条》，第6行,,,,
Classic,艾德温·范克里夫,2,Minion,EX1_613,Rogue,,Legendary,2,3,<b>连击：</b>在本回合中，使用此牌前每打出一张其他牌，便获得+2/+2。,Neutral,Combo,,True,Efrem Palacios,他领导石匠协会重建了暴风城，而当贵族们拒绝支付工钱的时候，他将领导迪菲亚兄弟会，嗯，拆掉暴风城。,,True,,
Classic,艾露恩的女祭司,4,Minion,EX1_583,,,Common,5,6,<b>战吼：</b>为你的英雄恢复4点生命值。,Neutral,Battlecry,,True,Dan Scott,她是艾泽拉斯最早的“月光族”。,,,,
Classic,艾露恩的赐福,,Enchantment,EX1_004e,,,,,,生命值增加。,,,,,,,,,,
Classic,芬克·恩霍尔,3,Minion,EX1_finkle,,,Legendary,3,2,,Neutral,,,,,,,True,,
Classic,苦痛侍僧,3,Minion,EX1_007,,,Common,1,3,每当该随从受到伤害时，抽一张牌。,,,,True,Dave Kendall,在他年轻的时候，他经受的是“快乐寺僧”的训练，但是训练成果并不如他想象的那么好。,,,,
Classic,范克里夫的复仇,,Enchantment,EX1_613e,Rogue,,,,,该随从的攻击力和生命值增加。,,,,,,,,,,
Classic,荆棘谷猛虎,5,Minion,EX1_028,,,Common,5,5,<b>潜行</b>,Alliance,Stealth,,True,Alex Horley Orlandelli,这些美丽的大猫是荆棘谷一道亮丽的风景！,Beast,,,
Classic,萨尔玛先知,3,Minion,EX1_021,,,Common,2,3,<b>风怒</b>,Horde,Windfury,,True,Efrem Palacios,他受命驻扎在地狱火半岛，但他很希望能够被调配到奥格瑞玛附近，或者随便什么地方，只要那里的土地不要老是着火就行。,,,,
Classic,虚灵奥术师,3,Minion,EX1_274,Mage,,Rare,3,4,如果在你的回合结束时，你控制任何<b>奥秘</b>，该随从便获得+2/+2。,,,,True,Michael Komarck,虚灵们浑身捆绑着布条，不仅是因为布料柔软舒适，更是为了让他们的外表更能为其他种族接受。,,False,,
Classic,虚空恐魔,3,Minion,EX1_304,Warlock,,Rare,3,3,<b>战吼：</b>消灭该随从两侧的随从，并获得他们的攻击力和生命值。,,Battlecry,,True,Alexander Alexandrov,如果你把这张牌放到你的套牌中，你就会失去其他随从对你的信任。,Demon,,,
Classic,蛇,1,Minion,EX1_554t,Hunter,,Common,1,0,,Neutral,,,,,,Beast,,,
Classic,血之契印,,Enchantment,CS2_059o,Warlock,,,,,生命值增加。,,,,,,,,,,
Classic,血吼,,Weapon,EX1_411,Warrior,1,Epic,7,7,攻击随从不会消耗耐久度，改为降低1点攻击力。,Neutral,,,True,Zoltan & Gabor,格罗玛什·地狱咆哮的著名战斧。然而它却在玛克扎尔王子的手中。这是怎么回事！,,,,
Classic,血帆海盗,2,Minion,NEW1_025,,,Rare,1,1,<b>战吼：</b>使对手的武器失去1点耐久度。,,Battlecry,,True,Randy Gallegos,每个海盗都用相同的四个数字来打开自动黄金分配装置。这些数字被称为“海盗密码”。,Pirate,,,
Classic,血帆袭击者,3,Minion,NEW1_018,,,Common,2,2,<b>战吼：</b>获得等同于你的武器攻击力的攻击力。,,Battlecry,,True,Jim Nelson,“我一个星期只出去打劫七天。”,Pirate,,,
Classic,血怒,,Weapon,EX1_323w,Warlock,8,,3,3,,,,,,,,,,,
Classic,血性狂暴,,Enchantment,EX1_411e,Warrior,,,,,不会消耗耐久度。,,,,,,,,,,
Classic,血法师萨尔诺斯,1,Minion,EX1_012,,,Legendary,1,2,<b>法术伤害+1</b>，<b>亡语：</b>抽一张牌。,Neutral,Deathrattle|Spellpower,,True,Alex Horley Orlandelli,他负责每年一度的血色修道院献血运动！,,True,,
Classic,血色十字军战士,1,Minion,EX1_020,,,Common,3,3,<b>圣盾</b>,Alliance,Divine Shield,,True,Gonzalo Ordonez,他们的狂热使衣衫上的猩红色更加刺眼。,,,,
Classic,血骑士,3,Minion,EX1_590,,,Epic,3,3,<b>战吼：</b>所有随从失去<b>圣盾</b>。每有一个随从失去圣盾，便获得+3/+3。,Neutral,Battlecry,,True,Trent Kaniuga,血骑士从太阳井中获得他们的神圣能量，所以你别把那里当成是洗太阳浴的地方。,,,,
Classic,被隐藏,,Enchantment,EX1_128e,Rogue,,,,,获得潜行直到你的下个回合。,,,,,,,,,,
Classic,裂颅之击,,Spell,EX1_137,Rogue,,Rare,,3,对敌方英雄造成$2点伤害；<b>连击：</b>在下个回合将其移回你的手牌。,Neutral,Combo,,True,James Zhang,就算其他方法都不管用，直接往头上狠狠来一下总是会有效的。,,,,
Classic,装备,,Enchantment,NEW1_037e,,,,,,攻击力增加。,,,,False,,,,,,
Classic,角斗士的长弓,,Weapon,DS1_188,Hunter,2,Epic,5,7,你的英雄在攻击时具有<b>免疫</b>。,Neutral,,,True,Peter C. Lee,弓弦很长，这使得射手能够射得更远，对付那些难闻的目标尤其有效。,,,,
Classic,触发陷阱,,Enchantment,EX1_611e,Hunter,,,,,在下个回合开始时，会被再次<b>冻结</b>。,,,,,,,,,,
Classic,诅咒教派领袖,2,Minion,EX1_595,,,Common,4,4,每当你的其他随从死亡时，抽一张牌。,Neutral,,,True,Raymond Swanland,也许她是个邪恶的教派领袖，但是每个星期她都会和她的父母通电话。,,,,
Classic,误导,,Spell,EX1_533,Hunter,,Rare,,2,<b>奥秘：</b>当一个角色攻击你的英雄时，改为该角色攻击另一个随机角色。,Neutral,Secret,,True,Daren Bader,再狡猾的狐狸……也会被猎人误导。,,,,
Classic,诺兹多姆,8,Minion,EX1_560,,,Legendary,8,9,所有玩家只有15秒的时间来进行他们的回合。,Neutral,,,True,James Ryman,没时间写什么背景描述了。,Dragon,True,,
Classic,豺狼人,2,Minion,NEW1_040t,,,,2,2,<b>嘲讽</b>,,Taunt,,,,,,,,
Classic,贝恩·血蹄,5,Minion,EX1_110t,,,Legendary,4,4,,,,,,,,,True,,
Classic,负伤剑圣,7,Minion,CS2_181,,,Rare,4,3,<b>战吼：</b>对自身造成4点伤害。,Horde,Battlecry,,True,Samwise,他说这是在一次惨烈的战斗中留下的伤疤，但我们觉得，他只是刮胡子的时候弄伤了自己。,,,,
Classic,财迷心窍,,Enchantment,NEW1_018e,,,,,,攻击力增加。,,,,,,,,,,
Classic,过载,,Enchantment,EX1_258e,Shaman,,,,,属性值提高。,,,,,,,,,,
Classic,进食充分,,Enchantment,EX1_531e,Hunter,,,,,攻击力和生命值增加。,,,,,,,,,,
Classic,迦顿男爵,5,Minion,EX1_249,,,Legendary,7,7,在你的回合结束时，对所有其他角色造成2点伤害。,Neutral,,,True,Ian Ameling,迦顿男爵曾经是拉格纳罗斯的首席副官，因为他实在太“火”了。,,True,,
Classic,迪菲亚头目,2,Minion,EX1_131,Rogue,,Common,2,2,<b>连击：</b>召唤一个2/1的迪菲亚强盗。,Neutral,Combo,,True,Dany Orizio,他在数年前偷走了地契，所以理论上说这片地盘确实是他的。他还喜欢用“白痴”称呼别人，显得自己很有势力。,,,,
Classic,迪菲亚强盗,1,Minion,EX1_131t,Rogue,,,2,1,,Neutral,,,,,,,,,
Classic,重斧,,Weapon,EX1_409t,Warrior,3,,1,1,,,,,,,,,,,
Classic,野性之力,,Spell,EX1_160,Druid,,Common,,2,<b>抉择</b>：使你的随从获得+1/+1；或者召唤一个3/2的猎豹。,Neutral,,,True,Steve Tappin,在灰谷的树林中，猎豹的毛皮漆黑油亮，数量众多。那为什么这地方要叫灰谷，而不是黑谷呢？,,,,
Classic,野性狼魂,,Spell,EX1_248,Shaman,,Rare,,3,召唤2个2/3并具有<b>嘲讽</b>的幽灵狼。<b>过载：</b>（2）,Neutral,,,True,Clint Langley,幽灵狼只是普通的狼而已，它们擅长发出瘆人的寒光。,,,,
Classic,野蛮之击,,Spell,EX1_578,Druid,,Rare,,1,对一个随从造成等同于你的英雄攻击力的伤害。,Neutral,AffectedBySpellPower,,True,Dave Rapoza,确实有些德鲁伊野性十足，但仍有些喜欢在恬静的时刻品上一壶好茶。,,,,
Classic,野蛮残食,,Enchantment,tt_004o,,,,,,攻击力增加。,,,,,,,,,,
Classic,铁喙猫头鹰,1,Minion,CS2_203,,,Common,2,2,<b>战吼：</b><b>沉默</b>一个随从。,Horde,Battlecry,,True,Trevor Jacobs,它们挥动翅膀的时候悄无声息，但是它们的嘶鸣却是...任何悄无声息的反义词都可以形容。,Beast,,,
Classic,银月城卫兵,3,Minion,EX1_023,,,Common,3,4,<b>圣盾</b>,Horde,Divine Shield,,True,Phroilan Gardner,当他们首次试图在天灾军团的围攻下守住银月城时，事情进行得并不顺利...,,,,
Classic,银色侍从,1,Minion,EX1_008,,,Common,1,1,<b>圣盾</b>,Alliance,Divine Shield,,True,Zoltan & Gabor,“在此我严正宣誓：追随圣光，净化黑暗，只吃煎饼。”——银色黎明之誓,,,,
Classic,银色保卫者,2,Minion,EX1_362,Paladin,,Common,2,2,<b>战吼：</b>使一个其他友方随从获得<b>圣盾</b>。,Neutral,Battlecry,,True,Doug Alexander,”我没说你能够躲过火球。我是说有了这盾，你就不需要躲了。“,,,,
Classic,银色指挥官,2,Minion,EX1_067,,,Rare,4,6,<b>冲锋</b>，<b>圣盾</b>。,Neutral,Charge|Divine Shield,,True,James Ryman,银色指挥官总是机警地注意着天灾军团的动向，同时阻止任何想在咖啡店里插队买咖啡的人。,,,,
Classic,铸剑师,3,Minion,NEW1_037,,,Rare,1,2,在你的回合结束时，使另一个随机友方随从获得+1攻击力。,,,,True,E.M. Gist,他正在打造一把称为“连枷斧”的武器，但是其他铸剑师都表示那是不可能做到的。,,,,
Classic,铸甲师,4,Minion,EX1_402,Warrior,,Rare,1,2,每当一个友方随从受到伤害，便获得1点护甲值。,Neutral,,,True,Greg Hildebrandt,她接受公会修理资金！,,,,
Classic,锋利无比！,,Enchantment,CS2_221e,,,,,,恶毒铁匠使其获得+2攻击力。,,,,,,,,,,
Classic,镜像实体,,Spell,EX1_294,Mage,,Common,,3,<b>奥秘：</b>当你的对手打出一张随从牌时，召唤一个该随从的复制。,Neutral,Secret,,True,Raven Mimura,“你先上。”——“巨兽”克鲁什格尔对他的宠物野猪说道。,,,,
Classic,长鬃草原狮,5,Minion,EX1_534,Hunter,,Rare,6,6,<b>亡语：</b>召唤两个2/2的土狼。,,Deathrattle,,True,Milivoj Ceran,在偌大丛林的生存游戏中，即使是狮子也会被成群的土狼拖垮。,Beast,,,
Classic,闪电箭,,Spell,EX1_238,Shaman,,Common,,1,造成$3点伤害，<b>过载：</b>（1）,Neutral,,,True,Daarken,闪电箭！闪电箭！闪电箭！,,,,
Classic,闪电风暴,,Spell,EX1_259,Shaman,,Rare,,3,对所有敌方随从造成$2到$3点伤害，<b>过载：</b>（2）,Neutral,,,True,Christopher Moeller,恐怕打伞是没有用的。,,,,
Classic,防御者,1,Minion,EX1_130a,Paladin,,Common,2,1,,Neutral,,,,,,,,,
Classic,阿古斯之手,,Enchantment,EX1_093e,,,,,,+1/+1并具有<b>嘲讽</b>。,,,,,,,,,,
Classic,阿古斯防御者,3,Minion,EX1_093,,,Rare,2,4,<b>战吼：</b>使相邻的随从获得+1/+1和<b>嘲讽</b>。,Alliance,Battlecry,,True,Alex Horley Orlandelli,你肯定没想到阿古斯会需要如此坚实的防御。但它确实需要。,,,,
Classic,阿拉希武器匠,3,Minion,EX1_398,Warrior,,Common,3,4,<b>战吼：</b>装备一把2/2的武器。,Neutral,Battlecry,,True,Samwise,拳套武器限时特惠，第二把半价！,,,,
Classic,阿曼尼狂战士,3,Minion,EX1_393,,,Common,2,2,<b>激怒：</b>+3攻击力,Neutral,Enrage,,True,Chippy,如果阿曼尼狂战士问你：“你刚才看着我？！”正确的答案应该是：“没有，伙计。”,,,,
Classic,阿莱克丝塔萨,8,Minion,EX1_561,,,Legendary,8,9,<b>战吼：</b>使一个英雄的剩余生命值成为15。,Neutral,Battlecry,,True,Raymond Swanland,生命的缚誓者阿莱克丝塔萨给所有人带来生命和希望。除了死亡之翼。除了玛里苟斯。除了耐克鲁斯。,Dragon,True,,
Classic,阿莱克丝塔萨之火,,Enchantment,EX1_561e,,,,,,生命值成为15点。,,,,,,,,,,
Classic,隐藏,,Spell,EX1_128,Rogue,,Common,,1,直到你的下个回合，使所有友方随从获得<b>潜行</b>。,Neutral,,,True,Steve Hui,潜行者们能够隐藏除了他们表情之外的一切东西。你不能阻止他们表达执行暗杀后的兴奋感觉。,,,,
Classic,雏龙,1,Minion,ds1_whelptoken,,,,1,1,,Neutral,,,,,,Dragon,,,
Classic,雏龙,1,Minion,EX1_116t,,,,1,1,,,,,,,,Dragon,,,
Classic,雷铸战斧,,Weapon,EX1_247,Shaman,3,Common,2,2,<b>过载：</b>（1）,Neutral,,,True,Nate Bowden,哟，真是把不错的斧子。,,,,
Classic,需要打磨,,Enchantment,EX1_411e2,Warrior,,,,,攻击力降低。,,,,,,,,,,
Classic,霍格,4,Minion,NEW1_040,,,Legendary,4,6,在你的回合结束时，召唤一个2/2并具有<b>嘲讽</b>的豺狼人。,,,,True,Laurel D. Austin,霍格可是超级厉害的。如果你杀了他，只是因为他让你这么做的。,,True,,
Classic,鞭打成型,,Enchantment,EX1_603e,Warrior,,,,,+2攻击力。,,,,,,,,,,
Classic,风怒鹰身人,5,Minion,EX1_033,,,Common,4,6,<b>风怒</b>,Alliance,Windfury,,True,Luke Mancini,鹰身人的声音非常...“令人不悦”。这是最好听的说法。,,,,
