TEXT,SET,TYPE,ID,NAME,PLAYERCLASS,FACTION,COST,RARITY,COLLECTIBLE,ARTIST,FLAVOR,MECHANICS,ATTACK,HEALTH,INPLAYTEXT,ELITE,RACE,DURABILITY
Cuando juegas una carta con <b>Sobrecarga</b> obtiene +1/+1.,Classic,Minion,EX1_258,Elemental desatado,Shaman,Neutral,3,Common,True,Matt Gaser,A los elementales desatados les va la marcha.,,2,4,,,,
Inflige $2 p. de daño a un esbirro. Si sobrevive roba una carta.,Classic,Spell,EX1_391,Embate,Warrior,Neutral,2,Common,True,E.M. Gist,"Dun da dun dun da dun": si oyes cantar eso a un ogro ya es demasiado tarde.,,,,,,,
Inflige 1 p. de daño a un esbirro por cada punto de armadura que tengas.,Classic,Spell,EX1_410,Embate con escudo,Warrior,Neutral,1,Epic,True,Raymond Swanland,"¿Qué arma es mejor? ¿La afilada que tus enemigos se esperan o la roma que desconocen?" - El arte del guerrero capítulo 9,AffectedBySpellPower,,,,,,
En sigilo hasta el siguiente turno.,Classic,Enchantment,EX1_128e,Embozado,Rogue,,,,,,,,,,,,,
Otorga <b>Sigilo</b> a tus esbirros hasta tu siguiente turno.,Classic,Spell,EX1_128,Embozo,Rogue,Neutral,1,Common,True,Steve Hui,¡Todo su gozo en un embozo!,,,,,,,
Ataque aumentado.,Classic,Enchantment,NEW1_012o,Empacho de maná,Mage,,,,,,,,,,,,,
<b>Grito de batalla:</b> Otorga a un esbirro +2 p. de ataque este turno.,Classic,Minion,EX1_046,Enano Hierro Negro,,Alliance,4,Common,True,Scott Hampton,No te sorprendas de su mal genio tienen que pasarse el día fundiendo mena de hierro negro...,Battlecry,4,4,,,,
El ataque de este esbirro siempre es igual a su salud.,Classic,Minion,EX1_335,Engendro de luz,Priest,Neutral,4,Common,True,Daarken,¿Y estos en qué plano elemental viven?,,0,5,,,,
+5 p. de salud y <b>Provocar</b>.,Classic,Spell,EX1_178a,Enraizado,Druid,Neutral,,,,,,,,,,,,
+5 p. de salud y <b>Provocar</b>.,Classic,Enchantment,EX1_178ae,Enraizado,Druid,,,,,,,,,,,,,
Roba 2 cartas.,Classic,Spell,NEW1_008a,Enseñanzas antiguas,Druid,,,,,,,,,,,,,
<b>+1 p. de daño con hechizos</b>.,Classic,Enchantment,EX1_584e,Enseñanzas del Kirin Tor,,,,,,,,,,,,,,
Ataque aumentado.,Classic,Enchantment,NEW1_037e,Equipado,,,,,False,,,,,,,,,
Cada vez que un jugador lanza un hechizo coloca una copia en la mano del otro jugador.,Classic,Minion,EX1_100,Eremita Cho,,Neutral,2,Legendary,True,Mark Zug,El eremita Cho registra y conserva la historia del continente de Pandaria pero lo que más le gusta en el mundo es conducir a bandas de aventureros a una muerte segura.,,0,4,,True,,
<b>Escudo divino</b>,Classic,Minion,EX1_008,Escudera Argenta,,Alliance,1,Common,True,Zoltan & Gabor,"El alba se avecina ahora empieza mi guardia". - El juramento del Alba Argenta,Divine Shield,1,1,,,,
,Classic,Minion,CS2_152,Escudero,,Alliance,1,Common,,,,,2,2,,,,
Cada vez que invocas a un esbirro el esbirro obtiene +1/+1 y esta arma pierde 1 p. de durabilidad.,Classic,Weapon,EX1_366,Espada de Justicia,Paladin,Neutral,3,Epic,True,Efrem Palacios,Parece digna de un ángel.,,1,,,,,5
<b>Último aliento:</b> Vuelve a invocar a este esbirro.,Classic,Enchantment,CS2_038e,Espíritu ancestral,Shaman,,,,,,,,,,,,,
Otorga a un esbirro: "<b>Último aliento:</b> Vuelve a invocar a este esbirro".,Classic,Spell,CS2_038,Espíritu ancestral,Shaman,Neutral,2,Rare,True,Zoltan & Gabor,Solo fue una herida superficial.,,,,,,,
<b>Provocar</b>,Classic,Minion,EX1_tk11,Espíritu de lobo,Shaman,Neutral,2,Rare,,,,Taunt,2,3,,,,
Invoca dos espíritus de lobo 2/3 con <b>Provocar</b>. <b>Sobrecarga:</b> (2),Classic,Spell,EX1_248,Espíritu feral,Shaman,Neutral,3,Rare,True,Clint Langley,Los espíritus de lobo son como lobos normales pero transparentes.,,,,,,,
Inflige $2 p. de daño. <b>Combo:</b> Inflige $4 p. de daño.,Classic,Spell,EX1_124,Eviscerar,Rogue,Neutral,2,Common,True,Ariel Olivetti,El coste de la carta no incluye la factura de la tintorería (se tarda una eternidad en quitar la sangre de las armaduras de cuero).,Combo,,,,,,
Otorga +2/+2 a tus otros esbirros.,Classic,Spell,EX1_573a,Favor del semidiós,Druid,Neutral,,,,,,,,,,,,
+2/+2.,Classic,Enchantment,EX1_573ae,Favor del semidiós,Druid,Neutral,,,,,,,,,,,,
Roba cartas hasta que tengas tantas cartas en tu mano como tu oponente.,Classic,Spell,EX1_349,Favor divino,Paladin,Neutral,3,Rare,True,Lucas Graciano,Robar es humano ¡pero sienta divino!,,,,,,,
Ataque aumentado.,Classic,Enchantment,EX1_001e,Fervor,,,,,,,,,,,,,,
,Classic,Minion,EX1_finkle,Finkle Einhorn,,Neutral,2,Legendary,,,,,3,3,,True,,
Tu héroe obtiene 1 p. de armadura cada vez que un esbirro amistoso recibe daño.,Classic,Minion,EX1_402,Forjadora de armaduras,Warrior,Neutral,2,Rare,True,Greg Hildebrandt,¡Acepta fondos de hermandad a cambio de las reparaciones!,,1,4,,,,
Tu poder de héroe se convierte en "Inflige 2 p. de daño". Si ya estás en Forma de las Sombras: 3 p. de daño.,Classic,Spell,EX1_625,Forma de las Sombras,Priest,,3,Epic,True,Alex Horley Orlandelli,¿Proyectan sombra los sacerdotes en Forma de las Sombras?,,,,,,,
+2 p. de salud y <b>Provocar</b>.,Classic,Spell,EX1_165b,Forma de oso,Druid,Neutral,,Common,,,,,,,,,,
<b>Cargar</b>,Classic,Spell,EX1_165a,Forma felina,Druid,Neutral,,Common,,,,,,,,,,
Salud establecida en 15 p.,Classic,Enchantment,EX1_561e,Fuego de Alexstrasza,,,,,,,,,,,,,,
Este demonio tiene +2/+2.,Classic,Enchantment,EX1_596e,Fuego demoníaco,Warlock,Neutral,0,Common,,,,,,,,,,
Inflige $2 p. de daño a un esbirro. Si el objetivo es un demonio amistoso en lugar de dañarlo le otorga +2/+2.,Classic,Spell,EX1_596,Fuego demoníaco,Warlock,Neutral,2,Common,True,Ben Wootten,El Fuego demoníaco es como cualquier otro fuego ¡salvo que NUNCA DEJA DE ARDER! ¡AYUDA!,,,,,,,
,Classic,Minion,CS2_231,Fuego fatuo,,Neutral,0,Common,True,Malcolm Davis,Parecen inofensivos pero con unos cuantos se puede hacer saltar por los aires a un señor eredar enorme.,,1,1,,,,
Cambia el ataque de un esbirro para que sea igual a su salud.,Classic,Spell,CS1_129,Fuego interno,Priest,Neutral,1,Common,True,Steve Prescott,Mucho mejor que el fuego externo.,,,,,,,
El ataque de este esbirro es igual a su salud.,Classic,Enchantment,CS1_129e,Fuego interno,Priest,,,,,,,,,,,,,
Inflige 2 p. de daño.,Classic,Spell,EX1_166a,Fuego lunar,Druid,Neutral,,,,,,,,,,,,
Inflige $5 p. de daño. Restaura #5. de salud a tu héroe.,Classic,Spell,EX1_624,Fuego Sagrado,Priest,,6,Rare,True,Miguel Coimbra,Donde hay Fuego Sagrado hay Humo Sagrado.,,,,,,,
Este esbirro tiene +2 p. de ataque.,Classic,Enchantment,CS2_181e,Fuerza completa,,,,,,,,,,,,,,
Invoca tres antárboles 2/2 con <b>Cargar</b> que mueren al final del turno.,Classic,Spell,EX1_571,Fuerza de la Naturaleza,Druid,Neutral,6,Epic,True,Trevor Jacobs,"¡Menuda siesta me voy a echar a la sombra de estos chopos! ... ¡AAAAAAAAH!" - Burbujillo el gnomo desgraciado,,,,,,,
,Classic,Weapon,EX1_323w,Furia sangrienta,Warlock,,3,,,,,,3,,,,,8
<b>Combo:</b> Invoca a un bandido Defias 2/1.,Classic,Minion,EX1_131,Gerifalte Defias,Rogue,Neutral,2,Common,True,Dany Orizio,Ahora que lo dice es verdad que Arroyo de la Luna pertenece a los Defias...,Combo,2,2,,,,
Cuesta (1) cristal menos por cada esbirro adicional en el campo de batalla.,Classic,Minion,EX1_586,Gigante de mar,,Neutral,10,Epic,True,Svetlin Velinov,Es la mar de salado.,,8,8,,,,
Cuesta (1) cristal menos por cada punto de daño que haya recibido tu héroe.,Classic,Minion,EX1_620,Gigante fundido,,,20,Epic,True,Glenn Rane,Es muy fogoso.,,8,8,,,,
Cuesta (1) cristal menos por cada carta adicional que tengas en tu mano.,Classic,Minion,EX1_105,Gigante montés,,Neutral,12,Epic,True,Samwise,No está gordo es que es bajo para su peso.,,8,8,,,,
<b>Provocar</b>,Classic,Minion,NEW1_040t,Gnoll,,,2,,,,,Taunt,2,2,,,,
<b>Último aliento:</b> Inflige 2 p. de daño al héroe enemigo.,Classic,Minion,EX1_029,Gnomo paria,,Neutral,1,Common,True,Glenn Rane,¡Dale un abrazo!,Deathrattle,2,1,,,,
<b>Cargar</b>. <b>Grito de batalla:</b> Da un cristal de maná a tu oponente.,Classic,Minion,EX1_089,Gólem Arcano,,Neutral,3,Rare,True,Sedhayu Ardian,EL PORTACAJAS HA LLEGADO.,Battlecry|Charge,4,2,,,,
,Classic,Minion,skele21,Gólem dañado,,Neutral,1,Common,,,,,2,1,,,Mech,
<b>Último aliento:</b> Invoca un gólem dañado 2/1.,Classic,Minion,EX1_556,Gólem de la cosecha,,Neutral,3,Common,True,Brian Despain,"Tu gólem ha dejado de funcionar. ¿Deseas enviar información a Gnomeregan para solucionar el problema?",Deathrattle,2,3,,,Mech,
Inflige $4 p. de daño. Si tienes 12 p. de salud o menos infliges $6 p. de daño.,Classic,Spell,EX1_408,Golpe mortal,Warrior,Neutral,4,Rare,True,Zoltan & Gabor,"Si solo usas una facultad que sea Golpe mortal". - El código de los guerreros línea 6,,,,,,,
Salud aumentada.,Classic,Enchantment,EX1_004e,Gracia de Elune,,,,,,,,,,,,,,
La salud de tus esbirros no puede bajar de 1 p. este turno.,Classic,Enchantment,NEW1_036e2,Grito de orden,Warrior,,,,,,,OneTurnEffect,,,,,,
La salud no puede bajar de 1 p. este turno.,Classic,Enchantment,NEW1_036e,Grito de orden,Warrior,,,,,,,OneTurnEffect,,,,,,
La salud de tus esbirros no puede bajar de 1 p. este turno. Roba una carta.,Classic,Spell,NEW1_036,Grito de orden,Warrior,,2,Rare,True,Wayne Reynolds,"¡NO TE OIGO!" - Instructor de guerreros,,,,,,,
<b>Cargar</b>.
<b>Enfurecer:</b> +6 p. de ataque.,Classic,Minion,EX1_414,Grommash Grito Infernal,Warrior,Neutral,8,Legendary,True,Glenn Rane,Grommash bebió la sangre demoníaca de Mannoroth condenando a los orcos a tener piel verde y desatando el primer escándalo de dopaje de Azeroth.,Charge|Enrage,4,9,,True,,
Al final de cada turno obtiene +1/+1.,Classic,Minion,NEW1_038,Gruul,,,8,Legendary,True,Kev Walker,Es Gruul el Asesino de Dragones. Él solo quería acariciarlos... nunca tuvo intención de...,,7,7,,True,,
<b>Cargar</b>. <b>Grito de batalla:</b> Descarta dos cartas aleatorias.,Classic,Minion,EX1_310,Guardia apocalíptico,Warlock,Neutral,5,Rare,True,Lucas Graciano,Ya te lo dijimos. Recuerda las reglas. No nos hiciste caso.,Battlecry|Charge,5,7,,,Demon,
<b>Provocar</b>. <b>Grito de batalla:</b> Destruye uno de tus cristales de maná.,Classic,Minion,EX1_301,Guardia vil,Warlock,Neutral,3,Rare,True,John Polidora,¿Quién se atreve a invocarlo?,Battlecry|Taunt,3,5,,,Demon,
<b>Elige una:</b> Inflige 2 p. de daño o bien <b>Silencia</b> a un esbirro.,Classic,Minion,EX1_166,Guardián de la arboleda,Druid,Neutral,4,Rare,True,Gabor Szikszai,"¡El bosque es de todos!".,,2,4,,,,
<b>Escudo divino</b>,Classic,Minion,EX1_023,Guardián de Lunargenta,,Horde,4,Common,True,Phroilan Gardner,¿Dónde estaba cuando la Plaga invadió Lunargenta?,Divine Shield,3,3,,,,
,Classic,Weapon,EX1_398t,Hacha de batalla,Warrior,,1,,,,,,2,,,,,2
,Classic,Weapon,EX1_409t,Hacha pesada,Warrior,,1,,,,,,1,,,,,3
<b>Sobrecarga:</b> (1),Classic,Weapon,EX1_247,Hacha Tronaforjado,Shaman,Neutral,2,Common,True,Nate Bowden,¡Eres un hacha!,,2,,,,,3
<b>Grito de batalla:</b> Destruye el arma de tu oponente y roba una cantidad de cartas equivalente a su durabilidad.,Classic,Minion,EX1_558,Harrison Jones,,Neutral,5,Legendary,True,Matt Dixon,"¡Debería estar en la Sala de los Expedicionarios!".,Battlecry,5,4,,True,,
Ataque reducido.,Classic,Enchantment,EX1_411e2,Hay que afilarla,Warrior,,,,,,,,,,,,,
No puede ser objetivo de hechizos ni de poderes de héroe.,Classic,Minion,DREAM_01,Hermana sonriente,Dream,,3,,,,,,3,5,,,,
<b>Enfurecer:</b> Tu arma tiene +2 p. de ataque.,Classic,Minion,CS2_221,Herrera maliciosa,,Horde,5,Common,True,Justin Sweet,Te forjará una espada pero tendrás que traerle 5 lingotes de hierro 3 motas de tierra y la cabellera de su último cliente.,Enrage,4,6,,,,
,Classic,Minion,EX1_534t,Hiena,Hunter,,2,Rare,,Andrew Robinson,,,2,2,,,Beast,
Obtiene +2/+1 cada vez que muere una bestia amistosa.,Classic,Minion,EX1_531,Hiena carroñera,Hunter,,2,Common,True,Jim Nelson,Lo interesante de su nombre es que te hace pensar que existen hienas de cualquier otro tipo.,,2,2,,,Beast,
Al final de tu turno invoca a un gnoll 2/2 con <b>Provocar</b>.,Classic,Minion,NEW1_040,Hogger,,,6,Legendary,True,Laurel D. Austin,Hogger ya se ha cobrado más víctimas que el Cataclismo.,,4,4,,True,,
<b>Grito de batalla:</b> Inflige 1 p. de daño. <b>Combo:</b> Inflige 2 p. de daño.,Classic,Weapon,EX1_133,Hoja de Perdición,Rogue,Neutral,3,Rare,True,Daren Bader,La Hoja de Perdición es el arma de repuesto de Ragnaros para cuando Sulfuras está en el taller.,Battlecry|Combo,2,,,,,2
Salud aumentada.,Classic,Enchantment,EX1_043e,Hora del Crepúsculo,,,,,,,,,,,,,,
<b>Enfurecer:</b> <b>Viento Furioso</b> y +1 p. de ataque.,Classic,Minion,EX1_412,Huargen enfurecido,,Neutral,3,Common,True,Alex Horley Orlandelli,Si ya está enfurecido ahora imagínate cuando pierdas una partida.,Enrage,3,3,,,,
Cambia la salud de todos los esbirros a 1 p.,Classic,Spell,EX1_619,Igualdad,Paladin,Neutral,2,Rare,True,Michal Ivan,Todos somos iguales a ojos de un paladín.,,,,,,,
Salud cambiada a 1 p.,Classic,Enchantment,EX1_619e,Igualdad,Paladin,,,,,,,,,,,,,
Cada vez que juegas una carta invoca una llama de Azzinoth 2/1.,Classic,Minion,EX1_614,Illidan Tempestira,,Neutral,6,Legendary,True,Alex Horley Orlandelli,¿Por qué se quedó Illidan sin su cena? ¡NO ESTABA PREPARADA!,,7,5,,True,Demon,
Restaura #8 p. de salud. Roba 3 cartas.,Classic,Spell,EX1_354,Imposición de manos,Paladin,Neutral,8,Epic,True,Raymond Swanland,Magia de paladín en modo manual.,,,,,,,
,Classic,Minion,EX1_tk34,Infernal,Warlock,Neutral,6,Common,,,,,6,6,,,Demon,
<b>Sigilo</b>,Classic,Minion,EX1_010,Infiltrado huargen,,Alliance,1,Common,True,Raymond Swanland,Para detener a los infiltrados huargen hay que gritar "¡No! ¡Chico malo!".,Stealth,2,1,,,,
+3 p. de salud.,Classic,Enchantment,EX1_623e,Infusión,Priest,,,,,,,,,,,,,
Este esbirro tiene +2 p. de ataque este turno.,Classic,Enchantment,CS2_188o,Inspiración,,,,,,,,OneTurnEffect,,,,,,
Invoca una pantera 3/2.,Classic,Spell,EX1_160a,Invoca una pantera,Druid,Neutral,,,,,,,,,,,,
El primer esbirro que juegues cada turno cuesta (1) cristal menos.,Classic,Minion,EX1_076,Invocadora tamaño bolsillo,,Alliance,2,Rare,True,Ron Spears,Fácil de transportar.,Aura,2,2,,,,
Roba una carta por cada personaje amistoso dañado.,Classic,Spell,EX1_392,Ira de batalla,Warrior,Neutral,2,Common,True,Alex Horley Orlandelli,Para poder ganar hay que saber sufrir.,,,,,,,
Inflige $1 p. de daño a un esbirro y le otorga +2 p. de ataque.,Classic,Spell,EX1_607,Ira interna,Warrior,Neutral,0,Common,True,Slawomir Maniak,Suele desembocar en ira externa.,,,,,,,
+2 p. de ataque.,Classic,Enchantment,EX1_607e,Ira interna,Warrior,,,,,,,,,,,,,
No hay pérdida de durabilidad.,Classic,Enchantment,EX1_411e,Ira sangrienta,Warrior,,,,,,,,,,,,,
Coloca una copia de un esbirro aleatorio del mazo de tu oponente en el campo de batalla.,Classic,Spell,EX1_345,Juegos mentales,Priest,Neutral,4,Epic,True,Zoltan & Gabor,A veces parece que esto no es más que un juego.,,,,,,,
Tiene +1/+1.,Classic,Enchantment,EX1_366e,Justicia impuesta,Paladin,,,,,,,,,,,,,
<b>Grito de batalla:</b> Destruye a un esbirro enemigo aleatorio con 2 p. de ataque o menos.,Classic,Minion,NEW1_041,Kodo en estampida,,,5,Rare,True,Daren Bader,Es un kodo tan grande que puede provocar una estampida él solo.,Battlecry,3,5,,,Beast,
<b>Último aliento:</b> Invoca un Finkle Einhorn 3/3 para tu oponente.,Classic,Minion,EX1_577,La Bestia,,Neutral,6,Legendary,True,Glenn Rane,Vive en la Montaña Roca Negra y disfruta devorando gnomos de un bocado.,Deathrattle,9,7,,True,Beast,
El lobo temible alfa otorga +1 p. de ataque a este esbirro.,Classic,Enchantment,EX1_162o,La fuerza de la manada,,,,,,,,,,,,,,
<b>Congela</b> a un personaje. Si ya estaba <b>congelado</b> en su lugar inflige $4 p. de daño.,Classic,Spell,CS2_031,Lanza de hielo,Mage,Neutral,1,Common,True,Alex Horley Orlandelli,El truco está en no romper la lanza. De lo contrario te quedas con "Astillas de hielo". Las astillas son mucho menos efectivas.,Freeze,,,,,,
Invoca dos antárboles 2/2 con <b>Provocar</b>.,Classic,Spell,EX1_573b,Lección del shando,Druid,Neutral,,,,,,,,,,,,
<b>Grito de batalla:</b> <b>Silencia</b> a un esbirro.,Classic,Minion,CS2_203,Lechuza Picoférreo,,Horde,2,Common,True,Trevor Jacobs,¡Está que trina!,Battlecry,2,1,,,Beast,
<b>Cargar</b>. <b>Grito de batalla:</b> Invoca dos crías 1/1 para tu oponente.,Classic,Minion,EX1_116,Leeroy Jenkins,,Alliance,5,Legendary,True,Gabe from Penny Arcade,¡Leeeeeeeeeeeeeroy!,Battlecry|Charge,6,2,,True,,
Todos los demás múrlocs tienen +2/+1.,Classic,Minion,EX1_507,Líder de guerra múrloc,,Neutral,3,Epic,True,Tim McBurnie,¿Alguna vez nos cansaremos de imitar el sonido de los múrlocs? ¡No! ¡Mrglglrglglglglglglgl!,Aura,3,3,,,Murloc,
+1/+1,Classic,Enchantment,EX1_160be,Líder de la manada,Druid,,,,,,,,,,,,,
Otorga +1/+1 a tus esbirros.,Classic,Spell,EX1_160b,Líder de la manada,Druid,Neutral,,,,,,,,,,,,
,Classic,Minion,EX1_614t,Llama de Azzinoth,,,1,,,,,,2,1,,,,
Destruye a un esbirro amistoso e inflige un daño equivalente a su ataque a todos los esbirros enemigos.,Classic,Spell,EX1_303,Llama de las Sombras,Warlock,Neutral,4,Rare,True,Dave Kendall,A los demonios no les entusiasma esta carta ¡pero a los brujos les encanta!,AffectedBySpellPower,,,,,,
Inflige $5 p. de daño a un esbirro.,Classic,Spell,NEW1_007b,Lluvia de estrellas,Druid,,,,,,,,,,,,,
Inflige $2 p. de daño a todos los esbirros enemigos.,Classic,Spell,NEW1_007a,Lluvia de estrellas,Druid,,,,,,,,,,,,,
<b>Elige una:</b> Inflige $5 p. de daño a un esbirro o bien inflige $2 p. de daño a todos los esbirros enemigos.,Classic,Spell,NEW1_007,Lluvia de estrellas,Druid,,5,Rare,True,Richard Wright,El cielo cae sobre nuestras cabezas.,,,,,,,
Los esbirros adyacentes tienen +1 p. de ataque.,Classic,Minion,EX1_162,Lobo temible alfa,,Neutral,2,Common,True,John Dickenson,Pensamos en añadir un lobo temible beta pero la gente se quejaría de no tener claves.,AdjacentBuff|Aura,2,2,,,Beast,
Ataque aumentado.,Classic,Enchantment,NEW1_018e,Loca por el tesoro,,,,,,,,,,,,,,
,Classic,Hero,EX1_323h,Lord Jaraxxus,Warlock,Neutral,0,Legendary,,,,,0,15,,,Demon,
<b>Grito de batalla:</b> Destruye a tu héroe y lo reemplaza con Lord Jaraxxus.,Classic,Minion,EX1_323,Lord Jaraxxus,Warlock,,9,Legendary,True,Alex Horley Orlandelli,¡UN GNOMO INSIGNIFICANTE! ¡¡¡TU ARROGANCIA SERÁ TU PERDICIÓN!!!,Battlecry,3,15,,True,Demon,
Al final de tu turno inflige 1 p. de daño a este esbirro e invoca a un diablillo 1/1.,Classic,Minion,EX1_597,Maestra de diablillos,,Neutral,3,Rare,True,Mark Gibbons,Disfrutaría más de su trabajo si no fuera por los mordiscos de los diablillos.,,1,5,,,,
Cuando uno de tus otros esbirros muere roba una carta.,Classic,Minion,EX1_595,Maestra de secta,,Neutral,4,Common,True,Raymond Swanland,Aunque sea una maestra de secta malvada siempre se acuerda de llamar a sus padres una vez por semana.,,4,2,,,,
<b>Grito de batalla:</b> Otorga <b>Sigilo</b> a un esbirro amistoso.,Classic,Minion,NEW1_014,Maestra del disfraz,Rogue,,4,Rare,True,Ron Spencer,En realidad es una tauren. Por algo es una maestra del disfraz.,Battlecry,4,4,,,,
<b>Grito de batalla:</b> Devuelve a tu mano a un esbirro amistoso del campo de batalla.,Classic,Minion,EX1_057,Maestro cervecero anciano,,Alliance,4,Common,True,Bernie Kang,La pregunta adecuada no es "¿Por qué bebemos?" sino "¿Por qué merece la pena beber?".,Battlecry,5,4,,,,
<b>Grito de batalla:</b> Devuelve a tu mano a un esbirro amistoso del campo de batalla.,Classic,Minion,EX1_049,Maestro cervecero joven,,Alliance,2,Common,True,Wei Wang,Su entusiasmo juvenil no siempre equivale a brebajes deliciosos. ¡No pruebes su "Sorpresa Mogu"!,Battlecry,3,2,,,,
<b>Grito de batalla:</b> Se inflige 4 p. de daño a sí mismo.,Classic,Minion,CS2_181,Maestro del acero herido,,Horde,3,Rare,True,Samwise,Dice que es una herida de batalla pero en realidad se cortó pelando patatas.,Battlecry,4,7,,,,
Al final de tu turno otorga +1 p. de ataque a otro esbirro amistoso aleatorio.,Classic,Minion,NEW1_037,Maestro forjador de espadas,,,2,Rare,True,E.M. Gist,Está intentando inventar un "hacha mangual" pero los demás forjadores dicen que es imposible.,,1,3,,,,
<b>Grito de batalla:</b> Transforma a otro esbirro aleatorio en un demosaurio 5/5 o en una ardilla 1/1.,Classic,Minion,EX1_083,Maestro manitas Sobrechispa,,Alliance,3,Legendary,True,Tom Baxa,El maestro manitas Sobrechispa casi perdió su licencia de manitas tras la fatídica Gran Estampida de Ardillas de Forjaz.,Battlecry,3,3,,True,,
<b>Grito de batalla:</b> El siguiente <b>Secreto</b> que juegues este turno costará (0) cristales.,Classic,Minion,EX1_612,Maga del Kirin Tor,Mage,Neutral,3,Rare,True,Popo Wei,El Kirin Tor se encuentra en la ciudad flotante de Dalaran. ¿Cómo flota Dalaran? Apunta al suelo y falla.,Battlecry,4,3,,,,
<b>Grito de batalla:</b> Otorga <b>+1 p. de daño con hechizos</b> a los esbirros adyacentes.,Classic,Minion,EX1_584,Mago anciano,,Neutral,4,Rare,True,Howard Lyon,A veces se le va la cabeza y entra en las partidas de otros jugadores.,Battlecry,2,5,,,,
<b>+1 p. de daño con hechizos</b>. <b>Último aliento:</b> Roba una carta.,Classic,Minion,EX1_012,Mago sangriento Thalnos,,Neutral,2,Legendary,True,Alex Horley Orlandelli,Es el encargado de las donaciones de sangre del Monasterio Escarlata.,Deathrattle|Spellpower,1,1,,True,,
Cuando invocas a un esbirro inflige 1 p. de daño a un enemigo aleatorio.,Classic,Minion,NEW1_019,Malabarista de cuchillos,,,2,Rare,True,Matt Cavotta,¿Dónde si no íbamos a ponernos la manzana?,,3,2,,,,
<b>+5 p. de daño con hechizos</b>,Classic,Minion,EX1_563,Malygos,,Neutral,9,Legendary,True,Michael Komarck,¡La magia le vuelve loco!,Spellpower,4,12,,True,Dragon,
<b>Grito de batalla:</b> Elige a un esbirro y se convierte en una copia de este.,Classic,Minion,EX1_564,Manipulador ignoto,,Neutral,5,Epic,True,Raymond Swanland,Los manipuladores ignotos son sirvientes de Yogg-Saron y se alimentan de tu miedo. Ahora mismo se está alimentando de tu miedo a desencantar una carta buena por accidente.,Battlecry,3,3,,,,
+1/+1 y <b>Provocar</b>.,Classic,Enchantment,EX1_093e,Mano de Argus,,,,,,,,,,,,,,
+4 p. de ataque.,Classic,Spell,EX1_155a,Marca de la Naturaleza,Druid,Neutral,,,,,,,,,,,,
<b>Elige una:</b> Otorga +4 p. de ataque a un esbirro o bien +4 p. de salud y <b>Provocar</b>.,Classic,Spell,EX1_155,Marca de la Naturaleza,Druid,Neutral,3,Common,True,Clint Langley,¿Qué es una gallina en la cuerda floja? Un druida Equilibrio.,,,,,,,
+4 p. de salud y <b>Provocar</b>.,Classic,Spell,EX1_155b,Marca de la Naturaleza,Druid,Neutral,,,,,,,,,,,,
Este esbirro tiene +4 p. de salud y <b>Provocar</b>.,Classic,Enchantment,EX1_155be,Marca de la Naturaleza,Druid,,,,,,,,,,,,,
Este esbirro tiene +4 p. de ataque.,Classic,Enchantment,EX1_155ae,Marca de la Naturaleza,Druid,,,,,,,,,,,,,
Tiene <b>Cargar</b> mientras tengas un arma equipada.,Classic,Minion,CS2_146,Marinero de Mares del Sur,,Alliance,1,Common,True,Dan Brereton,Su barco tiene una quilla lista para estrenar.,,2,1,,,Pirate,
<b>Viento Furioso Sobrecarga:</b> (2),Classic,Weapon,EX1_567,Martillo maldito,Shaman,Neutral,5,Epic,True,John Polidora,Thrall recibió esta arma legendaria de manos de Orgrim Martillo Maldito pero rechazó quedarse también con el apellido.,Windfury,2,,,,,8
+1 p. de ataque y +1 p. de durabilidad.,Classic,Enchantment,EX1_409e,Mejorada,Warrior,,,,,,,,,,,,,
Durabilidad aumentada.,Classic,Enchantment,EX1_536e,Mejorado,Hunter,,,,,,,,,,,,,
Tus esbirros cuestan (3) cristales más.,Classic,Minion,CS2_227,Mercenario Ventura y Cía.,,Horde,5,Common,True,John Polidora,Está a tu servicio... por un módico precio.,Aura,7,6,,,,
<b>Grito de batalla:</b> Los hechizos enemigos cuestan (0) cristales el próximo turno.,Classic,Minion,NEW1_029,Molino Tormenta de Maná,,,2,Legendary,True,Jim Nelson,¡Cuidado con el bigote!,Battlecry,4,4,,True,,
Otorga a tu héroe +4 p. de ataque este turno y 4 p. de armadura.,Classic,Spell,EX1_570,Mordedura,Druid,Neutral,4,Rare,True,Tom Baxa,¡Mastica la comida!,,,,,,,
+4 p. de ataque este turno.,Classic,Enchantment,EX1_570e,Mordedura,,,,,,,,OneTurnEffect,,,,,,
+2 p. de ataque.,Classic,Enchantment,EX1_603e,Motivación por la fuerza,Warrior,,,,,,,,,,,,,
+2 p. de salud.,Classic,Enchantment,EX1_103e,Mrghlglhal,,,,,,,,,,,,,,
Al principio de tu turno tienes un 50% de probabilidad de robar una carta más.,Classic,Minion,EX1_557,Nat Pagle,,Neutral,2,Legendary,True,Steve Prescott,¡Nat Pagle pescador por excelencia de Azeroth! Inventó la Autopescadora 3000 la Extendocaña 3000 y la Cebomática 2999 (todavía en período de prueba).,,0,4,,True,,
Destruye a un esbirro. Tu oponente roba 2 cartas.,Classic,Spell,EX1_161,Naturalizar,Druid,Neutral,1,Common,True,Leo Che,Habló el tauren y dijo mu.,,,,,,,
