TEXT,SET,TYPE,ID,NAME,MECHANICS,PLAYERCLASS,COLLECTIBLE,FACTION,RARITY,HEALTH,COST,ARTIST,ATTACK,HOWTOGETGOLD,FLAVOR,HOWTOGET,RACE,INPLAYTEXT,DURABILITY
Le totem Langue de feu confère +2 ATQ.,Basic,Enchantment,EX1_565o,Langue de feu,,Shaman,,,,,,,,,,,,,
Les autres serviteurs alliés ont +1 ATQ.,Basic,Minion,NEW1_033,Leokk,,Hunter,,,Common,4,3,,2,,,,Beast,,
<b>Cri de guerre :</b> détruit l’arme de votre adversaire.,Basic,Minion,EX1_066,Limon des marais acide,Battlecry,,True,Alliance,Common,2,2,Chris Rahn,3,Débloquée au niveau 57 du voleur.,Les limons adorent le flamenco allez savoir pourquoi...,,,,
Vos autres Bêtes ont+1 ATQ.,Basic,Minion,DS1_175,Loup des bois,Aura,Hunter,True,Neutral,Free,1,1,Malcolm Davis,1,Débloquée au niveau 23.,Toutes les bêtes adorent traîner avec les loups des bois.,Débloquée au niveau 1.,Beast,,
Rend #6 |4(pointpoints) de vie.,Basic,Spell,CS2_089,Lumière sacrée,,Paladin,True,Neutral,Free,,2,Zoltan & Gabor,,Débloquée au niveau 15.,L’abus de lumière sacrée peut nuire à la santé de votre peau.,Débloquée au niveau 1.,,,
<b>Dégâts des sorts : +1</b>,Basic,Minion,EX1_582,Mage de Dalaran,Spellpower,,True,Neutral,Common,4,3,Jim Nelson,1,Débloquée au niveau 59 du mage.,On ne rencontre pas souvent de guerriers de Dalaran.,,,,
Confère <b>Bouclier divin</b> à un serviteur.,Basic,Spell,EX1_371,Main de protection,,Paladin,True,Neutral,Free,,1,Clint Langley,,Débloquée au niveau 23.,Ce sort a été renommé si souvent que même les paladins ne savent plus comment il s’appelle.,Débloquée au niveau 1.,,,
<b>Provocation</b>,Basic,Minion,CS2_179,Maître-bouclier de Sen’jin,Taunt,,True,Horde,Free,5,4,Brian Despain,3,Débloquée au niveau 59 du voleur.,Sen’jin est un chouette village si vous aimez les trolls et vous vautrer dans la poussière.,,,,
<b>Cri de guerre :</b> confère +2/+2 et <b>Provocation</b> à une Bête alliée.,Basic,Minion,DS1_070,Maître-chien,Battlecry,Hunter,True,Neutral,Free,3,4,Dan Brereton,4,Débloquée au niveau 28.,Il manquerait plus qu’il morde !,Débloquée au niveau 1.,,,
<b>Pouvoir héroïque</b>Équipe une dague 1/2.,Basic,Hero Power,CS2_083b,Maîtrise des dagues,,Rogue,,Neutral,Free,,2,,,,,,,,
Vous gagnez 5 points d’armure.Vous piochez une carte.,Basic,Spell,EX1_606,Maîtrise du blocage,,Warrior,True,Neutral,Common,,3,Michael Komarck,,Débloquée au niveau 28.,Les boucliers ont été inventés quand on s’est rendu compte que bloquer les coups avec son visage n’avait PAS le résultat escompté.,Débloquée au niveau 8.,,,
Transforme un serviteur en grenouille 0/1 avec <b>Provocation</b>.,Basic,Spell,EX1_246,Maléfice,,Shaman,True,Neutral,Free,,3,Steve Hui,,Débloquée au niveau 47.,Si vous maléficiez un murloc... peut-on vraiment considérer que c’est une transformation ?,Débloquée au niveau 1.,,,
Ce serviteur a été transformé !,Basic,Enchantment,EX1_246e,Maléficié,Morph,Shaman,,,,,,,,,,,,,
,Basic,Hero,HERO_06,Malfurion Hurlorage,,Druid,True,Neutral,Free,30,,,,,,,,,
<b>Provocation</b>,Basic,Minion,CS2_065,Marcheur du Vide,Taunt,Warlock,True,Neutral,Free,3,1,Alex Horley Orlandelli,1,Débloquée au niveau 36.,Comment il fait pour marcher sans pieds le mystère reste entier !,Débloquée au niveau 1.,Demon,,
Fait tomber les points de vie d’un serviteur à 1.,Basic,Spell,CS2_084,Marque du chasseur,,Hunter,True,Neutral,Common,,0,Jimmy Lo,,Débloquée au niveau 40.,Attention chasse gardée !,Débloquée au niveau 6.,,,
Ce serviteur a 1 PV.,Basic,Enchantment,CS2_084e,Marque du chasseur,,Hunter,,,,,,,,,,,,,
Confère <b>Provocation</b> et +2/+2 à un serviteur.<i> (+2 ATQ/+2 PV)</i>,Basic,Spell,CS2_009,Marque du fauve,,Druid,True,Neutral,Free,,2,Brad Vancata,,Débloquée au niveau 28.,À ne pas confondre avec la marque du chauve.,Débloquée au niveau 1.,,,
Ce serviteur a +2/+2 et <b>Provocation</b>.,Basic,Enchantment,CS2_009e,Marque du fauve,,Druid,,,,,,,,,,,,,
Inflige $3 |4(pointpoints) de dégâts.Vous piochez une carte.,Basic,Spell,CS2_094,Marteau de courroux,,Paladin,True,Neutral,Free,,4,Efrem Palacios,,Débloquée au niveau 32.,Un bon paladin a de nombreux outils. Marteau de courroux Pince de vengeance Scie de justice etc.,Débloquée au niveau 1.,,,
<b>Cri de guerre :</b> invoque un petit dragon mécanique 2/1.,Basic,Minion,EX1_025,Mécano de petit dragon,Battlecry,,True,Alliance,Common,4,4,Warren Mahy,2,Débloquée au niveau 53 du mage.,Son projet en cours prévoit l’installation d’un lance-missile sur Mordicator.,,,,
Transforme un serviteur en mouton 1/1.,Basic,Spell,CS2_022,Métamorphose,,Mage,True,Neutral,Free,,4,Vance Kovacs,,Débloquée au niveau 47.,J’allais faire une blague mêêêê elle est tombée à l’eau.,Débloquée au niveau 1.,,,
Ce serviteur a été transformé en mouton 1/1.,Basic,Enchantment,CS2_022e,Métamorphose,Morph,Mage,,Neutral,Common,,,,,,,,,,
<b>Provocation</b>,Basic,Minion,NEW1_032,Misha,Taunt,Hunter,,,Common,4,3,,4,,,,Beast,,
<b>Charge</b>,Basic,Minion,CS2_213,Missilière téméraire,Charge,,True,Horde,Free,2,6,John Polidora,5,Débloquée au niveau 59 du chaman.,La missilière téméraire c’est de la dynamite !,,,,
Ce murloc a +1 ATQ.,Basic,Enchantment,EX1_508o,Mlarggragllabl !,,,,,,,,,,,,,,,
Détruit un serviteur avec 3 Attaque ou moins.,Basic,Spell,CS2_234,Mot de l’ombre : Douleur,,Priest,True,,Free,,2,Raymond Swanland,,Débloquée au niveau 36.,Un cran au dessus des acolytes débutants avec leur « Mot de l’ombre : Ennui ».,Débloquée au niveau 1.,,,
Détruit un serviteur avec 5 Attaque ou plus.,Basic,Spell,EX1_622,Mot de l’ombre : Mort,,Priest,True,,Common,,3,Raymond Swanland,,Débloquée au niveau 43.,Si ce sort rate il laisse une marque en forme d’éclair sur le front de votre cible.,Débloquée au niveau 8.,,,
+2 PV.,Basic,Enchantment,CS2_004e,Mot de pouvoir : Bouclier,,Priest,,,,,,,,,,,,,
Confère +2 PV à un serviteur.Vous piochez une carte.,Basic,Spell,CS2_004,Mot de pouvoir : Bouclier,,Priest,True,Neutral,Free,,1,Jessica Jung,,Débloquée au niveau 47.,Cette protection supplémentaire est la bienvenue mais on y voit comme à travers une pelle là-dedans !,Débloquée au niveau 1.,,,
,Basic,Minion,CS2_tk1,Mouton,,,,Neutral,Common,1,0,,1,,,,Beast,,
Bizarrement la carte que vous possédiez AVANT a été effacée. Allez prenez celle-là à la place !,Basic,Spell,GAME_006,NOOOOOOOOOOOON !,,,,,,,2,,,,Même le texte descriptif a disparu. Mince.,,,,
<b>Gèle</b> tous les serviteurs adverses.,Basic,Spell,CS2_026,Nova de givre,Freeze,Mage,True,Neutral,Common,,3,Josh Tallman,,Débloquée au niveau 6.,Ça a jeté un froid. Métaphoriquement et littéralement.,Débloquée au niveau 6.,,,
Inflige $2 |4(pointpoints) de dégâts à tous les adversaires. Rend #2 |4(pointpoints) de vie à tous les personnages alliés.,Basic,Spell,CS1_112,Nova sacrée,,Priest,True,Neutral,Common,,5,Luca Zontini,,Débloquée au niveau 45.,Si la Lumière sacrée vous abandonne bonne chance pour lancer ce sort. Et ça veut sans doute dire que vous n’êtes pas une lumière.,Débloquée au niveau 6.,,,
Leokk confère +1 ATQ à ce serviteur.,Basic,Enchantment,NEW1_033o,Œil céleste,,Hunter,,,,,,,,,,,,,
Chaque fois que vous invoquez un serviteur avec 3 ATQ ou moins lui confère <b>Charge</b>.,Basic,Minion,EX1_084,Officier chanteguerre,,Warrior,True,Neutral,Free,3,3,Wei Wang,2,Débloquée au niveau 36.,Le clan Chanteguerre se la <i>joue</i> trop. Ça ne vaut pas vraiment le coup de devenir officier.,Débloquée au niveau 1.,,,
,Basic,Minion,CS2_200,Ogre rochepoing,,,True,,Free,7,6,Brian Despain,6,Débloquée au niveau 51 du démoniste.,MOI TROP BIEN POUR CE COÛT !,,,,
<b>Dégâts des sorts : +1</b>,Basic,Minion,CS2_197,Ogre-magi,Spellpower,,True,Neutral,Common,4,4,James Ryman,4,Débloquée au niveau 55 du démoniste.,Apprendre aux ogres à lancer des sorts est une décision des plus douteuses.,,,,
TOUS les autres murlocs ont +1 ATQ.,Basic,Minion,EX1_508,Oracle sinistrécaille,Aura,,True,Neutral,Common,1,1,Phil Saunders,1,Débloquée au niveau 57 du démoniste.,Ce sont les plus intelligents de tous les murlocs. Mais ça ne veut pas dire grand-chose...,,Murloc,,
Inflige $3 |4(pointpoints) de dégâts. Si vous avez une bête inflige $5 |4(pointpoints) de dégâts à la place.,Basic,Spell,EX1_539,Ordre de tuer,,Hunter,True,Neutral,Common,,3,Gabe from Penny Arcade,,Débloquée au niveau 49.,Vous avez le permis de tuer.,Débloquée au niveau 10.,,,
Détruit un démon. Rend #5 PV à votre héros.,Basic,Spell,NEW1_003,Pacte sacrificiel,,Warlock,True,,Common,,0,Jim Nelson,,Débloquée au niveau 15.,C’est pour cette raison que les démons ne pourront jamais vraiment devenir amis avec les démonistes.,Débloquée au niveau 8.,,,
<b>Cri de guerre :</b> confère <b>Furie des vents</b> à un serviteur allié.,Basic,Minion,EX1_587,Parlevent,Battlecry,Shaman,True,Neutral,Common,3,4,Vance Kovacs,3,Débloquée au niveau 45.,Quand il lâche un vent mieux vaut ne pas se trouver derrière lui...,Débloquée au niveau 8.,,,
<b>Provocation</b>,Basic,Minion,CS2_127,Patriarche dos-argenté,Taunt,,True,Horde,Common,4,3,Daren Bader,1,Débloquée au niveau 53 du guerrier.,Il provoque tout le monde pour masquer le fait que c’est la matriarche qui dirige.,,Beast,,
,Basic,Minion,EX1_025t,Petit dragon mécanique,,,,Neutral,Common,1,1,,2,,,,Mech,,
Affiche les trois cartes du dessus du deck. Vous en piochez une et vous vous défaussez des autres.,Basic,Spell,DS1_184,Pistage,,Hunter,True,Neutral,Free,,1,Mauro Cascioli,,Débloquée au niveau 15.,Idéal pour ceux qui n’arrivent pas à décider quelles cartes mettre dans leur deck !,Débloquée au niveau 1.,,,
+2 ATQ.,Basic,Enchantment,CS2_074e,Poison mortel,,,,,,,,,,,,,,,
Confère +2 ATQ à votre arme.,Basic,Spell,CS2_074,Poison mortel,,Rogue,True,Neutral,Free,,1,Trevor Jacobs,,Débloquée au niveau 43.,Les voleurs gardent jalousement les secrets de la fabrication des poisons de crainte que les magi n’en intègrent dans leurs sorts. Éclair de poison ? Pluie de poison ? Élémentaire de poison ? Personne n’a envie de voir ça !,Débloquée au niveau 1.,,,
+2/+2 et <b>Provocation</b>.,Basic,Enchantment,DS1_070o,Présence du maître,,Hunter,,,,,,,,,,,,,
Inflige $3 |4(pointpoints) de dégâts répartis de façon aléatoire entre les personnages adverses.,Basic,Spell,EX1_277,Projectiles des Arcanes,ImmuneToSpellpower,Mage,True,Neutral,Free,,1,Warren Mahy,,Débloquée au niveau 32.,Vous devriez pouvoir contrôler vos missiles un peu mieux que ça puisque vous êtes un puissant mage et tout et tout.,Débloquée au niveau 1.,,,
<b>Provocation</b>,Basic,Minion,CS2_232,Protecteur Écorcefer,Taunt,Druid,True,Neutral,Common,8,8,Dave Allsop,8,Débloquée au niveau 49.,Même pas <i>cap</i> d’attaquer Darnassus !,Débloquée au niveau 10.,,,
A +1/+1.,Basic,Enchantment,CS2_222o,Puissance de Hurlevent,,,,,,,,,,,,,,,
+2 PV.,Basic,Enchantment,EX1_244e,Puissance totémique,,Shaman,,,,,,,,,,,,,
Confère +2 PV à vos totems.,Basic,Spell,EX1_244,Puissance totémique,,Shaman,True,Neutral,Common,,0,Trent Kaniuga,,Débloquée au niveau 28.,Désormais plus besoin de ressortir ses totems toutes les deux minutes !,Débloquée au niveau 6.,,,
,Basic,Minion,CS2_172,Raptor Rougefange,,,True,Horde,Free,2,2,Dan Brereton,3,Débloquée au niveau 57 du chasseur.,« Tuez 30 raptors. » - Hemet Nesingwary,,Beast,,
,Basic,Minion,CS2_101t,Recrue de la Main d’argent,,Paladin,,,Free,1,1,,1,,,,,,
<b>Pouvoir héroïque</b>Invoque une recrue de la Main d’argent 1/1.,Basic,Hero Power,CS2_101,Renfort,,Paladin,,Neutral,Free,,2,,,,,,,,
,Basic,Hero,HERO_05,Rexxar,,Hunter,True,Neutral,Free,30,,,,,,,,,
Vos Bêtes ont <b>Charge</b>.,Basic,Minion,DS1_178,Rhino de la toundra,,Hunter,True,Neutral,Common,5,5,Lars Grant-West,2,Débloquée au niveau 43.,On confond souvent les rhinos de la toundra avec les kodos. Est-ce que je me trompe ?,Débloquée au niveau 8.,Beast,,
Confère +2 ATQ à vos personnages pendant ce tour.,Basic,Spell,CS2_011,Rugissement sauvage,,Druid,True,Neutral,Common,,3,Grace Liu,,Débloquée au niveau 43.,C’est quoi ce rugissement ? On dirait un éléphant en rut... Mais ce n’est probablement pas ça.,Débloquée au niveau 4.,,,
+2 ATQ pendant ce tour.,Basic,Enchantment,CS2_011o,Rugissement sauvage,OneTurnEffect,Druid,,,,,,,,,,,,,
,Basic,Minion,CS2_boar,Sanglier,,,,Neutral,Common,1,1,,1,,,,Beast,,
<b>Charge</b>,Basic,Minion,CS2_171,Sanglier brocheroc,Charge,,True,Neutral,Free,1,1,Howard Lyon,1,Débloquée au niveau 53 du chasseur.,Cette carte serait très utile pour un banquet...,,Beast,,
<b>Provocation</b>,Basic,Minion,CS2_162,Seigneur de l’arène,Taunt,,True,Alliance,Common,5,6,E.M. Gist,6,Débloquée au niveau 59 du prêtre.,Autrefois il avait une cote d’arène de plus de 2100 mais c’était il y a des siècles. Impossible de l’empêcher de fanfaronner depuis.,,,,
<b>Cri de guerre :</b> rend 2 points de vie à tous les personnages alliés.,Basic,Minion,DS1_055,Soigneuse sombrécaille,Battlecry,,True,Neutral,Common,5,5,Jesper Ejsing,4,Débloquée au niveau 55 du prêtre.,Soigner c’est juste ce qu’elle fait dès qu’elle a un peu de temps libre. Une sorte de passe-temps quoi.,,,,
<b>Pouvoir héroïque</b>Rend 2 PV.,Basic,Hero Power,CS1h_001,Soins inférieurs,,Priest,,Neutral,Free,,2,,,,,,,,
<b>Charge</b>,Basic,Minion,NEW1_011,Soldat d’élite kor’kron,Charge,Warrior,True,,Common,3,4,Alex Horley Orlandelli,4,Débloquée au niveau 44.,Les Kor’krons sont les troupes d’élite de Garrosh Hurlenfer. Mieux vaut ne pas porter de tabard bleu quand on les croise.,Débloquée au niveau 4.,,,
<b>Provocation</b>,Basic,Minion,CS1_042,Soldat de Comté-de-l’Or,Taunt,,True,Alliance,Common,2,1,Donato Giancola,1,Débloquée au niveau 57 du paladin.,Si Comté-de-l’Or n’était protégée que par des serviteurs 1/2 elle aurait dû être envahie il y a des années.,,,,
<b>Charge</b>,Basic,Minion,NEW1_034,Souffleur,Charge,Hunter,,,Common,2,3,,4,,,,Beast,,
Vous piochez 4 cartes.,Basic,Spell,CS2_077,Sprint,,Rogue,True,Neutral,Common,,7,James Zhang,,Débloquée au niveau 49.,Les voleurs ne sont pas de bons coureurs.,Débloquée au niveau 10.,,,
<b></b>,Basic,Minion,skele11,Squelette,,,,Neutral,Common,1,1,,1,,,,,,
<b>Cri de guerre :</b> vous défausse d’une carte aléatoire.,Basic,Minion,EX1_306,Succube,Battlecry,Warlock,True,Neutral,Free,3,2,Matt Dixon,4,Débloquée au niveau 40.,Les démonistes ne se refusent rien.,Débloquée au niveau 1.,Demon,,
,Basic,Hero,HERO_02,Thrall,,Shaman,True,Neutral,Free,30,,,,,,,,,
<b>Pouvoir héroïque</b>Inflige 2 points de dégâts au héros adverse.,Basic,Hero Power,DS1h_292,Tir assuré,,Hunter,,Neutral,Free,,2,,,,,,,,
Inflige $2 |4(pointpoints) de dégâts.,Basic,Spell,DS1_185,Tir des Arcanes,,Hunter,True,Neutral,Free,,1,Luca Zontini,,Débloquée au niveau 32.,Les magi conjuraient des flèches arcaniques qu’ils vendaient aux chasseurs jusqu’à ce que ces derniers apprennent à le faire eux-mêmes. Les pertes d’emploi en découlant ont plongé Hurlevent dans une récession mineure.,Débloquée au niveau 1.,,,
<b>Dégâts des sorts : +1</b>,Basic,Minion,CS2_052,Totem de courroux de l’air,Spellpower,Shaman,,Neutral,Free,2,1,,0,,,,Totem,,
<b>Provocation</b>,Basic,Minion,CS2_051,Totem de griffes de pierre,Taunt,Shaman,,Neutral,Free,2,1,,0,,,,Totem,,
À la fin de votre tour rend 1 point de vie à tous vos serviteurs.,Basic,Minion,NEW1_009,Totem de soins,,Shaman,,,Free,2,1,,0,,,,Totem,,
,Basic,Minion,CS2_050,Totem incendiaire,,Shaman,,Neutral,Free,1,1,,1,,,,Totem,,
Les serviteurs adjacents ont +2 ATQ.,Basic,Minion,EX1_565,Totem Langue de feu,AdjacentBuff|Aura,Shaman,True,Neutral,Common,3,2,Jonathan Ryder,0,Débloquée au niveau 43.,Les fabricants de totems aiment utiliser les essences de bois les plus rares pour leurs totems. On dit même qu’il en existerait en bois de protecteur Ecorcefer !,Débloquée au niveau 4.,Totem,,
Rend #8 |4(pointpoints) de vie.,Basic,Spell,CS2_007,Toucher guérisseur,,Druid,True,Neutral,Free,,3,Cyril Van Der Haegen,,Débloquée au niveau 15.,Exigez le meilleur ! Avec Toucher guérisseur résultats immédiats 8 PV garantis !,Débloquée au niveau 1.,,,
Inflige $1 |4(pointpoints) de dégâts à TOUS les serviteurs.,Basic,Spell,EX1_400,Tourbillon,,Warrior,True,Neutral,Common,,1,Jonboy Meyers,,Débloquée au niveau 32.,Comment différencier un guerrier vétéran d’un novice : le novice crie « ouiiiiii ! » quand il tourbillonne.,Débloquée au niveau 6.,,,
Inflige $4 |4(pointpoints) de dégâts à un serviteur.,Basic,Spell,CS2_057,Trait de l’ombre,,Warlock,True,Neutral,Free,,3,Dave Allsop,,Débloquée au niveau 47.,C’est un trait. Il est fait d’ombre. Que voulez-vous dire de plus !,Débloquée au niveau 1.,,,
,Basic,Hero,HERO_04,Uther le Porteur de Lumière,,Paladin,True,Neutral,Free,30,,,,,,,,,
,Basic,Hero,HERO_03,Valeera Sanguinar,,Rogue,True,Neutral,Free,30,,,,,,,,,
Passer en second renforce votre premier serviteur.,Basic,Enchantment,GAME_003,Vengeance de la pièce,,,,,,,,,,,,,,,
Passer en second renforce votre premier serviteur.,Basic,Enchantment,GAME_003e,Vengeance de la pièce,,,,,,,,,,,,,,,
Place une copie d’une carte aléatoire de la main de l’adversaire dans la vôtre.,Basic,Spell,CS2_003,Vision télépathique,,Priest,True,Neutral,Common,,1,Michael Komarck,,Débloquée au niveau 32.,Je vois des cartes qui sont... miennes !,Débloquée au niveau 4.,,,
Inflige $1 |4(pointpoints) de dégâts à un serviteur. Vous piochez une carte si ce serviteur est tué.,Basic,Spell,EX1_302,Voile de mort,,Warlock,True,Neutral,Common,,1,Matt Gaser,,Débloquée au niveau 43.,Soyons honnêtes un sort qui émet plein de crânes effrayants ça vaut bien quelques cartes.,Débloquée au niveau 4.,,,
,Basic,Minion,CS2_182,Yéti noroît,,,True,Neutral,Common,5,4,Mauro Cascioli,4,Débloquée au niveau 55 du guerrier.,Il s’est réfugié dans les montagnes pour ne plus entendre à tout bout de champ « Yéti y es-tu ? ».,,,,
